product,EN-code,SMILES,parent_SMILES
CCOC(=O)CC(C1CCC(F)(F)CC1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-843552,CCOC(=O)CC(N)C1CCC(F)(F)CC1,CCOC(=O)CC(N)C1CCC(F)(F)CC1
COC(=O)C(N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C1(C)CC1,EN300-1655757,COC(=O)C(N)C1(C)CC1.Cl,COC(=O)C(N)C1(C)CC1
COc1cc(C(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc2ccccc12,EN300-736741,COc1cc(C(C)N)cc2ccccc12.Cl,COc1cc(C(C)N)cc2ccccc12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCOC[C@@H]1Nc1ccncn1,EN300-1425884,Cl.Cl.N[C@@H]1CCOC[C@@H]1Nc1ccncn1,N[C@@H]1CCOC[C@@H]1Nc1ccncn1
O=C1COc2cc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c(F)cc2N1,EN300-1295673,Nc1cc2c(cc1F)NC(=O)CO2,Nc1cc2c(cc1F)NC(=O)CO2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@]12CCC[C@@H]1C2,EN300-704049,Cl.N[C@@]12CCC[C@@H]1C2,N[C@@]12CCC[C@@H]1C2
CC1(C)CC(O)c2cccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2O1,EN300-697287,CC1(C)CC(O)c2cccc(N)c2O1,CC1(C)CC(O)c2cccc(N)c2O1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@]1(CO)COC[C@@H]2CCCN21)C(=O)c1ccco1,EN300-1600361,NC[C@@]1(CO)COC[C@@H]2CCCN21,NC[C@@]1(CO)COC[C@@H]2CCCN21
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(C2CCCO2)CCOCC1,EN300-1121705,NC1(C2CCCO2)CCOCC1,NC1(C2CCCO2)CCOCC1
N#CC[C@H]1C[C@H](N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C1,EN300-7430210,Cl.N#CC[C@H]1C[C@H](N)C1,N#CC[C@H]1C[C@H](N)C1
COC(=O)CCCCC(N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(F)(F)F,EN300-1705937,COC(=O)CCCCC(N)C(F)(F)F.Cl,COC(=O)CCCCC(N)C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC2(CC1)OCc1ccccc12,EN300-7542484,Cl.NC1CCC2(CC1)OCc1ccccc12,NC1CCC2(CC1)OCc1ccccc12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(C2CCCO2)CCC1,EN300-1655690,Cl.NC1(C2CCCO2)CCC1,NC1(C2CCCO2)CCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1Cc2[nH]ncc2C(C(F)(F)F)C1,EN300-637514,NC1Cc2[nH]ncc2C(C(F)(F)F)C1,NC1Cc2[nH]ncc2C(C(F)(F)F)C1
COC(=O)[C@@]12C[C@@H](N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)C[C@@H]1C2,EN300-344825,COC(=O)[C@@]12C[C@@H](N)C[C@@H]1C2.Cl,COC(=O)[C@@]12C[C@@H](N)C[C@@H]1C2
CC(C)(C)c1cccc(C(c2ccc(Cl)cc2)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-6498070,CC(C)(C)c1cccc(C(N)c2ccc(Cl)cc2)c1,CC(C)(C)c1cccc(C(N)c2ccc(Cl)cc2)c1
O=C1NCCn2c(CN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)nnc21,EN300-379616,Cl.NCc1nnc2n1CCNC2=O,NCc1nnc2n1CCNC2=O
C=CCn1cc2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2n1,EN300-399826,C=CCn1cc2ccc(N)cc2n1,C=CCn1cc2ccc(N)cc2n1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CCC(F)(F)CO1)C(=O)c1ccco1,EN300-814432,Cl.NCC1CCC(F)(F)CO1,NCC1CCC(F)(F)CO1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1COC2(CCOC2)C1,EN300-26624098,Cl.NC1COC2(CCOC2)C1,NC1COC2(CCOC2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1nnc2c(=O)n(C3CC3)ccn12)C(=O)c1ccco1,EN300-746659,Cl.Cl.NCCc1nnc2c(=O)n(C3CC3)ccn12,NCCc1nnc2c(=O)n(C3CC3)ccn12
COC(=O)[C@]1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C[C@@H](O)C1,EN300-366349,COC(=O)[C@]1(N)C[C@@H](O)C1.Cl,COC(=O)[C@]1(N)C[C@@H](O)C1
COc1nn(C)cc1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-746927,COc1nn(C)cc1CN,COc1nn(C)cc1CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1nc(-c2nn[nH]n2)cs1)C(=O)c1ccco1,EN300-1086911,Cl.Cl.NCc1nc(-c2nn[nH]n2)cs1,NCc1nc(-c2nn[nH]n2)cs1
CNC(=O)/C=C/CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1662955,CNC(=O)/C=C/CN.Cl,CNC(=O)/C=C/CN
CC(C)(C)n1nnc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,EN300-266803,CC(C)(C)n1nnc(CN)n1,CC(C)(C)n1nnc(CN)n1
COC(=O)C(c1ccc(OCC(F)F)cc1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1724971,COC(=O)C(N)c1ccc(OCC(F)F)cc1.Cl,COC(=O)C(N)c1ccc(OCC(F)F)cc1
C[C@@H]1C[C@H]1[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-393228,C[C@@H]1C[C@H]1[C@@H]1C[C@H]1N.Cl,C[C@@H]1C[C@H]1[C@@H]1C[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@]12CCC[C@H]1OCC2,EN300-342217,Cl.N[C@]12CCC[C@H]1OCC2,N[C@]12CCC[C@H]1OCC2
COC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCC(C(F)F)CC1,EN300-299549,COC1(CN)CCC(C(F)F)CC1,COC1(CN)CCC(C(F)F)CC1
COC(=O)C1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC12CCOCC2,EN300-6486849,COC(=O)C1(CN)CC12CCOCC2.Cl,COC(=O)C1(CN)CC12CCOCC2
CN1c2ccccc2C(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CS1(=O)=O,EN300-719576,CN1c2ccccc2C(N)CS1(=O)=O.Cl,CN1c2ccccc2C(N)CS1(=O)=O
CC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCC2(CC1)CC2,EN300-7439202,CC1(CN)CCC2(CC1)CC2.Cl,CC1(CN)CCC2(CC1)CC2
CCON(CC)C(=O)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-311755,CCON(CC)C(=O)CN.Cl,CCON(CC)C(=O)CN
CCOC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC12CCCCC2,EN300-6762936,CCOC(=O)C1(N)CC12CCCCC2.Cl,CCOC(=O)C1(N)CC12CCCCC2
COc1cc(C(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)sn1,EN300-1168563,COc1cc(C(C)N)sn1,COc1cc(C(C)N)sn1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC2CCC1O2,EN300-6734469,Cl.NC1CCC2CCC1O2,NC1CCC2CCC1O2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC(F)(F)C1(O)CCCCC1)C(=O)c1ccco1,EN300-705570,NCC(F)(F)C1(O)CCCCC1,NCC(F)(F)C1(O)CCCCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCO[C@H]1c1ccc(Cl)c(F)c1,EN300-329187,N[C@@H]1CCO[C@H]1c1ccc(Cl)c(F)c1,N[C@@H]1CCO[C@H]1c1ccc(Cl)c(F)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1nc(C(F)F)no1)C(=O)c1ccco1,EN300-257146,Cl.NCc1nc(C(F)F)no1,NCc1nc(C(F)F)no1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCN=S(=O)(c1ccccc1)C(F)(F)F)C(=O)c1ccco1,EN300-366421,Cl.NCCN=S(=O)(c1ccccc1)C(F)(F)F,NCCN=S(=O)(c1ccccc1)C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccccc1C1CC1(F)F,EN300-1726027,Nc1ccccc1C1CC1(F)F,Nc1ccccc1C1CC1(F)F
CC1(C)CCCC(c2cccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2)C1,EN300-746758,CC1(C)CCCC(c2cccc(N)c2)C1.Cl,CC1(C)CCCC(c2cccc(N)c2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@H]1C[C@H]1c1cccc(C(F)(F)F)c1)C(=O)c1ccco1,EN300-224642,Cl.NC[C@@H]1C[C@H]1c1cccc(C(F)(F)F)c1,NC[C@@H]1C[C@H]1c1cccc(C(F)(F)F)c1
COCC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC=CCC1,EN300-6479699,COCC1(N)CC=CCC1.Cl,COCC1(N)CC=CCC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1(CO)CC2C=CC1C2)C(=O)c1ccco1,EN300-6488660,NCC1(CO)CC2C=CC1C2,NCC1(CO)CC2C=CC1C2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC[C@H](O)COCc1ccccc1)C(=O)c1ccco1,EN300-322890,Cl.NCC[C@H](O)COCc1ccccc1,NCC[C@H](O)COCc1ccccc1
CCOc1ccc([C@@H]2C[C@H]2N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-197013,CCOc1ccc([C@@H]2C[C@H]2N)cc1.Cl,CCOc1ccc([C@@H]2C[C@H]2N)cc1
CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCCC1(F)F,EN300-7354846,CC1(N)CCCCC1(F)F.Cl,CC1(N)CCCCC1(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCCC[C@@H]1C(F)(F)F,EN300-256470,N[C@@H]1CCCC[C@@H]1C(F)(F)F,N[C@@H]1CCCC[C@@H]1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCc1nnc2c(=O)[nH]ccn12)C(=O)c1ccco1,EN300-371715,Cl.Cl.NCCc1nnc2c(=O)[nH]ccn12,NCCc1nnc2c(=O)[nH]ccn12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCOCC12CCC2,EN300-1662327,NC1CCOCC12CCC2,NC1CCOCC12CCC2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc(Br)cc1,EN300-197007,Cl.N[C@@H]1C[C@H]1c1ccc(Br)cc1,N[C@@H]1C[C@H]1c1ccc(Br)cc1
Cn1cncc1[C@@H]1[C@@H](CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCN1C1CC1,EN300-303860,Cn1cncc1[C@@H]1[C@@H](CN)CCCN1C1CC1,Cn1cncc1[C@@H]1[C@@H](CN)CCCN1C1CC1
COC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC1(C)c1ccc(Br)cc1,EN300-315309,COC(=O)C1(N)CC1(C)c1ccc(Br)cc1.Cl,COC(=O)C1(N)CC1(C)c1ccc(Br)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ncc2c(n1)CCOC2)C(=O)c1ccco1,EN300-263671,NCc1ncc2c(n1)CCOC2,NCc1ncc2c(n1)CCOC2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc2c(c1)OCCO2,EN300-196997,Cl.N[C@@H]1C[C@H]1c1ccc2c(c1)OCCO2,N[C@@H]1C[C@H]1c1ccc2c(c1)OCCO2
Cc1c(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc(Br)cc1C(F)(F)F,EN300-633475,Cc1c(N)cc(Br)cc1C(F)(F)F,Cc1c(N)cc(Br)cc1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1C2Cc3cc(Cl)ccc3C21,EN300-315320,Cl.NC1C2Cc3cc(Cl)ccc3C12,NC1C2Cc3cc(Cl)ccc3C12
CC1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)COCCO1,EN300-746852,CC1(CN)COCCO1,CC1(CN)COCCO1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)c(I)c1Cl,EN300-1608889,Nc1ccc(Cl)c(I)c1Cl,Nc1ccc(Cl)c(I)c1Cl
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1cccc(F)c1F,EN300-196995,Cl.N[C@@H]1C[C@H]1c1cccc(F)c1F,N[C@@H]1C[C@H]1c1cccc(F)c1F
CC(Cc1ccno1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1081308,CC(N)Cc1ccno1,CC(N)Cc1ccno1
N#Cc1cn(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(=O)[nH]c1=O,EN300-314243,Cl.N#Cc1cn(CCN)c(=O)[nH]c1=O,N#Cc1cn(CCN)c(=O)[nH]c1=O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(Br)cc(C(F)(F)F)c1O,EN300-1722344,Nc1cc(Br)cc(C(F)(F)F)c1O,Nc1cc(Br)cc(C(F)(F)F)c1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CCC12CCOCC2)C(=O)c1ccco1,EN300-345932,Cl.NCC1CCC12CCOCC2,NCC1CCC12CCOCC2
O=C1COc2cc(Br)cc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2N1,EN300-381096,Nc1cc(Br)cc2c1NC(=O)CO2,Nc1cc(Br)cc2c1NC(=O)CO2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc2ccccc2c1,EN300-196967,Cl.N[C@@H]1C[C@H]1c1ccc2ccccc2c1,N[C@@H]1C[C@H]1c1ccc2ccccc2c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1COCC[C@H]1O,EN300-343218,Cl.N[C@@H]1COCC[C@H]1O,N[C@@H]1COCC[C@H]1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CC(C2CCC2)C1)C(=O)c1ccco1,EN300-4698529,NCC1CC(C2CCC2)C1,NCC1CC(C2CCC2)C1
CO[C@@H]1CCCCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1272094,CO[C@@H]1CCCCC[C@H]1N,CO[C@@H]1CCCCC[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@H]1C[C@H]1c1ccccc1)C(=O)c1ccco1,EN300-224649,Cl.NC[C@@H]1C[C@H]1c1ccccc1,NC[C@@H]1C[C@H]1c1ccccc1
COC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC(O)C1,EN300-366348,COC(=O)C1(N)CC(O)C1.Cl,COC(=O)C1(N)CC(O)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCOC[C@H]1O,EN300-366540,Cl.N[C@@H]1CCOC[C@H]1O,N[C@@H]1CCOC[C@H]1O
CC[C@@H]1C[C@H](N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCO1,EN300-7461371,CC[C@@H]1C[C@H](N)CCO1.Cl,CC[C@@H]1C[C@H](N)CCO1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc(F)cc1,EN300-189082,Cl.N[C@@H]1C[C@H]1c1ccc(F)cc1,N[C@@H]1C[C@H]1c1ccc(F)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cc(O)n2nccc2n1)C(=O)c1ccco1,EN300-6750814,Cl.NCc1cc(O)n2nccc2n1,NCc1cc(O)n2nccc2n1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCOC12CCCCC2,EN300-702742,NC1CCOC12CCCCC2,NC1CCOC12CCCCC2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CN(Cc2ccccc2)C[C@H]1c1ccc(F)cc1,EN300-1609253,N[C@@H]1CN(Cc2ccccc2)C[C@H]1c1ccc(F)cc1,N[C@@H]1CN(Cc2ccccc2)C[C@H]1c1ccc(F)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccccc1C(F)(F)F,EN300-253002,Cl.N[C@@H]1C[C@H]1c1ccccc1C(F)(F)F,N[C@@H]1C[C@H]1c1ccccc1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CCCCCC1(F)F)C(=O)c1ccco1,EN300-6758889,Cl.NCC1CCCCCC1(F)F,NCC1CCCCCC1(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1noc2c1CC(F)(F)CC2)C(=O)c1ccco1,EN300-7427953,Cl.NCc1noc2c1CC(F)(F)CC2,NCc1noc2c1CC(F)(F)CC2
COC(=O)[C@@H]1C[C@H]1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1277659,COC(=O)[C@@H]1C[C@H]1CN,COC(=O)[C@@H]1C[C@H]1CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccccc1,EN300-253000,Cl.N[C@@H]1C[C@H]1c1ccccc1,N[C@@H]1C[C@H]1c1ccccc1
CCOC(=O)c1cnc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)nc1C(F)(F)F,EN300-7425344,CCOC(=O)c1cnc(CN)nc1C(F)(F)F.Cl,CCOC(=O)c1cnc(CN)nc1C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1CN1CCN(c2ccccc2)CC1)C(=O)c1ccco1,EN300-38982,NCc1ccccc1CN1CCN(c2ccccc2)CC1,NCc1ccccc1CN1CCN(c2ccccc2)CC1
N[C@@H]1CCC[C@@H]1C(=O)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-257573,Cl.NC(=O)[C@H]1CCC[C@H]1N,NC(=O)[C@H]1CCC[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(O)c(-c2nc3ccccc3s2)c1,EN300-02280,Nc1ccc(O)c(-c2nc3ccccc3s2)c1,Nc1ccc(O)c(-c2nc3ccccc3s2)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1cccc(Br)c1,EN300-252573,Cl.N[C@@H]1C[C@H]1c1cccc(Br)c1,N[C@@H]1C[C@H]1c1cccc(Br)c1
Cc1ccc(S(=O)(=O)NCC(c2ccccc2)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c(C)c1,EN300-89865,Cc1ccc(S(=O)(=O)NCC(N)c2ccccc2)c(C)c1.Cl,Cc1ccc(S(=O)(=O)NCC(N)c2ccccc2)c(C)c1
C[C@@]1(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C[C@H]1c1ccccc1,EN300-1722982,C[C@@]1(CN)C[C@H]1c1ccccc1.Cl,C[C@@]1(CN)C[C@H]1c1ccccc1
COC(=O)c1cc(C)c(O)c(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-1699545,COC(=O)c1cc(C)c(O)c(N)c1,COC(=O)c1cc(C)c(O)c(N)c1
C[C@@H](O)[C@@H](N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(F)(F)F,EN300-252529,C[C@@H](O)[C@@H](N)C(F)(F)F,C[C@@H](O)[C@@H](N)C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccc(Cl)cc1)c1ccccc1OC(F)(F)F,EN300-6477905,NC(c1ccc(Cl)cc1)c1ccccc1OC(F)(F)F,NC(c1ccc(Cl)cc1)c1ccccc1OC(F)(F)F
CC(C)(/C=C\Cl)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-399556,CC(C)(N)/C=C\Cl.Cl,CC(C)(N)/C=C\Cl
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCC[C@@H]1Oc1cc(F)cc(F)c1,EN300-1168286,Cl.N[C@@H]1CCC[C@@H]1Oc1cc(F)cc(F)c1,N[C@@H]1CCC[C@@H]1Oc1cc(F)cc(F)c1
CC(C)(C)OC(=O)CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCOCC1,EN300-251518,CC(C)(C)OC(=O)CC1(N)CCOCC1,CC(C)(C)OC(=O)CC1(N)CCOCC1
CC(c1cc2n(n1)CCCC2)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-268170,CC(N)c1cc2n(n1)CCCC2.Cl.Cl,CC(N)c1cc2n(n1)CCCC2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1cccc(Cl)c1)c1ccccc1OC(F)(F)F,EN300-6478414,NC(c1cccc(Cl)c1)c1ccccc1OC(F)(F)F,NC(c1cccc(Cl)c1)c1ccccc1OC(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cnn(CC(F)(F)F)c1C1CC1,EN300-7471194,Cl.Nc1cnn(CC(F)(F)F)c1C1CC1,Nc1cnn(CC(F)(F)F)c1C1CC1
CN1C(=O)C[C@H](N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[C@H]1c1ccnn1C,EN300-1635123,CN1C(=O)C[C@H](N)[C@H]1c1ccnn1C,CN1C(=O)C[C@H](N)[C@H]1c1ccnn1C
COC(=O)c1cccc(-c2cccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2)c1,EN300-6477422,COC(=O)c1cccc(-c2cccc(N)c2)c1,COC(=O)c1cccc(-c2cccc(N)c2)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CC12CC(O)C2,EN300-624143,Cl.NC1CC12CC(O)C2,NC1CC12CC(O)C2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccc(Cl)cc1)c1ccc(F)c(C(F)(F)F)c1,EN300-6487122,Cl.NC(c1ccc(Cl)cc1)c1ccc(F)c(C(F)(F)F)c1,NC(c1ccc(Cl)cc1)c1ccc(F)c(C(F)(F)F)c1
Cn1nccc1[C@@H]1OCC[C@H]1CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-1588858,Cn1nccc1[C@@H]1OCC[C@H]1CN,Cn1nccc1[C@@H]1OCC[C@H]1CN
CC(CC(F)F)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-259936,CC(CN)CC(F)F.Cl,CC(CN)CC(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccc(Oc2ccc([N+](=O)[O-])cc2Cl)c(F)c1)C(=O)c1ccco1,EN300-80391,Cl.NCc1ccc(Oc2ccc([N+](=O)[O-])cc2Cl)c(F)c1,NCc1ccc(Oc2ccc([N+](=O)[O-])cc2Cl)c(F)c1
Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@H](c2ccccc2)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-252549,Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1,Cc1ccc(S(=O)(=O)N[C@@H](c2ccccc2)[C@@H](N)c2ccccc2)cc1
CN1C(=O)C[C@H](CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[C@H]1c1ccccc1,EN300-331895,CN1C(=O)C[C@H](CN)[C@H]1c1ccccc1,CN1C(=O)C[C@H](CN)[C@H]1c1ccccc1
COc1cccc([C@@H]2C[C@H]2N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-247958,COc1cccc([C@@H]2C[C@H]2N)c1.Cl,COc1cccc([C@@H]2C[C@H]2N)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1c2ccccc2C[C@H]1O,EN300-266690,Cl.N[C@@H]1c2ccccc2C[C@H]1O,N[C@@H]1c2ccccc2C[C@H]1O
CCCCC(C(=O)Nc1cccc(N2CCCC2)c1)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-62467,CCCCC(N)C(=O)Nc1cccc(N2CCCC2)c1,CCCCC(N)C(=O)Nc1cccc(N2CCCC2)c1
CC(C)N(Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1)CC1CCCCO1,EN300-122972,CC(C)N(Cc1ccc(N)cc1)CC1CCCCO1,CC(C)N(Cc1ccc(N)cc1)CC1CCCCO1
