tert_butyl_product,EN-code,parent_SMILES
Cc1nn(C)c(C)c1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-62756,Cc1nn(C)c(C)c1CN
CSc1cc(F)ccc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-262419,CSc1cc(F)ccc1N
CC(c1ncc(Br)cn1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6472851,CC(N)c1ncc(Br)cn1
Cc1cc(Br)ccc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-73196,Cc1cc(Br)ccc1CN
CN(C)C1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCSC1,EN300-99233,CN(C)C1(CN)CCSC1
C#CCC(CC(F)(F)F)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-254511,C#CCC(N)CC(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CCNCCC(F)(F)F)C(=O)c1ccco1,EN300-177940,NCCNCCC(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnn(C(C)(C)C)c1,EN300-59041,CC(C)(C)n1cc(N)cn1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cc(F)ccc1F)C(=O)c1ccco1,EN300-70012,NCc1cc(F)ccc1F
COC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCCC1,EN300-141944,COC1(CN)CCCCC1
COC(=O)c1csc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-108008,COC(=O)c1csc(N)c1
CCCN1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1=O,EN300-256775,CCCN1CC(N)CC1=O
CC(C)C(=O)NCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-118656,CC(C)C(=O)NCCCN
Cc1nc(C)c(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-72582,Cc1nc(C)c(CCN)s1
COc1cc(Br)cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-67112,COc1cc(N)cc(Br)c1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(F)c1,EN300-202298,COc1ccc(N)c(F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(F)cc1Cl)C(=O)c1ccco1,EN300-1263880,NCc1ccc(F)cc1Cl
COC(=O)CCC(C)(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-76038,COC(=O)CCC(C)(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCCc1nccs1)C(=O)c1ccco1,EN300-66805,NCCCCc1nccs1
COc1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1C,EN300-108117,COc1cccc(N)c1C
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ccccc1Cl)C(=O)c1ccco1,EN300-54388,NCCc1ccccc1Cl
CC(Cc1cnccn1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-58232,CC(N)Cc1cnccn1
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccccn1,EN300-269947,CC(CN)c1ccccn1
CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC=CCC1,EN300-6736015,CC1(CN)CC=CCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2c(c1)CCO2,EN300-57745,Nc1ccc2c(c1)CCO2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2occc2c1,EN300-56843,Nc1ccc2occc2c1
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccncc1,EN300-26677505,CC(CN)c1ccncc1
CCC(C1CC1(C)C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-255792,CCC(N)C1CC1(C)C
CC(C)NS(=O)(=O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-59718,CC(C)NS(=O)(=O)CCN
Cc1cccnc1C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-316488,Cc1cccnc1C(C)N
CCOCC(=O)NCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6746845,CCOCC(=O)NCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CS(=O)(=O)C1(C)C,EN300-171811,CC1(C)C(N)CS1(=O)=O
CC(C)(C)NC(=O)C(c1cccnc1)N(CCn1cccnc1=O)C(=O)c1ccco1,EN300-1655839,NCCn1cccnc1=O
CSc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1Br,EN300-314759,CSc1ccc(N)cc1Br
Cc1ccc(CC(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-82064,Cc1ccc(CC(C)N)s1
COC(C1CC1)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-249791,COC(C(C)N)C1CC1
Cc1nccn1CCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-45488,Cc1nccn1CCCN
Cn1cc(CCCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cn1,EN300-65606,Cn1cc(CCCN)cn1
C[C@H](c1ccc(Br)cc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-181880,C[C@@H](N)c1ccc(Br)cc1
CCC(C)(COC)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6257463,CCC(C)(CN)COC
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(O)c(O)c1)C(=O)c1ccco1,EN300-1265735,NCc1ccc(O)c(O)c1
Cc1c(Cl)cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1Cl,EN300-55099,Cc1c(Cl)cc(N)cc1Cl
CN(C)c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-33891,CN(C)c1cccc(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(=O)C1CCC(N)CC1,EN300-69435,NC(=O)C1CCC(N)CC1
CCN1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1C,EN300-78981,CCN1CCC(N)CC1C
CC1CCC(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)O1,EN300-714753,CC1CCC(CCN)O1
CN(C)c1ccncc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7472592,CN(C)c1ccncc1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCc2occc21,EN300-30784,NC1CCCc2occc21
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C2CC2)C1=O,EN300-77438,NC1CCN(C2CC2)C1=O
CN1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C(C)(C)C1,EN300-706042,CN1CC(N)C(C)(C)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C)(C)c1ccccc1,EN300-56487,CC(C)(N)c1ccccc1
CCCCN(C)CC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-215877,CCCCN(C)CC(C)N
CCN(C)CCCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-5110876,CCN(C)CCCCCN
COC(=O)C=CC(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1194331,COC(=O)C=CC(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(CCO)cc1,EN300-53053,Nc1ccc(CCO)cc1
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccccc1,EN300-134405,CC(CN)c1ccccc1
CC[C@H](C)[C@@H](C(=O)NC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-182925,CC[C@H](C)[C@H](N)C(=O)NC
Cc1nccnc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7353931,Cc1nccnc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CCNS(=O)(=O)C(F)F)C(=O)c1ccco1,EN300-6733995,NCCNS(=O)(=O)C(F)F
CC(C)c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-21207,CC(C)c1cccc(N)c1
C[C@@H](C(=O)N1CCCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-196690,C[C@H](N)C(=O)N1CCCC1
CC1(C)CCC(C)(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-26573199,CC1(C)CCC(C)(N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1COc2ccccc21,EN300-59932,NC1COc2ccccc21
Cc1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccc1N,EN300-695675,Cc1cc(CN)ccc1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnc(Cl)c(F)c1,EN300-117894,Nc1cnc(Cl)c(F)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(O)c1cncs1)C(=O)c1ccco1,EN300-384159,NCC(O)c1cncs1
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ncc[nH]1,EN300-1709110,CC(CN)c1ncc[nH]1
COCCN1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-72186,COCCN1CCC(N)C1
Cc1ncc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)o1,EN300-1722775,Cc1ncc(CCN)o1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(O)c1c[nH]cn1)C(=O)c1ccco1,EN300-384557,NCC(O)c1c[nH]cn1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CC1(C)C1(C)CC1,EN300-1590427,CC1(C2(C)CC2N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CN(C(=O)C2CC2)C1,EN300-6480251,NC1CN(C(=O)C2CC2)C1
C[C@H](c1cc(Br)cs1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7425017,C[C@@H](N)c1cc(Br)cs1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(O)cc1Br,EN300-172397,Nc1ccc(O)cc1Br
CCc1c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cnn1C,EN300-1705719,CCc1c(N)cnn1C
CC(C)(C)NC(=O)C(c1cccnc1)N(CCOCCS(C)(=O)=O)C(=O)c1ccco1,EN300-85426,CS(=O)(=O)CCOCCN
CCSC1CCCC1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-98923,CCSC1CCCC1N
COc1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)on1,EN300-302013,COc1cc(CN)on1
COC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCOC1,EN300-138724,COC1(CN)CCOC1
COC(=O)CC[C@@H](C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7493134,COC(=O)CC[C@@H](C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ncccc1F)C(=O)c1ccco1,EN300-111522,NCc1ncccc1F
CN1CCC(C)(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-26619824,CN1CCC(C)(CN)C1
CC(C)CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-105844,CC(C)CC1(CN)CC1
CON1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-256227,CON1CCC(N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(N)c1Cl,EN300-157947,Nc1cccc(N)c1Cl
CC1(C)CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-80985,CC1(C)CCC(N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CN(C(N)=O)C1)C(=O)c1ccco1,EN300-7431964,NCC1CN(C(N)=O)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1COCCOC1)C(=O)c1ccco1,EN300-7542483,NCC1COCCOC1
CCc1ncccc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-266003,CCc1ncccc1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CCO)C(F)(F)F,EN300-222203,NC(CCO)C(F)(F)F
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C1CCCC1,EN300-1240190,CC(CN)C1CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(N)cc(I)c1,EN300-206543,Nc1cc(N)cc(I)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(C)CCC(O)CC1,EN300-1710157,CC1(N)CCC(O)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCCC(F)(F)F)C(=O)c1ccco1,EN300-6477895,NCCCCC(F)(F)F
COCCC(COC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-217074,COCCC(N)COC
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)c(I)c1,EN300-125658,Nc1ccc(Cl)c(I)c1
COC(=O)[C@@H](O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1696871,COC(=O)[C@@H](O)CCN
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(C#N)s1)C(=O)c1ccco1,EN300-234985,N#Cc1ccc(CN)s1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCCC1C#N,EN300-64069,N#CC1CCCCC1N
CC(C)(C)NC(=O)C(c1cccnc1)N(CCOCCC1CC1)C(=O)c1ccco1,EN300-6764031,NCCOCCC1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCn1ccnn1)C(=O)c1ccco1,EN300-1698650,NCCCn1ccnn1
Cc1ncc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1Br,EN300-97225,Cc1ncc(N)cc1Br
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1nccs1,EN300-135380,CC(CN)c1nccs1
C#CC(C1CCCO1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-153284,C#CC(N)C1CCCO1
CC1CCCC1(O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-224843,CC1CCCC1(O)CN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCOC(C)(C)C1,EN300-124675,CC1(C)CC(N)CCO1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(C)S(C)(=O)=O)C(=O)c1ccco1,EN300-100271,CC(C)(CN)S(C)(=O)=O
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(=O)NS(C)(=O)=O)C(=O)c1ccco1,EN300-1264859,CS(=O)(=O)NC(=O)CN
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)CC(F)(F)F,EN300-254116,CC(CN)CC(F)(F)F
CCC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCO1,EN300-76951,CCC1CC(N)CCO1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(=O)NC1CCC1)C(=O)c1ccco1,EN300-1721667,NCC(=O)NC1CCC1
COCC(C)(CCO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-100870,COCC(C)(N)CCO
C=C1CCC(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-395942,C=C1CCC(CN)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cncc(F)c1)C(=O)c1ccco1,EN300-313127,NCc1cncc(F)c1
COC(=O)C1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCC1,EN300-114345,COC(=O)C1(N)CCC1
CCc1cnc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)o1,EN300-140653,CCc1cnc(CN)o1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(C)C(C)(C)C)C(=O)c1ccco1,EN300-222250,CC(C)(C)C(C)(C)CN
CC(C)(C)CC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-1703398,CC(C)(C)CC1(N)CC1
CCC(C(O)C(C)C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-253776,CCC(N)C(O)C(C)C
CCC1(CC)CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-257439,CCC1(CC)CC(N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C12CCC(CNC1)C2,EN300-7441625,NC12CCC(CNC1)C2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCNC(=O)CC1,EN300-256759,NC1CCNC(=O)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(CO)CCCC1)C(=O)c1ccco1,EN300-130674,NCC1(CO)CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC2(CC1)CC2,EN300-181111,NC1CCC2(CC1)CC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(c2nnn[nH]2)CC1,EN300-1661036,NC1(c2nnn[nH]2)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1nc(=O)o[nH]1)C(=O)c1ccco1,EN300-189425,NCCc1nc(=O)o[nH]1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCNC(=O)C1)C(=O)c1ccco1,EN300-59733,NCC1CCNC(=O)C1
CSc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)s1,EN300-1590025,CSc1ccc(CN)s1
CC(c1noc(O)n1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7443213,CC(N)c1noc(O)n1
CN[C@H]1CC[C@H](N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-6764829,CN[C@H]1CC[C@H](N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCC(=O)NC1)C(=O)c1ccco1,EN300-213135,NCC1CCC(=O)NC1
CCC(C)(C)OCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-249928,CCC(C)(C)OCCN
CC(Cn1cnnc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7501753,CC(N)Cn1cnnc1
CC(c1ccn(C)n1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-229475,CC(N)c1ccn(C)n1
COC(=O)C(CSC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-395896,COC(=O)C(N)CSC
Cc1ccc(F)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-20587,Cc1ccc(F)c(N)c1
COC(=O)N1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1,EN300-169932,COC(=O)N1CC(N)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1CCCCNC1=O,EN300-1694077,N[C@H]1CCCCNC1=O
Cc1csc(C(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-66878,Cc1csc(C(C)N)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCc1ccco1)C(=O)c1ccco1,EN300-306585,NCCCc1ccco1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(=O)c1[nH]ncc1N,EN300-175220,NC(=O)c1[nH]ncc1N
Cc1nc(F)ccc1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-108191,Cc1nc(F)ccc1N
C[C@@H](c1ccccn1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-58773,C[C@H](N)c1ccccn1
COC(=O)CSCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-70412,COC(=O)CSCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(I)c(Br)c1,EN300-66173,Nc1ccc(I)c(Br)c1
C#CCC(C(=O)OC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-250912,C#CCC(N)C(=O)OC
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CO)c1ccsc1,EN300-140761,NC(CO)c1ccsc1
CC(C)CC(C(N)=O)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6496579,CC(C)CC(N)C(N)=O
Cc1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccc1F,EN300-65650,Cc1cc(N)ccc1F
C=CCC(C)(CC=C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1653561,C=CCC(C)(N)CC=C
CC(C)(O)CSCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-79076,CC(C)(O)CSCCN
CC(C)CNC(=O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-60440,CC(C)CNC(=O)CN
CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCCC1,EN300-148381,CC1(CN)CCCCC1
CCn1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-228470,CCn1ccc(CN)n1
CCC(C)(C(=O)OC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-61296,CCC(C)(N)C(=O)OC
Cc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cn1,EN300-42748,Cc1ccc(CN)cn1
CC(c1ncnn1C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-173887,CC(N)c1ncnn1C
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccnc(F)c1)C(=O)c1ccco1,EN300-341945,NCc1ccnc(F)c1
CC1CCCCC1(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-250103,CC1CCCCC1(C)N
CC(C)(C)NC(=O)C(c1cccnc1)N(CCSCC(F)(F)F)C(=O)c1ccco1,EN300-123823,NCCSCC(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(C2CCCC2)CC1,EN300-7459317,NC1(C2CCCC2)CC1
Cc1ncc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1Cl,EN300-222444,Cc1ncc(N)cc1Cl
Cc1nnc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1C,EN300-61921,Cc1nnc(CN)n1C
CN(C)S(=O)(=O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-218219,CN(C)S(=O)(=O)CCN
CC(C)C(C)(C)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-159778,CC(C)C(C)(C)CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(O)C1CCOC1)C(=O)c1ccco1,EN300-80855,NCC(O)C1CCOC1
Cc1nc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c[nH]1,EN300-365295,Cc1nc(CN)c[nH]1
CCNS(=O)(=O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-72332,CCNS(=O)(=O)CCN
Cc1cscc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-105869,Cc1cscc1CN
CC(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)N(C)C1CC1,EN300-67289,CC(CN)N(C)C1CC1
CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-72902,CC1(CN)CCCC1
CC(C)NC(=O)CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-42141,CC(C)NC(=O)CCN
C=CC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-1659497,C=CC1(N)CCCC1
CCN(C)C(=O)C(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-174799,CCN(C)C(=O)C(C)N
CCCCC(C)(C)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-24496461,CCCCC(C)(C)N
C#CCCC(O)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-198500,C#CCCC(O)CN
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cccc(Br)c1)C(=O)c1ccco1,EN300-60157,NCc1cccc(Br)c1
CCCCC(CCC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-99810,CCCCC(N)CCC
CCC(C)(COC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-7537280,CCC(C)(N)COC
Cc1nc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)co1,EN300-227378,Cc1nc(CN)co1
CC(C)CCOCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-51837,CC(C)CCOCCN
CC1CCCCCC1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-93200,CC1CCCCCC1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C[C@@H](O)C(F)(F)F)C(=O)c1ccco1,EN300-64500,NC[C@@H](O)C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cc(Cl)cs1)C(=O)c1ccco1,EN300-1663690,NCc1cc(Cl)cs1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(C)CCOC1=O,EN300-216643,CC1(N)CCOC1=O
