CatalogID,SMILES,scaffold_SMILES,product_SMILES
EN300-678275,CCC(C)C1(CBr)CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC=CC1
EN300-1916571,Fc1cccc(Br)c1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Oc2cccc(F)c2CCBr)c1
EN300-677122,CC(CBr)Cc1nnnn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2nnnn2C)c1
EN300-678500,CC1(CBr)CC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C)CC3(CCC3)C2)c1
EN300-678501,CCC1(CBr)CC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC2(CCC2)C1
EN300-678503,BrCC1(C2CC2)CC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CC3(CCC3)C2)c1
EN300-678505,CC(C)C1(CBr)CC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CC3(CCC3)C2)c1
EN300-674297,CCC1(CBr)CC(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC(C)C1
EN300-678542,C=CCC1(CBr)CC(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC(C)C1
EN300-678543,CC1CC(CBr)(C2CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CC(C)C2)c1
EN300-678544,CCCC1(CBr)CC(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC(C)C1
EN300-678545,CC1CC(CBr)(C(C)C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CC(C)C2)c1
EN300-678547,CC1CC(CBr)(C2CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCC3)CC(C)C2)c1
EN300-678548,CC(C)CC1(CBr)CC(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)C)CC(C)C2)c1
EN300-678550,CCC(C)C1(CBr)CC(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC(C)C1
EN300-678554,CC1CC(CBr)(C2CCCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCCC3)CC(C)C2)c1
EN300-677630,CC(C)C(C)C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)C(C)C(C)C)c1
EN300-677638,CC(C)C(C)C1(CBr)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C(C)C)CCC2)c1
EN300-678372,BrCC1(Cc2ccns2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3ccns3)CC2)c1
EN300-678373,CC(C)(CBr)Cc1ccns1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2ccns2)c1
EN300-678572,CC1CC(CBr)(C2CCSC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CC(C)C2)c1
EN300-678201,BrCC1(C2CCSC2)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CCCC2)c1
EN300-678203,BrCC1(C2CCSC2)CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CCOC2)c1
EN300-674273,CC(CBr)C1CCSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C2CCSC2)c1
EN300-678212,BrCC1(C2CCSC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CC2)c1
EN300-678213,CC(C)(CBr)C1CCSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)C2CCSC2)c1
EN300-678214,CCC(CBr)C1CCSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1CCSC1
EN300-678221,BrCC1(C2CCSC2)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CCC2)c1
EN300-678223,CCC(C)(CBr)C1CCSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1CCSC1
EN300-678227,BrCC1(C2CCSC2)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CCCO2)c1
EN300-678338,FC(F)CC1(CBr)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(F)F)CCCC2)c1
EN300-678310,FC(F)CC1(CBr)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(F)F)CCC2)c1
EN300-1916932,BrCCc1ccc2c(c1)CCOC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccc3c(c2)CCOC3)c1
EN300-1920004,Fc1cncc(F)c1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2c(F)cncc2F)c1
EN300-3151807,Cc1ncc(CBr)[nH]1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ncc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)[nH]1
EN300-678577,CC(CBr)CC1CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)CC2CC=CC2)c1
EN300-678581,BrCC1(CC2CC=CC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3CC=CC3)CC2)c1
EN300-678582,CC(C)(CBr)CC1CC=CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC2CC=CC2)c1
EN300-677063,BrCCCc1ccsc1Br,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2ccsc2Br)c1
EN300-677065,CC(CBr)Cc1ccsc1Br,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2ccsc2Br)c1
EN300-3124245,BrCC1C2COCC12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2C3COCC32)c1
EN300-1461745,BrCC1CCCC12CCCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCCC23CCCCC3)c1
EN300-677808,FC(F)(F)CC1(CBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(F)(F)F)CC2)c1
EN300-299339,CC(C)(CBr)CC(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC(F)(F)F)c1
EN300-677816,FC(F)(F)CC1(CBr)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(F)(F)F)CCC2)c1
EN300-674254,BrCCCc1cnsn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cnsn2)c1
EN300-677861,CC(CBr)Cc1cnsn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2cnsn2)c1
EN300-677867,BrCC1(Cc2cnsn2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(Cc3cnsn3)CC2)c1
EN300-677868,CC(C)(CBr)Cc1cnsn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2cnsn2)c1
EN300-3155685,BrCC1CCCC2(CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCCC3(CC3)C2)c1
EN300-716287,ICC1CCC2(COC2)O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCC3(COC3)O2)c1
EN300-1084876,BrCCc1cccc2c1OCCO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cccc3c2OCCO3)c1
EN300-257848,BrCC12CCCCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC23CCCCC2C3)c1
EN300-3148085,ICCCC1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCC2CC2)c1
EN300-1926055,Cc1ccc(Cl)c(CCBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(Cl)c(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-1920041,Cc1cc(F)c(CCBr)c(F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1cc(F)c(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(F)c1
EN300-3144909,ICCC1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC2CCC2)c1
EN300-1909845,CC(CBr)c1c(Cl)cccc1Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2c(Cl)cccc2Cl)c1
EN300-1921110,CC(CBr)C1CCCCN1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C2CCCCN2C)c1
EN300-676827,CC(CBr)C1CCS(=O)(=O)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C2CCS(=O)(=O)CC2)c1
EN300-1132427,CC(C)(CBr)C1CCS(=O)(=O)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)C2CCS(=O)(=O)CC2)c1
EN300-678616,Cc1nnc(CCCBr)s1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1nnc(CCCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)s1
EN300-676901,Cc1nnc(CCCBr)n1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2nnc(C)n2C)c1
EN300-300829,CC(F)(F)C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)C(C)(F)F)c1
EN300-1679907,FC1(F)CCC2(CC1)CC2CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CC23CCC(F)(F)CC3)c1
EN300-678486,Cc1cc(CCCBr)nn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cc(C)n(C)n2)c1
EN300-1911114,Cc1cnn(C)c1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2c(C)cnn2C)c1
EN300-677177,CC1CCCCC1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC2CCCCC2C)c1
EN300-678368,CC(CBr)Cc1ccns1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)Cc2ccns2)c1
EN300-1073550,BrCC(CBr)C1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CBr)C2CCCCC2)c1
EN300-678425,CC(CBr)C1CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C2CCOCC2)c1
EN300-678426,CCC(CBr)C1CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1CCOCC1
EN300-1172876,BrCC(CBr)C1CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(CBr)C2CCOCC2)c1
EN300-1461751,BrCC1CCCC12CCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCCC23CCC3)c1
EN300-674243,CC1(CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C)CCCCO2)c1
EN300-677715,CCC1(CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCCO1
EN300-677717,BrCC1(C2CC2)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CCCCO2)c1
EN300-677718,CCCC1(CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCCO1
EN300-677719,CC(C)C1(CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CCCCO2)c1
EN300-677720,COCC1(CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCCO1
EN300-677721,BrCC1(C2CCC2)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCC3)CCCCO2)c1
EN300-674240,CCC1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCO1
EN300-677673,BrCC1(C2CC2)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CCCO2)c1
EN300-677674,CCCC1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCO1
EN300-677675,CC(C)C1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CCCO2)c1
EN300-677677,BrCC1(C2CCC2)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCC3)CCCO2)c1
EN300-677678,CC(C)CC1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)C)CCCO2)c1
EN300-677680,CCC(C)C1(CBr)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCO1
EN300-677684,BrCC1(C2CCCC2)CCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCCC3)CCCO2)c1
EN300-677754,CCC1(CBr)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC=CCC1
EN300-677755,C=CCC1(CBr)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC=CCC1
EN300-677756,BrCC1(C2CC2)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CC=CCC2)c1
EN300-677757,CCCC1(CBr)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC=CCC1
EN300-677758,CC(C)C1(CBr)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CC=CCC2)c1
EN300-677760,BrCC1(C2CCC2)CC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCC3)CC=CCC2)c1
EN300-677859,FC1(F)CCCC1CCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCC2CCCC2(F)F)c1
EN300-1294286,BrC[C@@H]1CCCN1CC1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC[C@@H]2CCCN2CC2CC2)c1
EN300-1928282,BrCc1nc[nH]n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nc[nH]n2)c1
EN300-1937985,CN1CCC(CCBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC2CCN(C)CC2)c1
EN300-1937987,CN1CCC(CCCBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCC2CCN(C)CC2)c1
EN300-677838,BrCC1(CC2=CCCC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3=CCCC3)CC2)c1
EN300-677839,CC(C)(CBr)CC1=CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC2=CCCC2)c1
EN300-1897353,BrCCc1ccncc1Br,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccncc2Br)c1
EN300-1924687,Cc1ccc(CCBr)c(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)c1
EN300-1934724,CC(CBr)C1CC2CCC1O2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C2CC3CCC2O3)c1
EN300-3211742,O=C(CBr)C1CC2CCC1O2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(=O)C2CC3CCC2O3)c1
EN300-399455,CC[C@@H]1C[C@H]1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CC[C@@H]1C[C@H]1COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-677899,BrCC1(CC2CCOC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC3CCOC3)CC2)c1
EN300-677900,CC(C)(CBr)CC1CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC2CCOC2)c1
EN300-766032,CC1(CCBr)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCC2(C)CC2)c1
EN300-1916590,COCc1nc(CBr)cs1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCc1nc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cs1
EN300-678649,CC1(C)CC1(CBr)C1CCSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCSC3)CC2(C)C)c1
EN300-678651,CC1(C)CC1(CBr)CC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(F)F)CC2(C)C)c1
EN300-1916557,Fc1ccc(F)c(CCBr)c1Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2c(F)ccc(F)c2Cl)c1
EN300-1461746,BrCC1CCCC12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2CCCC23CC3)c1
EN300-674313,CC1CC1(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C)CC2C)c1
EN300-674314,CCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-674315,C=CCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=CCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-674316,CC1CC1(CBr)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CC3)CC2C)c1
EN300-674317,CCCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-674318,CC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C(C)C)CC2C)c1
EN300-674319,COCC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCC1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678718,CC1CC1(CBr)C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCC3)CC2C)c1
EN300-678719,CC(C)CC1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(CC(C)C)CC2C)c1
EN300-678721,CCC(C)C1(CBr)CC1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCC(C)C1(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1C
EN300-678725,CC1CC1(CBr)C1CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCCC3)CC2C)c1
EN300-678736,CC1CC1(CBr)C[Si](C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C[Si](C)(C)C)CC2C)c1
EN300-678741,CC1CC1(CBr)C1CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC2(C3CCCCC3)CC2C)c1
