SMILES,TITLE,CID,SMILES,RUN,DDG (kcal/mol),dDDG (kcal/mol)
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CCBr)F,EN300-1916571,EN300-1916571,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3CCBr)F,RUN1098,-0.54,0.14
CCOC(=O)c1c(snn1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-177132,EN300-177132,CCOC(=O)c1c(snn1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN361,-0.52,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)C)C(=O)OC,EN300-1563127,EN300-1563127,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)C)C(=O)OC,RUN4415,-0.51,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccc(cc4)[C@@H]5CCO5,EN300-767696,EN300-767696,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccc(cc4)[C@@H]5CCO5,RUN2490,-0.51,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)N(=O)=O,EN300-1613392,EN300-1613392,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)N(=O)=O,RUN2799,-0.51,0.22
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3CBr)OC)C(=O)OC,EN300-658821,EN300-658821,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(cc3CBr)OC)C(=O)OC,RUN2540,-0.49,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)CCBr)C,EN300-1910378,EN300-1910378,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)CCBr)C,RUN434,-0.48,0.10
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)F,EN300-38958,EN300-38958,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4ccc(cc4)F,RUN3479,-0.47,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cc4cc(ccc4o3)Cl,EN300-14247,EN300-14247,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cc4cc(ccc4o3)Cl,RUN4540,-0.47,0.29
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCn3cnnn3,EN300-379812,EN300-379812,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCn3cnnn3,RUN4327,-0.47,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)n3c(ncn3)N,EN300-7464827,EN300-7464827,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)n3c(ncn3)N,RUN4391,-0.47,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cnn(c3)C,EN300-66387,EN300-66387,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3cnn(c3)C,RUN4599,-0.47,0.48
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnc(o3)c4cnsn4,EN300-380073,EN300-380073,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnc(o3)c4cnsn4,RUN1159,-0.46,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)C[C@H]4CCCC[NH2+]C4)C,EN300-738987,EN300-738987,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)C[C@H]4CCCC[NH2+]C4)C,RUN640,-0.45,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OCC4CC4,EN300-1132699,EN300-1132699,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OCC4CC4,RUN1728,-0.44,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3F)Br)Cl,EN300-6764228,EN300-6764228,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3F)Br)Cl,RUN1389,-0.44,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)C(C)C,EN300-77512,EN300-77512,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)C(C)C,RUN1518,-0.44,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)F)CBr,EN300-99500,EN300-99500,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(cc(c3)F)CBr,RUN1809,-0.43,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c(cs3)C)Br,EN300-1919504,EN300-1919504,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(c(cs3)C)Br,RUN183,-0.43,0.09
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)C(=O)OC,EN300-123146,EN300-123146,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)OC)C(=O)OC,RUN4346,-0.42,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3c(c(ncn3)CBr)F,EN300-1697674,EN300-1697674,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3c(c(ncn3)CBr)F,RUN3759,-0.42,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C#N)CBr,EN300-107185,EN300-107185,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C#N)CBr,RUN3171,-0.42,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3F)C#N)F,EN300-269986,EN300-269986,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3F)C#N)F,RUN4230,-0.41,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(c(c(c3)C)O)C)O,EN300-1927497,EN300-1927497,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(c(c(c3)C)O)C)O,RUN3223,-0.41,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc4c3cccc4)O,EN300-87674,EN300-87674,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc4c3cccc4)O,RUN3047,-0.40,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(nc3CBr)C,EN300-7425216,EN300-7425216,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(nc3CBr)C,RUN2873,-0.39,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4N[C@H]([C@H](S4)CBr)C,EN300-1274638,EN300-1274638,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)NC4=[NH+][C@H]([C@H](S4)CBr)C,RUN3760,-0.38,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3F)N(=O)=O)F,EN300-1896632,EN300-1896632,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(c(cc3F)N(=O)=O)F,RUN3666,-0.37,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccccc3n4cc(nn4)[C@H]5CCCC[NH2+]5,EN300-764780,EN300-764780,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccccc3n4cc(nn4)[C@H]5CCCC[NH2+]5,RUN4329,-0.37,0.23
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc4c3ccnc4)O,EN300-1921394,EN300-1921394,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cccc4c3ccnc4)O,RUN3296,-0.37,0.16
CCNC(=O)c1cccc(c1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-1915625,EN300-1915625,CCNC(=O)c1cccc(c1)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN571,-0.37,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnccc3Cl,EN300-7434416,EN300-7434416,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnccc3Cl,RUN1026,-0.36,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OCC4CCC4,EN300-1137140,EN300-1137140,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)OCC4CCC4,RUN1359,-0.36,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc4c3nccc4)F,EN300-35204,EN300-35204,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cc4c3nccc4)F,RUN1226,-0.35,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4ccc(cc4)OC,EN300-1613389,EN300-1613389,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4ccc(cc4)OC,RUN2575,-0.34,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cscc3Br,EN300-224566,EN300-224566,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cscc3Br,RUN333,-0.34,0.09
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnsc3Br,EN300-7427269,EN300-7427269,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cnsc3Br,RUN834,-0.34,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccnc3N(=O)=O,EN300-180043,EN300-180043,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccnc3N(=O)=O,RUN1551,-0.33,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)C(=O)OC)O,EN300-1916585,EN300-1916585,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(c(c3)C(=O)OC)O,RUN1342,-0.33,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4c(cn(n4)C(C)C)C(F)F,EN300-841086,EN300-841086,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4c(cn(n4)C(C)C)C(F)F,RUN798,-0.33,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3n4cc(nn4)CCBr)F,EN300-766689,EN300-766689,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3n4cc(nn4)CCBr)F,RUN3550,-0.33,0.21
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C(=O)OC)CBr,EN300-202844,EN300-202844,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(c(c3)C(=O)OC)CBr,RUN2367,-0.33,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(cc3O)OC,EN300-1906910,EN300-1906910,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3ccc(cc3O)OC,RUN2912,-0.32,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)NCCCCCCCC[NH3+],EN300-7456768,EN300-7456768,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)NCCCCCCCC[NH3+],RUN1899,-0.32,0.24
Cc1ccc2c(c1)cc(o2)C(=O)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,EN300-706185,EN300-706185,Cc1ccc2c(c1)cc(o2)C(=O)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,RUN4521,-0.32,0.25
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)O[C@H]4CCOC4,EN300-1132709,EN300-1132709,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)[C@@H](CI)O[C@H]4CCOC4,RUN2020,-0.32,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4ncccn4n3,EN300-1921187,EN300-1921187,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4ncccn4n3,RUN4291,-0.32,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@H](CI)OC4CCCC4,EN300-1132829,EN300-1132829,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@H](CI)OC4CCCC4,RUN1260,-0.32,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4c5ccccc5ccc4OC,EN300-127870,EN300-127870,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)c4c5ccccc5ccc4OC,RUN3778,-0.31,0.22
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)Br,EN300-1613387,EN300-1613387,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(oc(=O)o3)c4cccc(c4)Br,RUN1307,-0.31,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)F,EN300-728709,EN300-728709,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCS(=O)(=O)F,RUN302,-0.31,0.09
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)[C@@H]4C[C@H]4C,EN300-1940535,EN300-1940535,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)[C@@H]4C[C@H]4C,RUN161,-0.31,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCN3[CH+][NH2+]C(N3)Br,EN300-219845,EN300-219845,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCn3cnc(n3)Br,RUN2721,-0.30,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc4cccc(c4o3)OC,EN300-236658,EN300-236658,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc4cccc(c4o3)OC,RUN2648,-0.30,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(c(c3)F)F)CBr,EN300-254027,EN300-254027,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(c(c3)F)F)CBr,RUN2633,-0.29,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)OC[C@@H]4CCCO4,EN300-118287,EN300-118287,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3)OC[C@@H]4CCCO4,RUN3490,-0.28,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc4c(c3)CCCC4,EN300-43569,EN300-43569,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)c3ccc4c(c3)CCCC4,RUN4494,-0.28,0.21
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(nn3)C,EN300-1456498,EN300-1456498,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(nn3)C,RUN1684,-0.28,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc4c3nccc4,EN300-125523,EN300-125523,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc4c3nccc4,RUN274,-0.28,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4ccc3O,EN300-1897611,EN300-1897611,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c4ccccc4ccc3O,RUN2647,-0.27,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnn(n3)C(C)(C)C,EN300-1937083,EN300-1937083,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nnn(n3)C(C)(C)C,RUN1770,-0.27,0.12
CCCc1ccc(s1)C(=C)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-1934022,EN300-1934022,CCCc1ccc(s1)C(=C)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN4524,-0.27,0.22
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)CC4CC4,EN300-1256145,EN300-1256145,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)CC4CC4,RUN398,-0.27,0.11
Cc1ccc(c(c1)OC)C(=O)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,EN300-24109,EN300-24109,Cc1ccc(c(c1)OC)C(=O)COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C,RUN4349,-0.27,0.23
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4c(o3)CCCC4,EN300-374640,EN300-374640,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4c(o3)CCCC4,RUN3442,-0.27,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(n[nH]3)c4ccccc4,EN300-1864735,EN300-1864735,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(n[nH]3)c4ccccc4,RUN2573,-0.27,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)[C@@H]4CCNc5c4cccc5)C,EN300-764389,EN300-764389,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)[C@@H]4CCNc5c4cccc5)C,RUN830,-0.26,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)C,EN300-257065,EN300-257065,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cn(nn3)C,RUN1272,-0.26,0.09
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)O[C@H](CBr)[S@@](=O)C(F)(F)F,EN300-379204,EN300-379204,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)O[C@H](CBr)[S@@](=O)C(F)(F)F,RUN3252,-0.25,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)N3CC[C@H]3C(=O)N,EN300-1280988,EN300-1280988,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=O)N3CC[C@H]3C(=O)N,RUN4578,-0.24,0.27
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cnc(s3)OC)O,EN300-1918941,EN300-1918941,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cnc(s3)OC)O,RUN3118,-0.24,0.19
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3c(n(nn3)C(C)C)CBr,EN300-1277859,EN300-1277859,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3c(n(nn3)C(C)C)CBr,RUN184,-0.24,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccn[nH]4,EN300-843012,EN300-843012,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccc(c3)c4ccn[nH]4,RUN876,-0.24,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)CNC4N[C@@H]([C@@H](S4)CBr)C,EN300-1274631,EN300-1274631,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3ccc(cc3)C/[NH+]=C\4/N[C@@H]([C@@H](S4)CBr)C,RUN1822,-0.24,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)Br,EN300-139605,EN300-139605,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(o3)Br,RUN316,-0.23,0.11
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)O[C@H](CBr)C(=O)Cl,EN300-121881,EN300-121881,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)O[C@H](CBr)C(=O)Cl,RUN3472,-0.23,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(cc(cc3F)F)OC,EN300-1893407,EN300-1893407,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(cc(cc3F)F)OC,RUN1620,-0.23,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4cc(ccc4[nH]3)Cl,EN300-1934449,EN300-1934449,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc4cc(ccc4[nH]3)Cl,RUN3668,-0.23,0.15
CCCc1cccc(c1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C,EN300-1117588,EN300-1117588,CCCc1cccc(c1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C,RUN4303,-0.23,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4ccccc4s3,EN300-99101,EN300-99101,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3nc4ccccc4s3,RUN3682,-0.23,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3O)OC,EN300-1894400,EN300-1894400,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3O)OC,RUN2847,-0.23,0.13
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc(c(cc3OC)C)F,EN300-1918983,EN300-1918983,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cc(c(cc3OC)C)F,RUN3513,-0.22,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(ccs3)C(=O)OC,EN300-313279,EN300-313279,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(ccs3)C(=O)OC,RUN970,-0.21,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(c(cc3F)N(=O)=O)F)O,EN300-2003699,EN300-2003699,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@@H](c3cc(c(cc3F)N(=O)=O)F)O,RUN2754,-0.21,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)NC(=O)OC(C)(C)C,EN300-1706848,EN300-1706848,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(no3)NC(=O)OC(C)(C)C,RUN2157,-0.21,0.15
CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C4CC4,EN300-703228,EN300-703228,CCOC(=O)c1c(coc1COc2cc(cc(c2)Cl)CC(=O)Nc3cnccc3C)C4CC4,RUN1126,-0.20,0.15
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC([CH2-])c3csc4c3CCCC4,EN300-1939155,EN300-1939155,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCC(=C)c3csc4c3CCCC4,RUN4498,-0.20,0.20
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3Br)Cl,EN300-76695,EN300-76695,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccc(cc3Br)Cl,RUN3337,-0.20,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cc4ccccc4nc3Cl)O,EN300-1921759,EN300-1921759,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OC[C@H](c3cc4ccccc4nc3Cl)O,RUN4336,-0.20,0.22
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)C4COC4,EN300-740100,EN300-740100,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCc3cn(nn3)C4COC4,RUN3372,-0.19,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@H](CI)OC4CCC4,EN300-1132820,EN300-1132820,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cccc(c3)[C@H](CI)OC4CCC4,RUN546,-0.19,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCN(=O)=O,EN300-189792,EN300-189792,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCCN(=O)=O,RUN1898,-0.19,0.10
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)[C@@H](CBr)O)C,EN300-1910456,EN300-1910456,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)[C@@H](CBr)O)C,RUN77,-0.18,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)Cc4ccc(nc4Br)F)C,EN300-840854,EN300-840854,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(n(nn3)Cc4ccc(nc4Br)F)C,RUN1094,-0.18,0.16
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cnc3C(=O)OC)COC,EN300-1145382,EN300-1145382,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cc(cnc3C(=O)OC)COC,RUN4276,-0.18,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccnc3N4CCCCC4,EN300-1913480,EN300-1913480,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3cccnc3N4CCCCC4,RUN3408,-0.18,0.17
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(cc(cn3)Cl)Cl,EN300-1895232,EN300-1895232,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3c(cc(cn3)Cl)Cl,RUN2929,-0.18,0.12
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccccc3N(=O)=O,EN300-10621,EN300-10621,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ccccc3N(=O)=O,RUN1965,-0.18,0.13
Cc1ccc(cc1)c2c(oc(=O)o2)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,EN300-1613388,EN300-1613388,Cc1ccc(cc1)c2c(oc(=O)o2)COc3cc(cc(c3)Cl)CC(=O)Nc4cnccc4C,RUN2168,-0.18,0.18
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ncc(o3)c4ccc(cc4)F,EN300-13565,EN300-13565,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)OCc3ncc(o3)c4ccc(cc4)F,RUN591,-0.17,0.14
Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)[C@H](C)CBr)C,EN300-1910385,EN300-1910385,Cc1ccncc1NC(=O)Cc2cc(cc(c2)Cl)Oc3cc(c(o3)[C@H](C)CBr)C,RUN602,-0.17,0.11
