SMILES,ID,product_1,product_2
N[C@@H]1CS(=O)(=O)C[C@H]1O,EN300-331687,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CS(=O)(=O)C[C@H]1O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CS(=O)(=O)C[C@H]1O
N[C@@H]1COC[C@@H]1O,EN300-331476,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1COC[C@@H]1O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1COC[C@@H]1O
COCC(C)(N)CO,EN300-331505,COCC(C)(CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCC(C)(CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
N[C@H](CO)Cc1c[nH]cn1,EN300-333078,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@H](CO)Cc1c[nH]cn1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@H](CO)Cc1c[nH]cn1
Cn1nc(O)c2c1CNCC2,EN300-317558,Cn1nc(O)c2c1CN(C(=O)C[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)CC2,Cn1nc(O)c2c1CN(C(=O)CC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)CC2
NCCN1CC[C@H](O)C1,EN300-321951,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCN1CC[C@H](O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCN1CC[C@H](O)C1
NC(=O)C(O)C(N)Cc1ccccc1,EN300-322003,NC(=O)C(O)C(Cc1ccccc1)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)C(O)C(Cc1ccccc1)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC(C)(O)CN1CC(N)C1,EN300-321838,CC(C)(O)CN1CC(NC(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CC(C)(O)CN1CC(NC(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
Cn1cc(O[C@@H]2CNC[C@H]2O)cn1,EN300-321696,Cn1cc(O[C@@H]2CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@H]2O)cn1,Cn1cc(O[C@@H]2CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@H]2O)cn1
Cc1cnn([C@@H]2[C@@H](N)C[C@H]2O)c1,EN300-306962,Cc1cnn([C@@H]2[C@@H](NC(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@H]2O)c1,Cc1cnn([C@@H]2[C@@H](NC(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@H]2O)c1
CC(O)C1(N)CC1,EN300-267797,CC(O)C1(NC(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CC(O)C1(NC(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CNC(=O)CC1(O)CCCNC1,EN300-259062,CNC(=O)CC1(O)CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CNC(=O)CC1(O)CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
OC1CC2CC1CN2,EN300-307084,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC1CC2O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC1CC2O
NCC(O)C1CCCO1,EN300-313360,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC(O)C1CCCO1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC(O)C1CCCO1
C=C[C@@H](N)CO,EN300-307658,C=C[C@H](CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C=C[C@H](CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CN[C@@H]1CS(=O)(=O)C[C@H]1O,EN300-307550,CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@@H]1CS(=O)(=O)C[C@H]1O,CN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@@H]1CS(=O)(=O)C[C@H]1O
NC(=O)[C@@H]1C[C@@H](O)CN1,EN300-314410,NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
NCCCO,EN300-16772,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCCO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCCO
CN1CCNC(CO)C1,EN300-310727,CN1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C(CO)C1,CN1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C(CO)C1
COCCOCCNCCO,EN300-311840,COCCOCCN(CCO)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCOCCN(CCO)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
N[C@H]1C[C@H](O)C1,EN300-307592,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@H]1C[C@H](O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@H]1C[C@H](O)C1
NC1CC(CO)C1,EN300-309235,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC(CO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC(CO)C1
OC1CC2CNCC12,EN300-305294,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC(O)C2C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC(O)C2C1
Cn1cncc1C(N)CO,EN300-305343,Cn1cncc1C(CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,Cn1cncc1C(CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
NC(=O)CC1(O)CCCNC1,EN300-259060,NC(=O)CC1(O)CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,NC(=O)CC1(O)CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
N[C@@H]1C[C@H](O)[C@H]1n1cccn1,EN300-300757,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1C[C@H](O)[C@H]1n1cccn1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1C[C@H](O)[C@H]1n1cccn1
NC(=O)[C@@H]1C[C@@H](O)CN1,EN300-122777,NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
NC1(CCO)CCOCC1,EN300-300825,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1(CCO)CCOCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1(CCO)CCOCC1
CN(C)C(=O)CC1(O)CCCNC1,EN300-259059,CN(C)C(=O)CC1(O)CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CN(C)C(=O)CC1(O)CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
CCOC1CNCC1CO,EN300-301543,CCOC1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1CO,CCOC1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1CO
O[C@@H]1CNC[C@H](F)C1,EN300-304378,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)C[C@@H](F)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)C[C@@H](F)C1
O[C@@]12CCNC[C@@H]1C2,EN300-303908,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[C@@]2(O)C[C@H]2C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[C@@]2(O)C[C@H]2C1
CN1CC(O)CC1CN,EN300-297418,CN1CC(O)CC1CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN1CC(O)CC1CNC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CCC(N)CO,EN300-19709,CCC(CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCC(CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
OC1CCNC1,EN300-295515,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(O)C1
NC(CO)C(F)(F)F,EN300-296237,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C(F)(F)F,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C(F)(F)F
O[C@@H]1CCN(C2CNC2)C1,EN300-264205,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CC[C@@H](O)C2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CC[C@@H](O)C2)C1
OC1(Cn2ccnn2)CCNC1,EN300-269627,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(O)(Cn2ccnn2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(O)(Cn2ccnn2)C1
COC[C@@H]1C[C@@H](O)CN1,EN300-263056,COC[C@@H]1C[C@@H](O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC[C@@H]1C[C@@H](O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC[C@@H](O)CN,EN300-255572,CC[C@@H](O)CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC[C@@H](O)CNC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC(C)(O)c1nnc2n1CCNC2,EN300-299255,CC(C)(O)c1nnc2n1CCN(C(=O)C[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2,CC(C)(O)c1nnc2n1CCN(C(=O)CC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2
NCCCOCCOCCO,EN300-297883,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCCOCCOCCO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCCOCCOCCO
NCC1(OCCO)CCOC1,EN300-298869,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC1(OCCO)CCOC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC1(OCCO)CCOC1
OCC12CC(CN1)C2,EN300-298031,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC1(CO)C2,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC2CC1(CO)C2
OCC(F)(F)CN1CCNCC1,EN300-266524,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CC(F)(F)CO)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(CC(F)(F)CO)CC1
N[C@@H]1CC[C@H](O)C1,EN300-266299,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CC[C@H](O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CC[C@H](O)C1
O[C@@H]1CNC[C@@H](F)C1,EN300-270422,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)C[C@H](F)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)C[C@H](F)C1
O[C@@H]1CCCNC1,EN300-266117,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H](O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H](O)C1
OC1CCN(C2CNC2)C1,EN300-260405,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CCC(O)C2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CCC(O)C2)C1
COC1(OC)CCNCC1O,EN300-261875,COC1(OC)CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1O,COC1(OC)CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1O
COC(=O)C1CNCC(O)C1,EN300-261927,COC(=O)C1CC(O)CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,COC(=O)C1CC(O)CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
COC[C@H]1C[C@@H](O)CN1,EN300-263601,COC[C@H]1C[C@@H](O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC[C@H]1C[C@@H](O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(C)(CN)CO,EN300-226637,COC(C)(CO)CNC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(C)(CO)CNC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O[C@@H]1CNC[C@H]1n1ccnn1,EN300-267528,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)[C@H](n2ccnn2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](O)[C@H](n2ccnn2)C1
N[C@@H]1CC[C@H]1O,EN300-257949,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CC[C@H]1O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CC[C@H]1O
NC(=O)[C@@H](N)CO,EN300-208204,NC(=O)[C@H](CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)[C@H](CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
N#CCC1(O)CCNC1,EN300-257405,N#CCC1(O)CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,N#CCC1(O)CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
CNC(C(=O)OC)C(C)O,EN300-262703,COC(=O)C(C(C)O)N(C)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC(=O)C(C(C)O)N(C)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
Nc1ccc(=O)n(CCO)c1,EN300-262540,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)Nc1ccc(=O)n(CCO)c1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)Nc1ccc(=O)n(CCO)c1
NC1CC(O)C1n1cccn1,EN300-260696,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC(O)C1n1cccn1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC(O)C1n1cccn1
COCC1CC(O)CN1,EN300-252961,COCC1CC(O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCC1CC(O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
OCC1CCNC1,EN300-256053,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(CO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(CO)C1
NC[C@@H](O)CN1CCCCC1,EN300-257393,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC[C@@H](O)CN1CCCCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC[C@@H](O)CN1CCCCC1
N[C@@H]1CCC[C@H]1O,EN300-250068,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CCC[C@H]1O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CCC[C@H]1O
N[C@@H]1CCC[C@H]1O,EN300-251517,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CCC[C@H]1O,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1CCC[C@H]1O
NCCN1CCC(O)CC1,EN300-247233,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCN1CCC(O)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCN1CCC(O)CC1
CC(O)C1CNCCO1,EN300-254840,CC(O)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCO1,CC(O)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCO1
N[C@@H]1C[C@H]1CO,EN300-196962,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1C[C@H]1CO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N[C@@H]1C[C@H]1CO
CC1(C)CNCC(CO)O1,EN300-158082,CC1(C)CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC(CO)O1,CC1(C)CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC(CO)O1
NC[C@H](O)CN1CCCCC1,EN300-256579,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC[C@H](O)CN1CCCCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC[C@H](O)CN1CCCCC1
CNCc1noc(O)n1,EN300-258595,CN(Cc1noc(O)n1)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(Cc1noc(O)n1)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
Cn1cc(CC(N)CO)cn1,EN300-256277,Cn1cc(CC(CO)NC(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1,Cn1cc(CC(CO)NC(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1
OCCOC1CNC1,EN300-258081,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(OCCO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(OCCO)C1
NCC(O)Cn1ccnn1,EN300-251752,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC(O)Cn1ccnn1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC(O)Cn1ccnn1
OCCNc1ccncn1,EN300-256174,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)c1ccncn1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)c1ccncn1
NC(CO)C1CCOCC1,EN300-97746,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C1CCOCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C1CCOCC1
NC(CO)C1CCCOC1,EN300-254105,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C1CCCOC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC(CO)C1CCCOC1
COC[C@@H]1C[C@H](O)CN1,EN300-253184,COC[C@@H]1C[C@H](O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COC[C@@H]1C[C@H](O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C[C@]1(O)C[C@@H](N)C1,EN300-250533,C[C@]1(O)C[C@@H](NC(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,C[C@]1(O)C[C@@H](NC(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
CO[C@@H]1CNC[C@H]1O,EN300-247184,CO[C@@H]1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@H]1O,CO[C@@H]1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@H]1O
OC1(C(F)F)CNC1,EN300-249245,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(O)(C(F)F)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(O)(C(F)F)C1
NCCOCCO,EN300-20950,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCOCCO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCCOCCO
Cn1nccc1C(N)CO,EN300-250458,Cn1nccc1C(CO)NC(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,Cn1nccc1C(CO)NC(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COCC1(CO)CCNC1,EN300-247827,COCC1(CO)CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,COCC1(CO)CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
NCC1CCCCN1CCO,EN300-233407,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC1CCCCN1CCO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NCC1CCCCN1CCO
OCCNCCN1CCOCC1,EN300-50674,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)CCN1CCOCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(CCO)CCN1CCOCC1
CC(O)CN1CCNCC1C,EN300-70947,CC(O)CN1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1C,CC(O)CN1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1C
Cn1cc(C(C)(O)CN)cn1,EN300-84183,Cn1cc(C(C)(O)CNC(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1,Cn1cc(C(C)(O)CNC(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)cn1
