SMILES,ID,product_1,product_2,product_3,product_4
CC(C)C(Br)C(=O)NC(N)=O,EN300-06511,CC(C)C(O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)NC(N)=O,CC(C)C(OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)NC(N)=O,CC(C)C(OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)NC(N)=O,CC(C)C(OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)NC(N)=O
ClCc1nc[nH]n1,EN300-306316,O=C(Nc1cncc2ccccc12)[C@]1(OCc2nc[nH]n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCc2nc[nH]n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCc2nc[nH]n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCc2nc[nH]n2)CCOc2ccc(Cl)cc21
O=C(CCl)NC1CCCCNC1=O,EN300-37195,O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CCCCNC1=O,O=C(COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CCCCNC1=O,O=C(COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CCCCNC1=O,O=C(COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CCCCNC1=O
COCCNC(=O)C(C)Cl,EN300-23317,COCCNC(=O)C(C)O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCNC(=O)C(C)OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCNC(=O)C(C)OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCNC(=O)C(C)OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC1(NC(=O)CCl)CCS(=O)(=O)C1,EN300-10414,CC1(NC(=O)CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCS(=O)(=O)C1,CC1(NC(=O)COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCS(=O)(=O)C1,CC1(NC(=O)COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCS(=O)(=O)C1,CC1(NC(=O)COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCS(=O)(=O)C1
O=C(OCCl)N1CCOCC1,EN300-1272308,O=C(OCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(OCOC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(OCOCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(OCOCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1
ICCn1cncn1,EN300-6255179,O=C(Nc1cncc2ccccc12)[C@]1(OCCn2cncn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCCn2cncn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCCn2cncn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCCn2cncn2)CCOc2ccc(Cl)cc21
O=C(CBr)NC1CC1,EN300-1253178,O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1,O=C(COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1,O=C(COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1,O=C(COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NC1CC1
CC(Cl)C(=O)N1CCS(=O)(=O)CC1,EN300-1265949,CC(O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCS(=O)(=O)CC1,CC(OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCS(=O)(=O)CC1,CC(OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCS(=O)(=O)CC1,CC(OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCS(=O)(=O)CC1
O=c1[nH]nc(CCl)c(=O)[nH]1,EN300-761746,O=C(Nc1cncc2ccccc12)[C@]1(OCc2n[nH]c(=O)[nH]c2=O)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCc2n[nH]c(=O)[nH]c2=O)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCc2n[nH]c(=O)[nH]c2=O)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCc2n[nH]c(=O)[nH]c2=O)CCOc2ccc(Cl)cc21
CNC(=O)CI,EN300-2977549,CNC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=S1(=O)CC(CI)C1,EN300-5638430,O=C(Nc1cncc2ccccc12)[C@]1(OCC2CS(=O)(=O)C2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCC2CS(=O)(=O)C2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCC2CS(=O)(=O)C2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCC2CS(=O)(=O)C2)CCOc2ccc(Cl)cc21
Cc1nn(C)c(CCl)c1S(N)(=O)=O,EN300-6732040,Cc1nn(C)c(CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)c1S(N)(=O)=O,Cc1nn(C)c(COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)c1S(N)(=O)=O,Cc1nn(C)c(COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)c1S(N)(=O)=O,Cc1nn(C)c(COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)c1S(N)(=O)=O
Cn1cc(S(N)(=O)=O)c(CCl)n1,EN300-7355737,Cn1cc(S(N)(=O)=O)c(CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1cc(S(N)(=O)=O)c(COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1cc(S(N)(=O)=O)c(COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,Cn1cc(S(N)(=O)=O)c(COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1
CCNC(=O)CI,EN300-7003350,CCNC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
ClCC1=NO[C@@H]2COC[C@H]12,EN300-7436306,O=C(Nc1cncc2ccccc12)[C@]1(OCC2=NO[C@@H]3COC[C@H]23)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCC2=NO[C@@H]3COC[C@H]23)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCC2=NO[C@@H]3COC[C@H]23)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCC2=NO[C@@H]3COC[C@H]23)CCOc2ccc(Cl)cc21
CN(C)S(=O)(=NC(=O)CCl)N(C)C,EN300-7436554,CN(C)S(=O)(=NC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C,CN(C)S(=O)(=NC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C,CN(C)S(=O)(=NC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C,CN(C)S(=O)(=NC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N(C)C
O=C1NC(=O)C(CCBr)N1,EN300-6498856,O=C1NC(=O)C(CCO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,O=C1NC(=O)C(CCOC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,O=C1NC(=O)C(CCOCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,O=C1NC(=O)C(CCOCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1
CS(C)(=O)=NC(=O)NC(=O)CCl,EN300-6496255,CS(C)(=O)=NC(=O)NC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(C)(=O)=NC(=O)NC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(C)(=O)=NC(=O)NC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(C)(=O)=NC(=O)NC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CN1CCC(Cl)C1=O,EN300-98648,CN1CCC(O[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CCC(OC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CCC(OCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CCC(OCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O
O=C1NCCC1Cl,EN300-6736413,O=C1NCCC1O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=S1(=O)NC(CI)CC12CC2,EN300-6504697,O=C(Nc1cncc2ccccc12)[C@]1(OCC2CC3(CC3)S(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCC2CC3(CC3)S(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCC2CC3(CC3)S(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCC2CC3(CC3)S(=O)(=O)N2)CCOc2ccc(Cl)cc21
CCN(C)C(=O)CBr,EN300-1253122,CCN(C)C(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCN(C)C(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCN(C)C(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCN(C)C(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
ClCc1nnc(N2CCOCC2)o1,EN300-6486576,O=C(Nc1cncc2ccccc12)[C@]1(OCc2nnc(N3CCOCC3)o2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCc2nnc(N3CCOCC3)o2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCc2nnc(N3CCOCC3)o2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCc2nnc(N3CCOCC3)o2)CCOc2ccc(Cl)cc21
ICC1COCCO1,EN300-746941,O=C(Nc1cncc2ccccc12)[C@]1(OCC2COCCO2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCC2COCCO2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCC2COCCO2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCC2COCCO2)CCOc2ccc(Cl)cc21
CCNC(=O)CBr,EN300-211460,CCNC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COc1cc(OC)nc(NC(=O)CCl)n1,EN300-04379,COc1cc(OC)nc(NC(=O)CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,COc1cc(OC)nc(NC(=O)COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,COc1cc(OC)nc(NC(=O)COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1,COc1cc(OC)nc(NC(=O)COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)n1
CC(Cl)C(=O)N1CCOCC1,EN300-05754,CC(O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCOCC1,CC(OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCOCC1,CC(OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCOCC1,CC(OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(=O)N1CCOCC1
O=C(CBr)N1CCOCC1,EN300-1241327,O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1,O=C(COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOCC1
CN(C)C1COCC1Br,EN300-2723070,CN(C)C1COCC1O[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C1COCC1OC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C1COCC1OCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C1COCC1OCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C1CCC2CN1CC(CI)O2,EN300-2008102,O=C1CCC2CN1CC(CO[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)O2,O=C1CCC2CN1CC(COC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)O2,O=C1CCC2CN1CC(COCC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)O2,O=C1CCC2CN1CC(COCCC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)O2
CN1CC(=O)N(CCCCl)C1=O,EN300-2693627,CN1CC(=O)N(CCCO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CC(=O)N(CCCOC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CC(=O)N(CCCOCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CN1CC(=O)N(CCCOCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O
CC1(C)NC(=O)N(CCCl)C1=O,EN300-1263056,CC1(C)NC(=O)N(CCO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CC1(C)NC(=O)N(CCOC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CC1(C)NC(=O)N(CCOCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O,CC1(C)NC(=O)N(CCOCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1=O
O=C1NCCC1CBr,EN300-246248,O=C1NCCC1CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCC1COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CS(=O)(=O)CCC(=O)CCl,EN300-1988306,CS(=O)(=O)CCC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(=O)(=O)CCC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(=O)(=O)CCC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CS(=O)(=O)CCC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CN1CCN(C(=O)CCBr)CC1,EN300-178293,CN1CCN(C(=O)CCO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN1CCN(C(=O)CCOC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN1CCN(C(=O)CCOCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN1CCN(C(=O)CCOCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CN(C)C(=O)CI,EN300-216063,CN(C)C(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C)C(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC1(CBr)CS(=O)(=O)C1,EN300-1705754,CC1(CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CS(=O)(=O)C1,CC1(COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CS(=O)(=O)C1,CC1(COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CS(=O)(=O)C1,CC1(COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CS(=O)(=O)C1
O=C1NCCOC1CCl,EN300-1706036,O=C1NCCOC1CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCOC1COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCOC1COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NCCOC1COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
BrCCn1ccnn1,EN300-1715993,O=C(Nc1cncc2ccccc12)[C@]1(OCCn2ccnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCCn2ccnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCCn2ccnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCCn2ccnn2)CCOc2ccc(Cl)cc21
ClCc1nnc2n1CCOCC2,EN300-310888,O=C(Nc1cncc2ccccc12)[C@]1(OCc2nnc3n2CCOCC3)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCc2nnc3n2CCOCC3)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCc2nnc3n2CCOCC3)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCc2nnc3n2CCOCC3)CCOc2ccc(Cl)cc21
CC(=O)N1CCN(C(=O)CBr)CC1,EN300-1724771,CC(=O)N1CCN(C(=O)CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CC(=O)N1CCN(C(=O)COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CC(=O)N1CCN(C(=O)COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CC(=O)N1CCN(C(=O)COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
O=C(CCl)N1CCS(=O)(=O)CC1,EN300-1265948,O=C(CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCS(=O)(=O)CC1,O=C(COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCS(=O)(=O)CC1,O=C(COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCS(=O)(=O)CC1,O=C(COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCS(=O)(=O)CC1
Cn1cc(CCBr)nn1,EN300-1600786,Cn1cc(CCO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1,Cn1cc(CCOC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1,Cn1cc(CCOCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1,Cn1cc(CCOCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1
CC(=O)NC(=O)CBr,EN300-249475,CC(=O)NC(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(=O)NC(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(=O)NC(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC(=O)NC(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=S1(=O)CCC(CI)N1,EN300-1699871,O=C(Nc1cncc2ccccc12)[C@]1(OCC2CCS(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCC2CCS(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCC2CCS(=O)(=O)N2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCC2CCS(=O)(=O)N2)CCOc2ccc(Cl)cc21
ClCc1noc(N2CCOCC2)n1,EN300-1608590,O=C(Nc1cncc2ccccc12)[C@]1(OCc2noc(N3CCOCC3)n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCc2noc(N3CCOCC3)n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCc2noc(N3CCOCC3)n2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCc2noc(N3CCOCC3)n2)CCOc2ccc(Cl)cc21
COCCN(CCOC)C(=O)CCl,EN300-04491,COCCN(CCOC)C(=O)CO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCN(CCOC)C(=O)COC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCN(CCOC)C(=O)COCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,COCCN(CCOC)C(=O)COCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
ClCCCn1cnnn1,EN300-1696962,O=C(Nc1cncc2ccccc12)[C@]1(OCCCn2cnnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(COCCCn2cnnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCOCCCn2cnnn2)CCOc2ccc(Cl)cc21,O=C(Nc1cncc2ccccc12)[C@]1(CCCOCCCn2cnnn2)CCOc2ccc(Cl)cc21
C[S+]([O-])CCCl,EN300-258426,C[S+]([O-])CCO[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[S+]([O-])CCOC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[S+]([O-])CCOCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[S+]([O-])CCOCCC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
Cc1c(S(N)(=O)=O)c(CCl)nn1C,EN300-1629199,Cc1c(S(N)(=O)=O)c(CO[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1C,Cc1c(S(N)(=O)=O)c(COC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1C,Cc1c(S(N)(=O)=O)c(COCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1C,Cc1c(S(N)(=O)=O)c(COCCC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)nn1C
