SMILES,TITLE,fragments,Hybrid2,docked_fragment,Mpro-x0434_dock,site
CC(C)Cc1ccccc1CNC(=O)Nc2cccnc2,4888,x0434,-7.781546,x0434,-7.781546,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCC2)c3ccc(cc3)C(F)(F)F,429,x0434,-7.780914,x0434,-7.780914,active-noncovalent
c1cc(cc(c1)c2ccsc2)CNC(=O)Nc3cccnc3,8434,x0434,-7.780840,x0434,-7.78084,active-noncovalent
CCOC(=O)CCNC(=O)Nc1cccnc1,9337,x0434,-7.779922,x0434,-7.779922,active-noncovalent
CCOC(=O)[C@@H]1CCCC[C@@H]1CNC(=O)Nc2cccnc2,2007,x0434,-7.779902,x0434,-7.779902,active-noncovalent
c1ccc(c(c1)CNC(=O)Nc2cccnc2)OCC[NH+]3CCOCC3,352,x0434,-7.779461,x0434,-7.779461,active-noncovalent
c1ccc(cc1)C(=O)N2CCC(CC2)CNC(=O)Nc3cccnc3,8025,x0434,-7.779130,x0434,-7.77913,active-noncovalent
CCN(CC)C(=O)CCNC(=O)Nc1cccnc1,6403,x0434,-7.779034,x0434,-7.779034,active-noncovalent
COc1ccccc1[C@H](CF)NC(=O)Nc2cccnc2,14487,x0434,-7.777936,x0434,-7.777936,active-noncovalent
Cc1ccccc1[C@H](C2CCC(CC2)C)NC(=O)Nc3cccnc3,13735,x0434,-7.777370,x0434,-7.77737,active-noncovalent
C[C@@H]1CCC[N@@H+](C1)Cc2ccc(cc2)CNC(=O)Nc3cccnc3,2340,x0434,-7.777176,x0434,-7.777176,active-noncovalent
C[C@H](Cc1cn(c2c1cccc2)C)NC(=O)Nc3cccnc3,4373,x0434,-7.776621,x0434,-7.776621,active-noncovalent
c1cc(cc(c1)Cl)[C@H](CF)NC(=O)Nc2cccnc2,1378,x0434,-7.775414,x0434,-7.775414,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCCc3c2cnn3CCO,993,x0434,-7.775158,x0434,-7.775158,active-noncovalent
c1ccc(cc1)[C@@H]2CCC[C@@H]2NC(=O)Nc3cccnc3,13528,x0434,-7.775102,x0434,-7.775102,active-noncovalent
c1ccc2c(c1)[nH]c(n2)C[NH+]3CCC(CC3)NC(=O)Nc4cccnc4,9793,x0434,-7.774997,x0434,-7.774997,active-noncovalent
CC(C)Oc1ccccc1[C@@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3,3959,x0434,-7.773179,x0434,-7.773179,active-noncovalent
CC(C)(c1cccc(c1)Br)NC(=O)Nc2cccnc2,14850,x0434,-7.772808,x0434,-7.772808,active-noncovalent
c1cc(c(c(c1)Cl)CCNC(=O)Nc2cccnc2)F,14764,x0434,-7.772247,x0434,-7.772247,active-noncovalent
CC(C)C[C@@](C)(c1ccccc1)NC(=O)Nc2cccnc2,14314,x0434,-7.771877,x0434,-7.771877,active-noncovalent
CC(C)(C)c1ccc(cc1)CCNC(=O)Nc2cccnc2,1076,x0434,-7.771146,x0434,-7.771146,active-noncovalent
c1ccc(c(c1)CCNC(=O)Nc2cccnc2)N(=O)=O,10602,x0434,-7.770812,x0434,-7.770812,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2ccc(cc2)Oc3ccc(cc3)F,9763,x0434,-7.770287,x0434,-7.770287,active-noncovalent
c1cc(cnc1)NC(=O)NC23CCC(C2)(CC3)F,4897,x0434,-7.770141,x0434,-7.770141,active-noncovalent
CC(C)(c1ccc(cc1)O)NC(=O)Nc2cccnc2,10717,x0434,-7.770015,x0434,-7.770015,active-noncovalent
CC(C)(C)OC(=O)Cc1cccc(c1)CNC(=O)Nc2cccnc2,11786,x0434,-7.768154,x0434,-7.768154,active-noncovalent
c1cc(cc(c1)NC(=O)Nc2cccnc2)c3nc[nH]n3,6754,x0434,-7.767726,x0434,-7.767726,active-noncovalent
CC[C@H](c1ccccc1OCC(=O)NC)NC(=O)Nc2cccnc2,2388,x0434,-7.767126,x0434,-7.767126,active-noncovalent
c1cc(cnc1)NC(=O)NCc2c[nH]c3c2cc(cc3)F,14683,x0434,-7.766661,x0434,-7.766661,active-noncovalent
c1ccc2c(c1)CC[C@H]2[C@@H](CO)NC(=O)Nc3cccnc3,4546,x0434,-7.766534,x0434,-7.766534,active-noncovalent
c1cc(cnc1)NC(=O)NCC2(CCC2)C(F)(F)F,7051,x0434,-7.766259,x0434,-7.766259,active-noncovalent
C[C@@H](c1[nH]c(c[nH+]1)c2ccc(cc2)Br)NC(=O)Nc3cccnc3,8059,x0434,-7.765175,x0434,-7.765175,active-noncovalent
COC(=O)[C@@H](c1cccc(c1)Br)NC(=O)Nc2cccnc2,8349,x0434,-7.764801,x0434,-7.764801,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCOCC2)Cc3ccc(cc3F)F,11839,x0434,-7.762567,x0434,-7.762567,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCCc3c2ccc(c3)C#N,14208,x0434,-7.759587,x0434,-7.759587,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2ccc3c(c2)COC3,2150,x0434,-7.758609,x0434,-7.758609,active-noncovalent
C[NH+]1CCN(CC1)c2ccccc2CNC(=O)Nc3cccnc3,10045,x0434,-7.757432,x0434,-7.757432,active-noncovalent
Cn1c(c(cn1)NC(=O)Nc2cccnc2)c3ccccc3,2775,x0434,-7.756192,x0434,-7.756192,active-noncovalent
C[C@@H]1C[C@@H](CC(C1)CNC(=O)Nc2cccnc2)C,7181,x0434,-7.755503,x0434,-7.755503,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CC3(CCCC3)Oc4c2cc(cc4)Cl,9798,x0434,-7.755058,x0434,-7.755058,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H]2CN(C(=O)O2)C3CC3,14890,x0434,-7.754716,x0434,-7.754716,active-noncovalent
C[N@@H+](CCNC(=O)Nc1cccnc1)CCOCCO,7030,x0434,-7.754072,x0434,-7.754072,active-noncovalent
c1ccc(c(c1)C2(CC2)NC(=O)Nc3cccnc3)Br,12796,x0434,-7.753723,x0434,-7.753723,active-noncovalent
Cc1cccc(c1)n2c(cc(c2C)CNC(=O)Nc3cccnc3)C,2324,x0434,-7.752891,x0434,-7.752891,active-noncovalent
Cc1ccc(c(c1)c2ccccc2F)NC(=O)Nc3cccnc3,4218,x0434,-7.752518,x0434,-7.752518,active-noncovalent
CC(C)(CNC(=O)Nc1cccnc1)c2ccc(cc2)Cl,5004,x0434,-7.752388,x0434,-7.752388,active-noncovalent
CC1(CC(=O)N[C@@H]1CNC(=O)Nc2cccnc2)C,3772,x0434,-7.750023,x0434,-7.750023,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CC2)c3c(cccn3)F,7006,x0434,-7.749265,x0434,-7.749265,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CC2)c3ccc(cc3)Br,7073,x0434,-7.749173,x0434,-7.749173,active-noncovalent
C[C@](Cc1ccc(cc1)Cl)(CO)NC(=O)Nc2cccnc2,879,x0434,-7.748299,x0434,-7.748299,active-noncovalent
CC(C)C[C@@H](Cc1ccc(cc1Cl)Cl)NC(=O)Nc2cccnc2,10016,x0434,-7.747597,x0434,-7.747597,active-noncovalent
c1cc(cnc1)NC(=O)NCCS(=O)(=O)NCC2CCC2,10633,x0434,-7.746378,x0434,-7.746378,active-noncovalent
C[C@H](Cc1ccc(cc1)N(C)C)NC(=O)Nc2cccnc2,14354,x0434,-7.746254,x0434,-7.746254,active-noncovalent
COc1ccc(cc1Br)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,2544,x0434,-7.746165,x0434,-7.746165,active-noncovalent
c1ccc(cc1)OCC[C@@H](c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,5937,x0434,-7.746091,x0434,-7.746091,active-noncovalent
C[C@@]1(CN(C1=O)C)CNC(=O)Nc2cccnc2,87,x0434,-7.745460,x0434,-7.74546,active-noncovalent
Cc1ccc(cc1F)[C@@H]([C@@H](C)NC(=O)Nc2cccnc2)O,10362,x0434,-7.745393,x0434,-7.745393,active-noncovalent
CCOc1ccc(c(c1)F)CNC(=O)Nc2cccnc2,2958,x0434,-7.745250,x0434,-7.74525,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H](c2ccc(cc2)Br)F,14717,x0434,-7.744336,x0434,-7.744336,active-noncovalent
c1ccc(cc1)[C@H](C(C(F)(F)F)(F)F)NC(=O)Nc2cccnc2,13915,x0434,-7.743491,x0434,-7.743491,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCC2)c3ccc(cc3F)F,12089,x0434,-7.743227,x0434,-7.743227,active-noncovalent
C[C@H](c1ccc(c(c1)Cl)Cl)NC(=O)Nc2cccnc2,5143,x0434,-7.742195,x0434,-7.742195,active-noncovalent
C[C@@H](c1ccc(cn1)F)NC(=O)Nc2cccnc2,3418,x0434,-7.741400,x0434,-7.7414,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2ccc(cc2Cl)F,6985,x0434,-7.741179,x0434,-7.741179,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2c(ccs2)Br,5457,x0434,-7.741089,x0434,-7.741089,active-noncovalent
Cc1cccc(c1CCNC(=O)Nc2cccnc2)C,10809,x0434,-7.740703,x0434,-7.740703,active-noncovalent
c1cc(cnc1)NC(=O)NCc2c3ccc(cc3on2)F,12507,x0434,-7.740620,x0434,-7.74062,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](CCc2ccc(c(c2)F)F)c3ccc(c(c3)C(F)(F)F)F,13304,x0434,-7.740335,x0434,-7.740335,active-noncovalent
C[C@@H](c1ccccc1N(C)C)NC(=O)Nc2cccnc2,14677,x0434,-7.739767,x0434,-7.739767,active-noncovalent
c1cc(cnc1)NC(=O)NCC[C@@H]2CCC[C@H]3[C@@H]2C3,14931,x0434,-7.739615,x0434,-7.739615,active-noncovalent
COc1ccc(cc1)[C@@H](C(F)F)NC(=O)Nc2cccnc2,1018,x0434,-7.739123,x0434,-7.739123,active-noncovalent
COc1ccc(cc1)[C@@H](C(F)F)NC(=O)Nc2cccnc2,14198,x0434,-7.739123,x0434,-7.739123,active-noncovalent
c1cc(cnc1)NC(=O)NCC2(CC2)C3(CCC3)O,12928,x0434,-7.738475,x0434,-7.738475,active-noncovalent
c1cc(c(c(c1)F)CNC(=O)Nc2cccnc2)N3CCCC3,14043,x0434,-7.736096,x0434,-7.736096,active-noncovalent
C[C@H]([C@H](c1ccccc1F)OC)NC(=O)Nc2cccnc2,14268,x0434,-7.735534,x0434,-7.735534,active-noncovalent
c1ccc2c(c1)[C@@H](CCO2)CCNC(=O)Nc3cccnc3,10436,x0434,-7.734550,x0434,-7.73455,active-noncovalent
Cc1ccc(cc1)CC(C)(C)NC(=O)Nc2cccnc2,10626,x0434,-7.734496,x0434,-7.734496,active-noncovalent
COc1cc(cc(c1O)OC)CCCCNC(=O)Nc2cccnc2,4090,x0434,-7.733868,x0434,-7.733868,active-noncovalent
c1ccc(cc1)[C@H](c2ccc(c(c2)F)Cl)NC(=O)Nc3cccnc3,2272,x0434,-7.732396,x0434,-7.732396,active-noncovalent
c1ccc(c(c1)[C@@H](c2ccc(cc2)F)NC(=O)Nc3cccnc3)Cl,7949,x0434,-7.732360,x0434,-7.73236,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(o2)C(F)(F)F,8836,x0434,-7.732138,x0434,-7.732138,active-noncovalent
Cc1cc(c2c(c1)CC[C@@H]2NC(=O)Nc3cccnc3)C,14636,x0434,-7.729655,x0434,-7.729655,active-noncovalent
CC(C)(c1ccccc1N(=O)=O)NC(=O)Nc2cccnc2,4602,x0434,-7.729595,x0434,-7.729595,active-noncovalent
CC(C)[C@H](C[NH2+]Cc1ccccc1)NC(=O)Nc2cccnc2,10152,x0434,-7.729131,x0434,-7.729131,active-noncovalent
CCOC(=O)[C@]1(CCc2c1cccc2)NC(=O)Nc3cccnc3,4328,x0434,-7.728925,x0434,-7.728925,active-noncovalent
c1cc(cnc1)NC(=O)NCC(C2CCOCC2)(F)F,10696,x0434,-7.728799,x0434,-7.728799,active-noncovalent
Cc1ccc(c(c1)OC2CCCC2)CNC(=O)Nc3cccnc3,2516,x0434,-7.727598,x0434,-7.727598,active-noncovalent
C[C@H](c1ccc(cc1)C(F)(F)F)NC(=O)Nc2cccnc2,4696,x0434,-7.726945,x0434,-7.726945,active-noncovalent
c1cc(cc(c1)F)C(CNC(=O)Nc2cccnc2)(F)F,12493,x0434,-7.726665,x0434,-7.726665,active-noncovalent
C[C@@H](CNC(=O)Nc1cccnc1)c2ccc(nc2)N(C)C,12271,x0434,-7.726349,x0434,-7.726349,active-noncovalent
CS(=O)(=O)C1CCC(CC1)CNC(=O)Nc2cccnc2,11469,x0434,-7.726093,x0434,-7.726093,active-noncovalent
C[C@@H](CNC(=O)Nc1cccnc1)c2ccc(c(c2)OC)OC,2669,x0434,-7.725972,x0434,-7.725972,active-noncovalent
Cc1cc(n(n1)C)NCCNC(=O)Nc2cccnc2,8842,x0434,-7.725532,x0434,-7.725532,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2ccc(cc2)F)C(F)F,14492,x0434,-7.724380,x0434,-7.72438,active-noncovalent
c1cc(cnc1)NC(=O)NCC[C@]2(CCCOC2)O,14865,x0434,-7.724181,x0434,-7.724181,active-noncovalent
COc1cccc(c1)[C@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3,4027,x0434,-7.723381,x0434,-7.723381,active-noncovalent
CC(C)Oc1ccc(cc1)CCNC(=O)Nc2cccnc2,12398,x0434,-7.722599,x0434,-7.722599,active-noncovalent
COC(=O)C[C@H](c1cccc2c1cccc2)NC(=O)Nc3cccnc3,11758,x0434,-7.722041,x0434,-7.722041,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H]2C[C@@H]2CF,11381,x0434,-7.721528,x0434,-7.721528,active-noncovalent
CCCCC1CCC(CC1)CNC(=O)Nc2cccnc2,6913,x0434,-7.721354,x0434,-7.721354,active-noncovalent
CC(C)(C)[C@H](CCc1ccccc1F)NC(=O)Nc2cccnc2,13918,x0434,-7.719318,x0434,-7.719318,active-noncovalent
C[C@@]1(CCCC(C1)(F)F)NC(=O)Nc2cccnc2,11407,x0434,-7.718051,x0434,-7.718051,active-noncovalent
COCC[NH+]1CCC(CC1)CNC(=O)Nc2cccnc2,10652,x0434,-7.717590,x0434,-7.71759,active-noncovalent
CC(C)(CNC(=O)Nc1cccnc1)[C@]2(CCCOC2)O,12462,x0434,-7.717041,x0434,-7.717041,active-noncovalent
c1ccc(c(c1)[C@@H](c2cccc(c2)Cl)NC(=O)Nc3cccnc3)Cl,4115,x0434,-7.716885,x0434,-7.716885,active-noncovalent
COC(=O)c1ccc(cc1)OCCNC(=O)Nc2cccnc2,12137,x0434,-7.716678,x0434,-7.716678,active-noncovalent
COc1ccc(cc1)C(c2ccc(cc2)OC)NC(=O)Nc3cccnc3,7780,x0434,-7.714917,x0434,-7.714917,active-noncovalent
c1ccc(c(c1)CC2(CCCCC2)NC(=O)Nc3cccnc3)F,4322,x0434,-7.713774,x0434,-7.713774,active-noncovalent
C[NH+](C)CCC[NH2+]CCNC(=O)Nc1cccnc1,7162,x0434,-7.713284,x0434,-7.713284,active-noncovalent
CC[C@@H]1C[N@@H+](CCO1)CCNC(=O)Nc2cccnc2,10848,x0434,-7.713020,x0434,-7.71302,active-noncovalent
c1ccc(cc1)[C@@]2(CCCO2)CNC(=O)Nc3cccnc3,9565,x0434,-7.712820,x0434,-7.71282,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2c[nH]c3c2c(cc(c3)F)F,6298,x0434,-7.712568,x0434,-7.712568,active-noncovalent
c1cc(cnc1)NC(=O)NCC2(CCCCC2)c3ccc(cc3)Cl,2555,x0434,-7.711529,x0434,-7.711529,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H](c2ccc(cc2)OC(F)(F)F)c3ccc(cc3)Cl,11609,x0434,-7.711274,x0434,-7.711274,active-noncovalent
COCCOCCOCCCNC(=O)Nc1cccnc1,14488,x0434,-7.711245,x0434,-7.711245,active-noncovalent
c1ccc(cc1)[C@H](C23CC4CC(C2)CC(C4)C3)NC(=O)Nc5cccnc5,2231,x0434,-7.710671,x0434,-7.710671,active-noncovalent
Cc1cc(c(c(c1)OC)[C@H](C)NC(=O)Nc2cccnc2)C,12229,x0434,-7.708580,x0434,-7.70858,active-noncovalent
c1ccc(cc1)c2c[nH+]c([nH]2)CCNC(=O)Nc3cccnc3,8205,x0434,-7.707448,x0434,-7.707448,active-noncovalent
c1ccc(c(c1)[C@H](CF)NC(=O)Nc2cccnc2)F,1322,x0434,-7.707280,x0434,-7.70728,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@@H](c2c[nH]cn2)O,1658,x0434,-7.706395,x0434,-7.706395,active-noncovalent
CC(C)[C@@H]([C@H](c1ccccc1)NC(=O)Nc2cccnc2)O,1001,x0434,-7.705957,x0434,-7.705957,active-noncovalent
CC(C)(CC1CCCCC1)NC(=O)Nc2cccnc2,6999,x0434,-7.705921,x0434,-7.705921,active-noncovalent
CC[N@@H+](CCNC(=O)Nc1cccnc1)Cc2ccc(c(c2)Cl)Cl,13822,x0434,-7.704736,x0434,-7.704736,active-noncovalent
CCCCCCCCCCNC(=O)Nc1cccnc1,3313,x0434,-7.704536,x0434,-7.704536,active-noncovalent
CC(C)(CCNC(=O)Nc1cccnc1)C(F)(F)F,7047,x0434,-7.703654,x0434,-7.703654,active-noncovalent
Cc1ccc(c(c1)CCNC(=O)Nc2cccnc2)F,8905,x0434,-7.703420,x0434,-7.70342,active-noncovalent
Cc1ccc(cc1F)[C@@H](CCc2ccccc2)NC(=O)Nc3cccnc3,311,x0434,-7.702538,x0434,-7.702538,active-noncovalent
CC(C)c1ccccc1C(C)(C)NC(=O)Nc2cccnc2,6503,x0434,-7.700858,x0434,-7.700858,active-noncovalent
Cc1cccc(c1[C@H](C)NC(=O)Nc2cccnc2)C,5065,x0434,-7.699409,x0434,-7.699409,active-noncovalent
C[C@@H](c1cccc(c1)F)NC(=O)Nc2cccnc2,7234,x0434,-7.698172,x0434,-7.698172,active-noncovalent
C[C@@H](c1cccc(c1)F)NC(=O)Nc2cccnc2,15118,x0434,-7.698172,x0434,-7.698172,active-noncovalent
C[C@H](Cc1c[nH]c2c1cc(c(c2)F)F)NC(=O)Nc3cccnc3,2414,x0434,-7.697951,x0434,-7.697951,active-noncovalent
COCc1ccc(cc1)CCNC(=O)Nc2cccnc2,8626,x0434,-7.696709,x0434,-7.696709,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cnn(c2)CC3CCC3,8575,x0434,-7.696276,x0434,-7.696276,active-noncovalent
COC(=O)[C@H](C(C(F)(F)F)C(F)(F)F)NC(=O)Nc1cccnc1,4252,x0434,-7.694108,x0434,-7.694108,active-noncovalent
COC[C@H](c1ccc(c(c1)F)F)NC(=O)Nc2cccnc2,2882,x0434,-7.693762,x0434,-7.693762,active-noncovalent
C[C@H](c1cccnc1F)NC(=O)Nc2cccnc2,5307,x0434,-7.693051,x0434,-7.693051,active-noncovalent
CCCCC[C@H](c1ccccc1)NC(=O)Nc2cccnc2,8555,x0434,-7.691911,x0434,-7.691911,active-noncovalent
CC(C)(Cc1ccc(cc1F)F)NC(=O)Nc2cccnc2,8467,x0434,-7.691722,x0434,-7.691722,active-noncovalent
Cc1ccccc1[C@H](CCO)NC(=O)Nc2cccnc2,6794,x0434,-7.691396,x0434,-7.691396,active-noncovalent
COc1cccc(c1)[C@H](C2CCCCC2)NC(=O)Nc3cccnc3,13741,x0434,-7.690539,x0434,-7.690539,active-noncovalent
Cc1nc(no1)[C@@H](c2ccc(c(c2)F)Cl)NC(=O)Nc3cccnc3,4206,x0434,-7.690342,x0434,-7.690342,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cc(ccn2)C(F)(F)F,12545,x0434,-7.688549,x0434,-7.688549,active-noncovalent
c1ccc(c(c1)CNC(=O)Nc2cccnc2)c3ccc(cc3)Cn4cncn4,9703,x0434,-7.688057,x0434,-7.688057,active-noncovalent
Cc1ccc(c(c1)[C@@H](c2ccccc2)NC(=O)Nc3cccnc3)C,492,x0434,-7.686565,x0434,-7.686565,active-noncovalent
CCCCCCCC[C@H](CO)NC(=O)Nc1cccnc1,12526,x0434,-7.686499,x0434,-7.686499,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)c3nc([nH]n3)C,4501,x0434,-7.686395,x0434,-7.686395,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]2C(F)(F)F,3862,x0434,-7.685974,x0434,-7.685974,active-noncovalent
CC(C)(C1CCCC1)NC(=O)Nc2cccnc2,5495,x0434,-7.685530,x0434,-7.68553,active-noncovalent
COC(=O)C[C@H](c1cccc(c1)Br)NC(=O)Nc2cccnc2,4464,x0434,-7.683579,x0434,-7.683579,active-noncovalent
COC(=O)C[C@H](c1cccc(c1)Br)NC(=O)Nc2cccnc2,4599,x0434,-7.683579,x0434,-7.683579,active-noncovalent
c1cc(cnc1)NC(=O)NCC2(CCOCC2)c3ccc(cc3)Br,6217,x0434,-7.683548,x0434,-7.683548,active-noncovalent
C[C@H]([C@H](c1ccc(cc1)OC)OC)NC(=O)Nc2cccnc2,6355,x0434,-7.682417,x0434,-7.682417,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc3ccc(=O)[nH]c3n2,882,x0434,-7.682233,x0434,-7.682233,active-noncovalent
CN1[C@@H]([C@H](CC1=O)NC(=O)Nc2cccnc2)c3ccc(cc3)Cl,14335,x0434,-7.681414,x0434,-7.681414,active-noncovalent
CC1=N[C@](CS1)(C)CNC(=O)Nc2cccnc2,13348,x0434,-7.680028,x0434,-7.680028,active-noncovalent
C[C@H](Cc1ccccc1Br)NC(=O)Nc2cccnc2,7053,x0434,-7.678528,x0434,-7.678528,active-noncovalent
C[C@@H](c1ccc(c(c1)F)Cl)NC(=O)Nc2cccnc2,8868,x0434,-7.677709,x0434,-7.677709,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2cscn2,1802,x0434,-7.676725,x0434,-7.676725,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCCCCC2)c3nc(on3)C4CCCCC4,2201,x0434,-7.676265,x0434,-7.676265,active-noncovalent
COCC[N@H+](CCNC(=O)Nc1cccnc1)C2CC2,10824,x0434,-7.673247,x0434,-7.673247,active-noncovalent
c1cc(cc(c1)N(=O)=O)[C@@H](C(F)(F)F)NC(=O)Nc2cccnc2,8048,x0434,-7.673022,x0434,-7.673022,active-noncovalent
CC(C)(C)OC(=O)CC1(CCCCC1)NC(=O)Nc2cccnc2,9982,x0434,-7.672690,x0434,-7.67269,active-noncovalent
c1cc(cnc1)NC(=O)Nc2c(ncs2)c3ccc(cc3)Br,2856,x0434,-7.672666,x0434,-7.672666,active-noncovalent
c1ccc(cc1)C2(CC2)NC(=O)Nc3cccnc3,5352,x0434,-7.672596,x0434,-7.672596,active-noncovalent
C[C@@H](c1ccc(cc1)F)NC(=O)Nc2cccnc2,15113,x0434,-7.671678,x0434,-7.671678,active-noncovalent
C[C@@H](c1ccc(cc1)F)NC(=O)Nc2cccnc2,9111,x0434,-7.671678,x0434,-7.671678,active-noncovalent
COc1ccc(cc1F)C2(CCOCC2)NC(=O)Nc3cccnc3,7942,x0434,-7.670496,x0434,-7.670496,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCS(=O)(=O)c3c2cc(cc3)F,14086,x0434,-7.669748,x0434,-7.669748,active-noncovalent
C#CC1(CCC1)CNC(=O)Nc2cccnc2,1895,x0434,-7.668676,x0434,-7.668676,active-noncovalent
c1ccc(c(c1)Nc2ccc(cc2)Cl)NC(=O)Nc3cccnc3,2525,x0434,-7.668443,x0434,-7.668443,active-noncovalent
CCCCCCCCOCCCNC(=O)Nc1cccnc1,8594,x0434,-7.668295,x0434,-7.668295,active-noncovalent
c1cc(cnc1)NC(=O)NCCN2CC[NH+]=C2C(F)(F)F,11373,x0434,-7.668290,x0434,-7.66829,active-noncovalent
CC(C)(C)[C@H](CCc1ccccc1)NC(=O)Nc2cccnc2,10163,x0434,-7.667987,x0434,-7.667987,active-noncovalent
C=CCCCCCCCNC(=O)Nc1cccnc1,1541,x0434,-7.667940,x0434,-7.66794,active-noncovalent
C[NH+](C)C[C@@H](c1ccc(cc1)Cl)NC(=O)Nc2cccnc2,14211,x0434,-7.667181,x0434,-7.667181,active-noncovalent
c1cc(cnc1)NC(=O)NC2(CCC2)C(F)F,11188,x0434,-7.666473,x0434,-7.666473,active-noncovalent
CC(C)(Cc1ccc(cc1)C#N)NC(=O)Nc2cccnc2,6491,x0434,-7.665892,x0434,-7.665892,active-noncovalent
Cc1cc(n(n1)C)OCCCNC(=O)Nc2cccnc2,14401,x0434,-7.665348,x0434,-7.665348,active-noncovalent
Cc1cccc(c1C)[C@H](C)NC(=O)Nc2cccnc2,1352,x0434,-7.664087,x0434,-7.664087,active-noncovalent
c1ccc(cc1)c2c(cn(n2)c3ccccc3)CNC(=O)Nc4cccnc4,3998,x0434,-7.663256,x0434,-7.663256,active-noncovalent
Cc1ccc(c(c1)OC(C)C)CNC(=O)Nc2cccnc2,2848,x0434,-7.662668,x0434,-7.662668,active-noncovalent
c1ccc(c(c1)Oc2cccc(c2)CNC(=O)Nc3cccnc3)F,4136,x0434,-7.661818,x0434,-7.661818,active-noncovalent
c1ccc2c(c1)C[C@@H]2CNC(=O)Nc3cccnc3,14997,x0434,-7.661466,x0434,-7.661466,active-noncovalent
Cc1cc(c(c(c1)C)CCNC(=O)Nc2cccnc2)C,6928,x0434,-7.660738,x0434,-7.660738,active-noncovalent
c1cc(cnc1)NC(=O)NCCc2c(cccn2)F,5281,x0434,-7.659552,x0434,-7.659552,active-noncovalent
CCCCOc1ccc(cc1)[C@H](C)NC(=O)Nc2cccnc2,6451,x0434,-7.658801,x0434,-7.658801,active-noncovalent
CC(C)(CCCNC(=O)Nc1cccnc1)COC,1484,x0434,-7.658791,x0434,-7.658791,active-noncovalent
CC(C)(CNC(=O)Nc1cccnc1)c2cccnc2,10755,x0434,-7.657946,x0434,-7.657946,active-noncovalent
c1ccc(c(c1)CNC(=O)Nc2cccnc2)[N@]3CCC[C@@H](C3)C(=O)N,337,x0434,-7.657615,x0434,-7.657615,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H](c2ccc(cc2)F)C(F)F,4845,x0434,-7.657191,x0434,-7.657191,active-noncovalent
c1cc(cnc1)NC(=O)NC[C@H](COc2ccc(cc2)C(F)(F)F)O,2398,x0434,-7.656979,x0434,-7.656979,active-noncovalent
c1cc(cc(c1)F)OC[C@@H](CNC(=O)Nc2cccnc2)O,6671,x0434,-7.656579,x0434,-7.656579,active-noncovalent
CC(C)(COc1ccccc1CNC(=O)Nc2cccnc2)O,10125,x0434,-7.656541,x0434,-7.656541,active-noncovalent
c1cc(cc(c1)F)C2(CC2)CNC(=O)Nc3cccnc3,14616,x0434,-7.655262,x0434,-7.655262,active-noncovalent
CC[C@](C)(C(=O)OC)NC(=O)Nc1cccnc1,1743,x0434,-7.655152,x0434,-7.655152,active-noncovalent
c1cc(cnc1)NC(=O)NCc2cc(c(cc2Cl)Cl)Cl,14863,x0434,-7.654504,x0434,-7.654504,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCc3c2cc(cc3)Cl,8938,x0434,-7.654410,x0434,-7.65441,active-noncovalent
Cc1cnccc1CCNC(=O)Nc2cccnc2,5332,x0434,-7.653767,x0434,-7.653767,active-noncovalent
c1cc(cc(c1)C(F)(F)F)[C@@H](C(F)F)NC(=O)Nc2cccnc2,2461,x0434,-7.651843,x0434,-7.651843,active-noncovalent
