SMILES,TITLE,intermediate
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5csc(=O)[nH]5,EN300-133915_1,C0_amine
CS(=O)(=O)N1CCC(C1)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-261986_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)C5CCC(=O)N5,EN300-19515_2,C1_amine
CS(=O)(=O)[C@@H]1C[C@]1(COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C#N,EN300-633533_2,C1_alcohol
CC(C(CNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O)O,EN300-344624_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCc5nc(no5)c6[nH]cnn6,EN300-92031_3,C2_alcohol
CC(C(CNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O)O,EN300-344624_2,C3_amine
CS(=O)(=O)Cc1nc(on1)COCCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-94900_4,C3_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5CCC(=O)N5,EN300-19515_1,C0_amine
CS(=O)(=O)c1nnc(s1)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-160080_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cnccn5,EN300-19900_2,C1_amine
CN1CCC(CC1)NC(=O)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-342462_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NC[C@@H](CO)O,EN300-7434791_1,C2_amine
CS(=O)(=O)Cc1nc(on1)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-94900_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NC[C@@H](CO)O,EN300-7434791_2,C3_amine
CC(C(=O)N(C)C)NC(=O)COCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-47657_4,C3_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cnccn5,EN300-19900_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC(=O)Nc5cnccn5,EN300-105267_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5c(cn[nH]5)F,EN300-98143_2,C1_amine
CNC(=O)Cc1nc(on1)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-99983_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCc5c[nH]nn5,EN300-98429_1,C2_amine
CC(C(=O)N(C)C)NC(=O)COCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-47657_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCc5c[nH]nn5,EN300-98429_2,C3_amine
CC(C)NC(=O)CNC(=O)COCCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23221_4,C3_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5c(cn[nH]5)F,EN300-98143_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC(=O)NC5CCOCC5,EN300-67573_1,C0_alcohol
CC(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)S(=O)(=O)N,EN300-132615_2,C1_amine
COCCCS(=O)(=O)NCCOC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-97453_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCc5c[nH]nn5,EN300-98429_1,C2_amine
CC(C)NC(=O)CNC(=O)COCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23221_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCc5c[nH]nn5,EN300-98429_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCOCC(=O)NC5CCS(=O)(=O)C5,EN300-05512_4,C3_alcohol
CC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)S(=O)(=O)N,EN300-132615_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC(=O)NCC5CCOC5,EN300-46832_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5cncnc5,EN300-64297_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCc5nc(no5)c6[nH]cnn6,EN300-92031_2,C1_alcohol
CCN1CC(C1)NC(=O)C[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-6482918_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCC(=O)NC5CCS(=O)(=O)C5,EN300-05512_3,C2_alcohol
CCN1CC(C1)NC(=O)CC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-6482918_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCCO[C@H]5[C@@H](C[C@H]6[C@@H]5CC6=O)O,EN300-6481287_4,C3_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5cncnc5,EN300-64297_1,C0_amine
CC(=O)NCCNC(=O)CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23129_1,C0_alcohol
CC(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)N,EN300-00271_2,C1_amine
CS(=O)(=O)Cc1nc(on1)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-94900_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCC5=NOCC5,EN300-1720418_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCC5=NOC(C5)CC6(COC6)O,EN300-7457160_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCC5=NOCC5,EN300-1720418_2,C3_amine
CC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)N,EN300-00271_1,C0_amine
CC1CN(CCO1)C(=O)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-25572_1,C0_alcohol
CC(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)C,EN300-18569_2,C1_amine
CC(C(=O)N(C)C)NC(=O)COC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-47657_2,C1_alcohol
CCNC(=O)CNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-12567_1,C2_amine
c1ccc(cc1)C(COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)(C(=O)N)O,EN300-248526_3,C2_alcohol
CCNC(=O)CNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-12567_2,C3_amine
CC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)NC(=O)C,EN300-18569_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCc5cc(on5)C6(COC6)O,EN300-7457159_1,C0_alcohol
CC(C1CC1)(C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-118760_2,C1_amine
CC(C)NC(=O)CNC(=O)COC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23221_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCc5[nH]cnn5,EN300-43972_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCC(=O)NC5CCCCNC5=O,EN300-37195_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCc5[nH]cnn5,EN300-43972_2,C3_amine
CC(C1CC1)(C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)O,EN300-118760_1,C0_amine
Cn1cc(c(n1)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)S(=O)(=O)N,EN300-7355737_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)C5(CCSC5)O,EN300-122656_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCC(=O)NC5CCS(=O)(=O)C5,EN300-05512_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)N[C@@H]5CCOC5,EN300-256939_1,C2_amine
CC1(CCS(=O)(=O)C1)NC(=O)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-10414_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)N[C@@H]5CCOC5,EN300-256939_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5(CCSC5)O,EN300-122656_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC5=NO[C@H]6[C@@H]5COC6,EN300-7436306_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)[C@@H]5CCCO5,EN300-104395_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCC5=NOC(C5)CC6(COC6)O,EN300-7457160_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCc5ccn[nH]5,EN300-39785_1,C2_amine
CC(C(=O)N1CCS(=O)(=O)CC1)OCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-1265949_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCc5ccn[nH]5,EN300-39785_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)[C@@H]5CCCO5,EN300-104395_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC5CN6CC(O5)CCC6=O,EN300-2008102_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CC5(CC5)CO,EN300-107048_2,C1_amine
c1ccc(cc1)C(COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)(C(=O)N)O,EN300-248526_2,C1_alcohol
CCS(=O)CCNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-73279_1,C2_amine
Cc1c(c(n(n1)C)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)S(=O)(=O)N,EN300-6732040_3,C2_alcohol
CCS(=O)CCNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-73279_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CC5(CC5)CO,EN300-107048_1,C0_amine
CN1CCN(CC1)C(=O)CCO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-178293_1,C0_alcohol
CSCCC(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-103144_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCC(=O)NC5CCCCNC5=O,EN300-37195_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NC5(CC5)C(=O)N,EN300-106988_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCc5nnc(o5)N6CCOCC6,EN300-6486576_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NC5(CC5)C(=O)N,EN300-106988_2,C3_amine
CSCCC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-103144_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCc5nnc6n5CCOCC6,EN300-310888_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CCNC(=O)N,EN300-10729_2,C1_amine
CC1(CCS(=O)(=O)C1)NC(=O)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-10414_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)Nc5ncncn5,EN300-342082_1,C2_amine
CC(=O)N1CCN(CC1)C(=O)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-1724771_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)Nc5ncncn5,EN300-342082_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CCNC(=O)N,EN300-10729_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCC(=O)N5CCS(=O)(=O)CC5,EN300-1265948_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)Cc5ccn[nH]5,EN300-71405_2,C1_amine
CC(C(=O)N1CCS(=O)(=O)CC1)OC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-1265949_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NC[C@H](CO)O,EN300-761719_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCc5nc(on5)N6CCOCC6,EN300-1608590_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NC[C@H](CO)O,EN300-761719_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)Cc5ccn[nH]5,EN300-71405_1,C0_amine
Cn1c(cc(=O)n(c1=O)C)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-25386_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)CCS(=O)(=O)N,EN300-31553_2,C1_amine
Cc1c(c(n(n1)C)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)S(=O)(=O)N,EN300-6732040_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCc5cnon5,EN300-1068239_1,C2_amine
COCCN(CCOC)C(=O)COCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-04491_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCc5cnon5,EN300-1068239_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)CCS(=O)(=O)N,EN300-31553_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCc5nnc6n5cc[nH]c6=O,EN300-378316_1,C0_alcohol
Cn1ccc(n1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-66976_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCc5nnc(o5)N6CCOCC6,EN300-6486576_2,C1_alcohol
CN(C)C(=O)CNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-30695_1,C2_amine
Cc1c(c(nn1C)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)S(=O)(=O)N,EN300-1629199_3,C2_alcohol
CN(C)C(=O)CNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-30695_2,C3_amine
Cn1ccc(n1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-66976_1,C0_amine
CS(=O)(=O)[C@@H]1C[C@]1(CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)C#N,EN300-633533_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)C5(CCCC5)O,EN300-25960_2,C1_amine
CC(=O)N1CCN(CC1)C(=O)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-1724771_2,C1_alcohol
CS(=O)CCCNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-398686_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCC(=O)NCCCn5cccn5,EN300-47500_3,C2_alcohol
CS(=O)CCCNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-398686_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5(CCCC5)O,EN300-25960_1,C0_amine
CN1CCC(CC1)NC(=O)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-342462_1,C0_alcohol
CCC(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)N(C)C,EN300-110012_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCc5nc(on5)N6CCOCC6,EN300-1608590_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NC(CCO)CO,EN300-297144_1,C2_amine
Cn1ccn2c(nnc2c1=O)COCC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-379020_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NC(CCO)CO,EN300-297144_2,C3_amine
CCC(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)N(C)C,EN300-110012_1,C0_amine
CNC(=O)Cc1nc(on1)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-99983_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5ccncn5,EN300-111006_2,C1_amine
COCCN(CCOC)C(=O)COC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-04491_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCCNC(=O)N,EN300-269419_1,C2_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCOCc5[nH]c(=O)c6c(n5)CCOC6,EN300-343103_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCCNC(=O)N,EN300-269419_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ccncn5,EN300-111006_1,C0_amine
COCCCS(=O)(=O)NCCO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-97453_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)C5(COC5)CO,EN300-105693_2,C1_amine
Cc1c(c(nn1C)COC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5)S(=O)(=O)N,EN300-1629199_2,C1_alcohol
CCNC(=O)CNC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-12567_1,C2_amine
CC(C)(C)NC(=O)CNC(=O)COCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-48760_3,C2_alcohol
CCNC(=O)CNC(=O)CC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-12567_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)C5(COC5)CO,EN300-105693_1,C0_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)OCc5nc(no5)c6[nH]cnn6,EN300-92031_1,C0_alcohol
CC(COC)(C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-76841_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCC(=O)NCCCn5cccn5,EN300-47500_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NC5CCNC5=O,EN300-298184_1,C2_amine
Cn1cc(cn1)CN(C)C(=O)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-65978_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NC5CCNC5=O,EN300-298184_2,C3_amine
CC(COC)(C(=O)N[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)O,EN300-76841_1,C0_amine
CS(=O)(=O)Cc1nc(on1)CO[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-94900_1,C0_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CNC(=O)c5ncccn5,EN300-80230_2,C1_amine
Cn1ccn2c(nnc2c1=O)COC[C@]3(CCOc4c3cc(cc4)Cl)C(=O)Nc5cncc6c5cccc6,EN300-379020_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)N[C@@H]5CCOC5,EN300-256939_1,C2_amine
CC(=O)N1CCN(CC1)C(=O)COCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-1724771_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)N[C@@H]5CCOC5,EN300-256939_2,C3_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)NC(=O)c5ncccn5,EN300-80230_1,C0_amine
CC(C(=O)N(C)C)NC(=O)CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-47657_1,C0_alcohol
Cn1cc(nc1)C(=O)NC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-97847_2,C1_amine
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)COCc5[nH]c(=O)c6c(n5)CCOC6,EN300-343103_2,C1_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CC(=O)NCC5COCO5,EN300-253187_1,C2_amine
CCCNC(=O)CN(C)C(=O)COCC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-12204_3,C2_alcohol
c1ccc2c(c1)cncc2NC(=O)[C@@]3(CCOc4c3cc(cc4)Cl)CCC(=O)NCC5COCO5,EN300-253187_2,C3_amine
Cn1cc(nc1)C(=O)N[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-97847_1,C0_amine
CC(C)NC(=O)CNC(=O)CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23221_1,C0_alcohol
C[C@@H](C(=O)NC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4)N(C)C,EN300-306495_2,C1_amine
CC(C)(C)NC(=O)CNC(=O)COC[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-48760_2,C1_alcohol
C[C@@H](C(=O)N)NC(=O)C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,EN300-23648_1,C2_amine
CC(C(=O)NC1CCS(=O)(=O)C1)OCC[C@]2(CCOc3c2cc(cc3)Cl)C(=O)Nc4cncc5c4cccc5,EN300-23318_3,C2_alcohol
