SMILES,TITLE,Hybrid2,fragments,site
CC1=NC(=O)C[C@@H]([C@H]1C(=O)Nc2cc3c[nH]nc3cc2F)c4ccc(cc4)C(F)(F)F,GSK429286A,-9.161307,x0107,active-noncovalent
CC#CC[C@H](C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/C2)O)O,iloprost,-9.159988,x0195,active-noncovalent
c1cc(ccc1[C@H]2[C@H]3CC=C[C@H]3c4cc(ccc4N2)S(=O)(=O)N)Br,4BP-TQS,-9.159706,x0161,active-noncovalent
COc1ccc(cc1OP(=O)([O-])[O-])/C=C\c2cc(c(c(c2)OC)OC)OC,fosbretabulin,-9.159322,x0195,active-noncovalent
C[NH2+]CC[C@@H](c1ccccc1)Oc2ccccc2OC,nisoxetine,-9.158139,x0434,active-noncovalent
c1ccc2c(c1)c(cc(=O)[nH]2)C[C@H](C(=O)[O-])NC(=O)c3ccc(cc3)Cl,rebamipide,-9.158004,x0967,active-noncovalent
Cc1cc(sc1)c2c3ccccc3c(nn2)Nc4ccc(cc4)Oc5c(cccn5)c6ccnc(n6)N,AMG900,-9.154729,x0104,active-noncovalent
CCCC[N@H+]1CCC[C@@H]1CNC(=O)c2cc(c3ccccc3c2OC)C#N,nafadotride,-9.154069,x0195,active-noncovalent
Cc1c(c2ccc(cc2n1c3ccc(cc3)OC)O)N(=O)=O,ID-8,-9.153130,x0195,active-noncovalent
COc1ccccc1N2CC[NH+](CC2)CCn3c(=O)c4c(c5ccccc5[nH]4)[nH]c3=O,3-MPPI,-9.152433,x0874,active-noncovalent
CC[NH+](CC)[C@@H](C)CN1c2ccccc2Sc3c1cccc3,profenamine,-9.151715,x0195,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)CO)CCC4=CC(=O)CC[C@]34C,desoxycortone,-9.151583,x1077,active-noncovalent
c1cc(ccc1c2c(n(cn2)C3CCCCC3)c4ccnc(n4)N)F,PF-670462,-9.150079,x0678,active-noncovalent
Cc1ccc(cc1)/C(=C\C[NH+]2CCCC2)/c3cccc(n3)/C=C/C(=O)[O-],acrivastine,-9.149762,x1077,active-noncovalent
C[NH+]1CCN(CC1)c2ccc3ccccc3n2,N-methylquipazine,-9.148675,x0749,active-covalent
c1ccc(cc1)c2cc(n(n2)c3ccccc3)NC(=O)c4cccc(c4)C#N,CDPPB,-9.147143,x0874,active-noncovalent
c1cc(ccc1C(=O)Nc2ccc(nc2)Cl)Cl,ICA-110381,-9.147057,x0678,active-noncovalent
C[C@H]([C@@](Cn1cncn1)(c2ccc(cc2F)F)O)[NH+]3CCC(=C)CC3,efinaconazole,-9.144269,x0831,active-covalent
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,dydrogesterone,-9.143844,x0749,active-covalent
Cc1ccc2c(=O)c3cccc(c3oc2c1C)CC(=O)[O-],ASA-404,-9.143008,x0195,active-noncovalent
CC(C)Oc1ccc(cc1)c2cnc3c(cnn3c2)c4ccnc5c4cccc5,DMH1,-9.141401,x0104,active-noncovalent
C[C@@H]1Cc2cc3c(cc2C(=NN1C(=O)C)c4ccc(cc4)N)OCO3,talampanel,-9.141388,x0161,active-noncovalent
c1ccc(cc1)c2cn3c([nH+]2)sc(n3)S(=O)(=O)N,AEG3482,-9.141166,x0678,active-noncovalent
Cc1c(c2cc(ccc2[nH]1)F)c3[nH]c4c5cccnc5c6c(c4n3)cccn6,APTO-253,-9.140422,x1077,active-noncovalent
CC(C)(C)OC(=O)N1CCC(CC1)COC(=O)Nc2ccccc2OC,GW-542573X,-9.138774,x0104,active-noncovalent
c1ccc2c(c1)c(=O)c(c(o2)[O-])Cc3c(=O)c4ccccc4oc3[O-],dicoumarol,-9.137878,x1093,active-noncovalent
Cc1ccsc1/C=C/C2=[NH+]CCCN2C,morantel,-9.137700,x0678,active-noncovalent
C[NH2+][C@@H]1Cc2cccc3c2n(c(=O)[nH]3)C1,sumanirole,-9.137506,x0195,active-noncovalent
CS(=O)(=O)c1ccc(cc1)c2cc(sc2c3ccc(cc3)F)Br,DUP-697,-9.136870,x0072,active-noncovalent
c1ccc(cc1)c2c(c3nc(cc(n3n2)C(F)(F)F)C(F)(F)F)c4ccc(cc4)O,PHTPP,-9.136705,x0161,active-noncovalent
Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])[O-])C(=O)OC2,mycophenolic-acid,-9.135977,x0830,active-covalent
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)[O-])NC(=[NH2+])N2,2-iminobiotin,-9.135775,x0678,active-noncovalent
Cc1cn(c(=O)n(c1=O)Cc2ccsc2C(=O)[O-])C[C@@H](C(=O)[O-])[NH3+],UBP-310,-9.133450,x0678,active-noncovalent
c1ccc(cc1)CN(CC2=[NH+]CCN2)c3ccccc3,antazoline,-9.133289,x0749,active-covalent
CC1=C([C@H](C(=C(N1)C)C(=O)OC/C=C/c2ccccc2)c3cccc(c3)N(=O)=O)C(=O)OCCOC,cilnidipine,-9.132248,x0161,active-noncovalent
COc1ccc(cc1C(=O)NCCc2ccc(cc2)C(=O)[O-])Cl,meglitinide,-9.131931,x0678,active-noncovalent
Cc1c(ccc2c1c3ccccc3n2C(C)C)NC(=O)N4CCOCC4,NPY-5RA972,-9.131223,x0161,active-noncovalent
CCn1c2ccccc2c3c1ccc(c3)C[NH2+]Cc4ccccc4OC,HLCL-61,-9.129971,x0161,active-noncovalent
C[C@@H]1COc2c3n1cc(c(=O)c3cc(c2N4CC[NH+](CC4)C)F)C(=O)[O-],ofloxacin,-9.128493,x0195,active-noncovalent
C[N+]1(CCC[C@H](C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,mepenzolate,-9.126459,x0678,active-noncovalent
c1cc(c(cc1c2ccc(cc2F)C3(CC3)C(=O)[O-])Cl)Cl,CHF5074,-9.126347,x0749,active-covalent
C[C@H]1C[C@H]2[C@H]3CC[C@H]([C@]3(C[C@H]([C@@H]2[C@@]4(C1=CC(=O)CC4)C)O)C)C(=O)C,medrysone,-9.125561,x1077,active-noncovalent
CC/C(=C(/c1ccc(cc1)OCC[NH+](C)C)\c2cccc(c2)O)/c3ccccc3,droloxifene,-9.123614,x0874,active-noncovalent
CC[C@]12CC(=C)[C@H]3[C@@H]([C@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@@H]34,etonogestrel,-9.121600,x0749,active-covalent
c1ccc(cc1)C(=O)OOC(=O)c2ccccc2,benzoyl-peroxide,-9.121383,x0749,active-covalent
Cc1c(c(on1)C)c2cc(cc(c2)O)[C@H](c3ccccc3)O,OXF-BD-02,-9.120838,x0161,active-noncovalent
c1cc(cc(c1)c2nc(no2)c3cccnc3)C#N,NS-9283,-9.119989,x0678,active-noncovalent
c1ccc(c(c1)c2ccc(cc2)C(F)(F)F)C(=O)[O-],xenalipin,-9.118729,x0678,active-noncovalent
c1cc2c(c(c1)Cl)CN(C2)C3=[NH+]CCN3,RS-45041-190,-9.116029,x0195,active-noncovalent
CN(C)c1ccc(cc1)c2cccc(c2)NC(=O)N(C)C,atglistatin,-9.115718,x0195,active-noncovalent
Cc1ccc2c(c1)C3(CC[NH+](CC3)CCc4c(oc(n4)c5ccccc5)C)OC(=O)N2,RS-504393,-9.115561,x0161,active-noncovalent
c1ccc(cc1)C(c2ccccc2)[S@](=O)CC(=O)N,armodafinil,-9.114628,x0678,active-noncovalent
c1ccc(cc1)C(c2ccccc2)[S@](=O)CC(=O)N,modafinil,-9.114628,x0678,active-noncovalent
COc1cc(ccc1C(=O)N2CCC(CC2)Cc3ccccc3)SC,JX-401,-9.111429,x0946,active-noncovalent
C[N@H+]1CCC=C(C1)C(=O)OCC#C,arecaidine-propargyl-ester,-9.111406,x0195,active-noncovalent
C1CSC(=O)[C@H]1NC(=O)CSCC(=O)[O-],erdosteine,-9.110259,x0678,active-noncovalent
C[C@@H](/C=C/c1cccc(c1)Oc2ccc(cc2)F)N(C(=O)N)O,BW-B70C,-9.110114,x0195,active-noncovalent
c1ccc(cc1)C(=O)NCCC(=O)[O-],betamipron,-9.109447,x0678,active-noncovalent
CCCC(=O)Nc1cccc(c1)NC(=O)c2ccccc2Br,ML161,-9.109258,x0195,active-noncovalent
c1cc(ccc1C(=[NH2+])N)N/N=N/c2ccc(cc2)C(=[NH2+])N,diminazene-aceturate,-9.109124,x0395,active-noncovalent
Cc1cc(ccc1Oc2ccc(cc2)SC(F)(F)F)n3c(=O)[nH]c(=O)n(c3=O)C,toltrazuril,-9.108834,x0161,active-noncovalent
C[NH+](C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,escitalopram,-9.108678,x0678,active-noncovalent
C[N@@H+](Cc1cc(cc(c1N)Br)Br)C2CCCCC2,bromhexine,-9.108104,x0678,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)COC(=O)C(C)(C)C)CCC4=CC(=O)CC[C@]34C,desoxycorticosterone-pivalate,-9.106156,x0161,active-noncovalent
c1cc2cccc3c2c(c1)C(=O)N(C3=O)CC(=O)[O-],alrestatin,-9.106066,x0195,active-noncovalent
c1cc(c2ccncc2c1S(=O)(=O)NCC[NH3+])Cl,CKI-7,-9.104425,x0678,active-noncovalent
CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,prednisolone-acetate,-9.103774,x0692,active-covalent
c1cc(c(cc1Cl)Cl)CO/N=C(\Cn2ccnc2)/c3ccc(cc3Cl)Cl,oxiconazole,-9.102717,x0107,active-noncovalent
Cc1cc(ccc1SC)OP(=S)(OC)OC,fenthion,-9.102233,x0749,active-covalent
Cc1ccc(cc1)S(=O)(=O)OCC(=O)Nc2ccc(c(c2)O)C(=O)[O-],STAT3-inhibitor-VI,-9.102181,x0072,active-noncovalent
C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,"N-methyl-(-)ephedrine-[1r,2s]",-9.101809,x0195,active-noncovalent
CC(C)c1ccc(cc1)C(=O)NCCOc2ccc(cc2)C(=O)[O-],OCO-1112,-9.101601,x0678,active-noncovalent
CCNC(=O)c1c(c([nH]n1)c2cc(c(cc2O)O)Cl)c3ccc(cc3)OC,VER-49009,-9.101141,x1392,active-covalent
C[C@H]1C[C@H]2[C@H](CC[C@]3([C@@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,medroxyprogesterone-acetate,-9.100740,x1077,active-noncovalent
Cc1cccc(c1)C(=O)NC[NH+]2CCN(CC2)c3ccccc3C#N,PD-168077,-9.100672,x0161,active-noncovalent
c1ccc2c(c1)C3(CC[NH+](CC3)CCc4ccc(cc4)C(F)(F)F)OC(=O)N2,RS-102895,-9.099960,x0161,active-noncovalent
CC(C)OC(=O)/C=C\n1cnc(n1)c2cc(cc(c2)OC)C(F)(F)F,KPT-185,-9.099607,x0195,active-noncovalent
C[C@H](CCC(=O)N=O)/C=C(\C)/C(=O)c1ccc(cc1)N(C)C,trichostatin-a,-9.099092,x0749,active-covalent
c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC4CCCC4,N6-cyclopentyladenosine,-9.099028,x0946,active-noncovalent
CCOC(=O)COc1ccc2c(=O)cc(oc2c1)c3ccccc3,efloxate,-9.098845,x0195,active-noncovalent
CC(=O)c1ccc2c(c1)N(c3ccccc3S2)CCC[NH+]4CCC(CC4)CCO,piperacetazine,-9.098739,x0104,active-noncovalent
c1ccc(c(c1)[C@@H](c2ccc(cc2)Cl)C(Cl)Cl)Cl,mitotane,-9.097783,x0072,active-noncovalent
c1cnn(c1)c2ccc(cc2)[C@@](Cc3[nH]cc([nH+]3)CC4(CC4)C(F)(F)F)(C(F)(F)F)O,MK-5046,-9.097631,x0678,active-noncovalent
CC[NH+](CC)CCCC[C@H](c1ccccc1)NC(=O)c2ccc(cc2)N(=O)=O,nibentan,-9.097618,x0161,active-noncovalent
CC(C)NC(=O)COc1cccc(c1)c2nc3ccccc3c(n2)Nc4ccc5c(c4)cn[nH]5,KD025,-9.097225,x0161,active-noncovalent
CC(C)c1cc(c(cc1O)O)c2n[nH]c(=O)n2c3ccc4c(c3)ccn4C,ganetespib,-9.095671,x0195,active-noncovalent
C[NH+]1CCN(CC1)C2=[NH+]c3ccccc3Sc4c2cc(cc4)Cl,clotiapine,-9.093609,x0678,active-noncovalent
C[N+]1(CCC(=C(c2ccccc2)c3ccccc3)CC1)C,diphemanil,-9.092729,x0831,active-covalent
c1cc2cccc3c2c(c1)C(=O)N(C3=O)CCCC(=O)[O-],isodibut,-9.092201,x0831,active-covalent
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)[O-],indomethacin,-9.092182,x0831,active-covalent
CCC[NH2+]C(C)(C)COC(=O)c1ccccc1,meprylcaine,-9.091915,x0161,active-noncovalent
Cn1c2ccccc2c(c1O)C3=c4ccccc4=NC3=O,meisoindigo,-9.091804,x0072,active-noncovalent
COc1ccc(cc1O)/C=C\c2cc(c(c(c2)OC)OC)OC,combretastatin-A-4,-9.089901,x0195,active-noncovalent
CN(C)c1ccc(cc1)c2ccc(cc2)CN(c3cccc(c3)/C=C/C(=O)OC)C(=O)C4CCCCC4,fexaramine,-9.089888,x1077,active-noncovalent
CCN(CC)C(=O)Nc1ccc(c(c1)C(=O)C)OC[C@H](C[NH2+]C(C)(C)C)O,celiprolol,-9.089760,x0104,active-noncovalent
C[C@H](CN1c2ccccc2CCc3c1cccc3)C[NH+](C)C,trimipramine,-9.088980,x0072,active-noncovalent
c1cc(c(cc1[C@@H]2[C@H](Cc3c(cc(c(c3O2)[C@H]4c5c(cc(cc5O[C@@H]([C@@H]4O)c6ccc(c(c6)O)O)O)O)O)O)O)O)O,procyanidin-b-2,-9.088621,x0161,active-noncovalent
C[NH+]1CCN(CC1)c2ccc(c(c2)Nc3ncc4c(n3)-c5c(c(nn5CCO)C(=O)N)CC4)OC(F)(F)F,NMS-1286937,-9.085902,x1093,active-noncovalent
C/C(=C\c1ccccc1F)/CN(CC[C@H]2CCC[N@@H+]2C)C(=O)c3cc(c(c(c3)OC)OC)OC,VUF11207,-9.084807,x0874,active-noncovalent
COc1ccc(cc1OC)Cc2cnc(nc2N)N,diaveridine,-9.084249,x0678,active-noncovalent
CCCn1c2c(c(=O)n(c1=O)CCC)[nH]c(n2)C34C[C@@H]5C[C@H](C3)CC4C5,KW-3902,-9.082354,x0678,active-noncovalent
C[N@@H+]1CCC[C@H]1c2cccnc2,nicotine,-9.081602,x0678,active-noncovalent
c1ccc(cc1)C(=O)c2cccc(c2N)CC(=O)N,nepafenac,-9.081283,x0749,active-covalent
C[C@]12CC[C@H]3[C@@]4(CCC[C@@]([C@H]4CC[C@@]3(C1)CC2=O)(C)C(=O)[O-])C,isosteviol,-9.080267,x0749,active-covalent
CCCC[C@@H](CC)COC(=O)c1ccccc1O,octisalate,-9.079791,x0195,active-noncovalent
CN1CC(=O)N2[C@@H](C1=O)Cc3c4ccccc4[nH]c3[C@H]2c5ccc6c(c5)OCO6,tadalafil,-9.077617,x0678,active-noncovalent
C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@H]1[C@H]4CC[C@]([C@]4(CC3)C)(C#C)O,tibolone,-9.076203,x0749,active-covalent
c1ccc(cc1)c2[nH]c3cc(ccc3n2)S(=O)(=O)[O-],phenylbenzimidazole-sulfonic-acid,-9.076019,x0678,active-noncovalent
c1cnccc1c2cc3c([nH]2)CCNC3=O,PHA-767491,-9.075813,x0678,active-noncovalent
c1ccc2c(c1)cc(o2)C3=[NH+]CCN3,2-BFI,-9.075667,x0749,active-covalent
c1cc2c(c(c1)[O-])C(=O)c3c(cc(cc3[O-])C(=O)[O-])C2=O,rhein,-9.074903,x0749,active-covalent
Cc1cc(c(n1Cc2ccccc2)C)C(=O)Cn3cc(ccc3=O)C#N,CYM-5520,-9.072673,x0749,active-covalent
c1ccc2c(c1)nc(s2)SN3CCOCC3,N-oxydiethylenebenzothiazole-2-sulfenamide,-9.072179,x0749,active-covalent
c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,dapsone,-9.071971,x0072,active-noncovalent
CC[N@@H+]1CCC[C@H](C1)OC(=O)C(c2ccccc2)c3ccccc3,piperidolate,-9.071856,x0195,active-noncovalent
COc1ccc(cc1OC)CCN2CC[NH+](CC2)CCCc3ccccc3,cutamesine,-9.071821,x0161,active-noncovalent
C[NH+](C)CCO[C@@H](c1ccc(cc1)Cl)c2ccccn2,carbinoxamine,-9.071591,x0678,active-noncovalent
CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)CO,CB-03-01,-9.071207,x0749,active-covalent
c1ccc2c(c1)ccc(c2/C=N/S(=O)(=O)c3cccs3)O,STF-083010,-9.070529,x0195,active-noncovalent
c1ccc(c(c1)[C@H]2CS/C(=C(/C#N)\n3ccnc3)/S2)Cl,lanoconazole,-9.069508,x0072,active-noncovalent
CC(=CCC/C(=C/CC/C(=C/CSc1ccccc1C(=O)[O-])/C)/C)C,salirasib,-9.068083,x0749,active-covalent
c1ccc2c(c1)c(c[nH]2)C(=O)OCC[NH+]3CCCCC3,SB-203186,-9.067726,x0831,active-covalent
Cn1c(c([nH]c1=O)Cc2c[nH]c3c2cccc3Cl)[O-],necrostatin-2,-9.066577,x0749,active-covalent
c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)N(=O)=O,dantrolene,-9.066478,x1077,active-noncovalent
c1cc(ccc1c2ccc(o2)/C=C/3\C(=O)[N-]C(=O)S3)F,CAY10505,-9.066477,x0195,active-noncovalent
Cc1nc2ccccc2n1Cc3ccc(cc3)Cl,chlormidazole,-9.066476,x1093,active-noncovalent
C[N@H+]1CCC[C@@H]1CCSc2ccc(cc2)O,SIB-1553A,-9.063419,x0161,active-noncovalent
c1cc(ccc1CO[C@H]2Cn3cc([nH+]c3OC2)N(=O)=O)OC(F)(F)F,PA-824,-9.063246,x0161,active-noncovalent
CO[C@H]1CC=C2CC[N@H+]3[C@]2(C1)C4=CC(=O)OC[C@H]4CC3,NSC-9965,-9.062446,x0072,active-noncovalent
CC(C)C[C@H](C(=O)[O-])NC(=O)OCC1c2ccccc2-c3c1cccc3,NPC-15199,-9.061985,x0678,active-noncovalent
CCC1(C(=O)N(C(=O)N(C1=O)COC)COC)c2ccccc2,eterobarb,-9.061070,x0678,active-noncovalent
c1ccc(cc1)/C(=C(/c2ccccc2)\c3ccc(cc3)OCCO)/CCCl,ospemifene,-9.060997,x0434,active-noncovalent
c1c(onc1C(=O)N(C2CCCCC2)C3CCCCC3)C4CC4,CYM-5541,-9.060060,x1093,active-noncovalent
CCN(Cc1ccncc1)C(=O)[C@@H](CO)c2ccccc2,tropicamide,-9.059565,x0749,active-covalent
c1[nH]c2c(n1)c(nc(n2)N)OCC3CCCCC3,NU-2058,-9.059414,x0831,active-covalent
CC[C@H]1[C@@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H]([C@H]2[C@@H]5O)[N@H+]3[C@@H]1O)c6ccccc6[N@@]4C,ajmaline,-9.059394,x0749,active-covalent
CCOC(=O)c1ccc(cc1)OC(=O)CCCCC[NH+]=C(N)N,gabexate,-9.058656,x0104,active-noncovalent
CCC(CC)n1c2c([nH]c1=O)ncc(n2)C#C,tirasemtiv,-9.057319,x0195,active-noncovalent
CC(C)[NH2+]C[C@@H](COc1ccccc1OCC=C)O,oxprenolol,-9.056771,x0874,active-noncovalent
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)c3ccccc3)C,methylatropine-nitrate,-9.056665,x0749,active-covalent
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)[O-])NC(=O)c3ccc(cc3)Cl,benzotript,-9.056155,x0678,active-noncovalent
c1cc(ccc1Oc2ccc(cc2)Cl)S(=O)(=O)CC3(CCOCC3)C(=O)NO,CTS-1027,-9.055531,x0161,active-noncovalent
C[C@@H](c1ccccc1)NC(=O)c2ccccc2/N=C/c3c4ccccc4ccc3O,sirtinol,-9.055193,x0831,active-covalent
c1ccnc(c1)C(=O)c2cnn3c2nccc3c4ccncc4,ocinaplon,-9.055147,x0195,active-noncovalent
C[C@@H](c1ccc(cc1)C(=O)c2cccs2)C(=O)[O-],suprofen,-9.055114,x0749,active-covalent
CC[NH+](CC)Cc1cc(ccc1O)Nc2ccnc3c2ccc(c3)Cl,amodiaquine,-9.054550,x1077,active-noncovalent
Cc\1cc(=C)[nH]/c1=C\c2c3ccccc3[nH]c2O,semaxanib,-9.054338,x0195,active-noncovalent
c1cc(cc(c1)C(F)(F)F)[C@H]2C[NH2+]CCO2,flumexadol,-9.054163,x0195,active-noncovalent
Cn1c2c(cn1)c(nc(n2)c3cccc(c3)O)N4CCOCC4,ETP-45658,-9.053819,x1392,active-covalent
CC(=O)NCCc1c2cc(ccc2[nH]c1c3ccccc3)OC,2-phenylmelatonin,-9.053698,x0678,active-noncovalent
c1cc(sc1)C(=O)Oc2ccc3cc(sc3c2)C(=[NH2+])N,BCX-1470,-9.053535,x0107,active-noncovalent
C1C[C@H]([C@H](O[C@@H]1C[NH3+])O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)[NH3+])O)[NH3+])[NH3+])[NH3+],dibekacin,-9.051243,x0678,active-noncovalent
c1cc2c(c(c1)[O-])C(=O)c3c(cc(cc3[O-])CO)[C@H]2[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O,aloin,-9.050865,x1093,active-noncovalent
c1cc(cc(c1)Cl)c2ccc(o2)C(=O)Nc3ccc(cc3)C[NH+]4CCOCC4,CID-2011756,-9.050509,x0104,active-noncovalent
Cc1c(c(=O)n(n1C)c2ccccc2)NC(C)C,ramifenazone,-9.050013,x0104,active-noncovalent
Cc1cc(c(n1c2ccc(cc2)F)C)C(=O)C[NH+]3CCCC3,IU1,-9.049490,x0195,active-noncovalent
CC1(CN(C1)C(=O)c2ccc(cc2)c3cccc4n3nc(n4)NC(=O)C5CC5)C,solcitinib,-9.048704,x0161,active-noncovalent
Cc1cc2c(s1)Nc3ccccc3[NH+]=C2N4CC[NH+](CC4)C,olanzapine,-9.048552,x0195,active-noncovalent
Cc1c2c(c3cc(ccc3[nH+]c2n[nH]1)OC)NCCOCCO,SCH-51344,-9.047336,x0107,active-noncovalent
c1c(cc(c(c1I)Oc2cc(c(c(c2)I)[O-])I)I)C[C@@H](C(=O)[O-])[NH3+],levothyroxine,-9.045209,x0678,active-noncovalent
COc1cc(ccc1O)/C=C/C(=C/C(=O)/C=C/c2ccc(c(c2)OC)O)/O,curcumin,-9.044683,x0104,active-noncovalent
C[NH+](C)CCN(Cc1ccc(cc1)Cl)c2ccccn2,chloropyramine,-9.043710,x0195,active-noncovalent
CCCCn1ccc(c(c1=O)Cl)N2CCC(CC2)c3ccccc3,JNJ-40411813,-9.043389,x0104,active-noncovalent
c1ccc2c(c1)c3c(o2)[C@H]4[C@@]56CC[N@@H+]([C@@H]([C@@]5(C3)O)Cc7c6c(c(cc7)O)O4)CC8CC8,naltriben,-9.043026,x0072,active-noncovalent
CC(C)(C)c1cc(cc(c1O)C(C)(C)C)/C=C(\C#N)/C(=S)N,tyrphostin-AG-879,-9.042148,x0195,active-noncovalent
Cc1cc(=O)oc2c1cc3cc(oc3c2C)C,trioxsalen,-9.041206,x0749,active-covalent
C[C@@]12C[C@@H]([C@@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)[C@H](C=O)O)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O,flunisolide,-9.040825,x0830,active-covalent
CCN(C)C(=O)Oc1cccc(c1)[C@H](C)[NH+](C)C,rivastigmine,-9.040291,x0107,active-noncovalent
c1cc(oc1)CNc2c3c([nH]cn3)ncn2,kinetin,-9.040161,x0749,active-covalent
c1c[nH]c2c1c(c(c[nH+]2)C(=O)N)NC3[C@@H]4CC5C[C@H]3CC(C4)(C5)O,peficitinib,-9.039919,x0072,active-noncovalent
c1ccc(cc1)[C@](CC[NH+]2CCCCC2)([C@H]3C[C@@H]4C[C@H]3C=C4)O,biperiden,-9.039534,x0195,active-noncovalent
COc1c(cc2c(c1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O,bergenin,-9.039062,x0195,active-noncovalent
CC(=O)O[C@H]1CC[C@@]2([C@@H]3CC[C@]4([C@@H]([C@H]3CC=C2C1)CCC4=O)C)C,prasterone-acetate,-9.039054,x1077,active-noncovalent
c1ccc(cc1)CCCC[NH+]2CCC(CC2)c3ccccc3,4-PPBP,-9.038963,x0161,active-noncovalent
CCCCCCC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)C#C,norethisterone-enanthate,-9.037788,x0161,active-noncovalent
c1ccc(cc1)[C@@H](c2ccc(cc2)Cl)OCC[NH+]3CCCCC3,cloperastine,-9.037077,x0195,active-noncovalent
Cc1c(sc(n1)N(C)C(=O)Cc2ccc(cc2)c3ccccn3)S(=O)(=O)N,pritelivir,-9.035913,x0161,active-noncovalent
COc1cc(cc(c1OC)OC)/C=C/C(=O)N2CC[NH+](CC2)CC(=O)N3CCCC3,cinepazide,-9.034895,x0104,active-noncovalent
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCOCC3,linezolid,-9.034732,x0104,active-noncovalent
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2C[C@H]([C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O)O,digoxigenin,-9.034569,x0395,active-noncovalent
Cc1c(c2ccccc2o1)CNC(=O)NCc3cccs3,S-07662,-9.032615,x0104,active-noncovalent
C=CC[N@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,levallorphan,-9.031611,x0072,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,exemestane,-9.030524,x0749,active-covalent
C[C@@H](c1cc2ccc(cc2nc1c3ccccn3)F)Nc4c5c([nH]cn5)ncn4,AMG319,-9.029361,x0678,active-noncovalent
C[C@@H](c1cc2ccc(cc2nc1c3ccccn3)F)Nc4c5c([nH]cn5)ncn4,AMG-319,-9.029361,x0678,active-noncovalent
CC1(CCC(c2c1ccc(c2)C3(SCCS3)c4ccc5cc(ccc5c4)C(=O)[O-])(C)C)C,MM-11253,-9.029353,x1077,active-noncovalent
c1cnc2cc3c(cc2n1)[C@@H]4C[C@H]3C[NH2+]C4,varenicline,-9.029347,x0195,active-noncovalent
Cc1c2c(nc(n1)N)C[C@@H](NC2=O)c3ccc(cc3c4cccc(n4)OC)F,NVP-HSP990,-9.027154,x0678,active-noncovalent
C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C,tacalcitol,-9.025872,x0104,active-noncovalent
CC1(CCC2=C(O1)c3ccccc3C(=O)C2=O)C,beta-lapachone,-9.025756,x0195,active-noncovalent
c1cc2cccc3c2c(c1)C(=O)N(C3=O)CCCCCC(=O)NO,scriptaid,-9.025402,x0195,active-noncovalent
CC[C@@](C/C=C/c1ccccc1)(c2ccccc2)[N@@H+](C)CC3CC3,igmesine,-9.025148,x0072,active-noncovalent
