SMILES,TITLE,CAS Number,Drug Groups,InChIKey,InChI,,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID,DrugBank ID,Hybrid2,fragments,Mpro-x0678_dock,Mpro-x0107_dock,Mpro-x0749_dock,Mpro-x0830_dock,Mpro-x1077_dock,Mpro-x0104_dock,Mpro-x0072_dock,Mpro-x0831_dock,Mpro-x0692_dock,Mpro-x0967_dock,Mpro-x0195_dock,Mpro-x0161_dock,Mpro-x1334_dock,Mpro-x0397_dock,Mpro-x1392_dock,Mpro-x0946_dock,Mpro-x1386_dock,Mpro-x0434_dock,Mpro-x0770_dock,Mpro-x1418_dock,Mpro-x1093_dock,Mpro-x1385_dock,Mpro-x0708_dock,Mpro-x0354_dock,Mpro-x0874_dock,Mpro-x0759_dock,Mpro-x1375_dock,Mpro-x1374_dock,Mpro-x0426_dock,Mpro-x0820_dock,Mpro-x1412_dock,Mpro-x0305_dock,Mpro-x0736_dock,Mpro-x1249_dock,Mpro-x1311_dock,Mpro-x0395_dock,Mpro-x0387_dock,Mpro-x1493_dock,Mpro-x1187_dock,Mpro-x0734_dock,Mpro-x0540_dock,Mpro-x1458_dock,Mpro-x0774_dock,Mpro-x1348_dock,Mpro-x1380_dock,Mpro-x1358_dock,Mpro-x0981_dock,Mpro-x0691_dock,Mpro-x1478_dock,Mpro-x1351_dock,Mpro-x1382_dock,Mpro-x0771_dock,Mpro-x1384_dock,Mpro-x0705_dock,Mpro-x0731_dock,Mpro-x0887_dock,Mpro-x0752_dock,Mpro-x0769_dock,Mpro-x1425_dock,Mpro-x1308_dock,Mpro-x0755_dock,Mpro-x0978_dock,Mpro-x1402_dock,Mpro-x0689_dock,Mpro-x0786_dock,site
Cc1cccc(c1OC[C@@H](C)[NH3+])C,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",,experimental,VLPIATFUUWWMKC-SNVBAGLBSA-N,"InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3/t10-/m1/s1",,C11H17NO,,,180621,99443600,,CHEMBL147507,505,157171,50135883,DB07129,-8.193022,x0195,-7.289101,-4.756022,-5.623173,-5.203361,-6.33008,-7.515871,-6.61513,-5.964128,-5.587011,-4.824006,-8.193022,-7.228099,-7.283444,-3.466124,-6.437522,-6.63038,-5.430727,-5.714407,-5.839555,-5.783857,-5.48184,-7.26019,-5.679544,-5.884379,-5.850762,-4.466911,-5.934988,-5.747302,-3.760023,-4.989712,-6.742816,-5.810831,-4.992711,-4.953844,-6.8659,-5.718312,-4.576373,-4.47157,-5.360289,-5.010575,0.077742,-5.172572,-7.574633,-4.71206,-4.758601,-3.571898,-0.91574,-2.715281,-4.615534,-3.543546,-5.031573,-3.716573,-2.635231,-2.478679,-2.084231,-2.111062,-3.31647,-2.704214,-2.708805,-2.897154,-2.473942,-1.517226,-2.428221,-2.209667,-2.505437,active-noncovalent
CCC1(C(=O)NCNC1=O)c2ccccc2,Primidone,125-33-7,approved; vet_approved,DQMZLTXERSFNPB-UHFFFAOYSA-N,"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",,C12H14N2O2,C07371,D00474,4909,46507775,8412,CHEMBL856,,4740,,DB00794,-8.191757,x0678,-8.191757,-5.285968,-5.631425,-4.381158,-6.03261,-4.931713,-5.576139,-6.001914,-4.890436,-4.423629,-6.07791,-4.843957,-4.500256,-5.242203,-5.908321,-4.663963,-4.456902,-5.807268,-4.443024,-5.216286,-6.526618,-4.695629,-5.188189,-5.01273,-6.320705,-4.209455,-4.891582,-6.052989,-2.162404,-2.629575,-4.808459,-5.101371,-4.438787,-3.499888,-5.748619,-5.36867,-5.492244,-3.251491,-3.038464,-4.278175,0.067982,-4.901048,-5.453636,-4.081283,-4.117652,-3.41818,-2.293896,-3.283298,-4.462648,-3.150495,-6.254539,-3.527225,-3.221915,-2.753303,-2.451879,-0.001851,-3.049466,-3.153308,-3.644591,-2.433597,-3.126978,-1.365147,-2.950216,-3.00121,-2.051986,active-noncovalent
CC[C@@H]([C@@H](c1ccc(c2c1ccc(=O)[nH]2)O)O)[NH2+]C(C)C,Procaterol,72332-33-3,approved; investigational,FKNXQNWAXFXVNW-BLLLJJGKSA-N,"InChI=1S/C16H22N2O3/c1-4-12(17-9(2)3)16(21)11-5-7-13(19)15-10(11)6-8-14(20)18-15/h5-9,12,16-17,19,21H,4H2,1-3H3,(H,18,20)/t12-,16+/m0/s1",,C16H22N2O3,,,688561,46507907,,CHEMBL1478530,,599984,50167071,DB01366,-8.190609,x1077,-6.405266,-7.643008,-5.035193,-7.582057,-8.190609,-6.473223,-5.236104,-5.941449,-4.661504,-7.88946,-6.693525,-5.434035,-5.461918,-5.237632,-6.023736,-5.389155,-5.421543,-5.686995,-4.553442,-4.173763,-4.817356,-4.948213,-4.883944,-3.015363,-6.281937,-4.139713,-4.037892,-5.473183,-3.091327,-5.028579,-4.764087,-4.38506,-5.728846,-3.318842,-3.987591,-5.424127,-6.33473,-4.138159,-4.415255,-5.565797,-2.83839,-6.869838,-3.625748,-2.56862,-5.125505,-4.124021,0.08487,-3.748615,-5.232847,-3.18021,-4.739155,-2.993018,-2.817673,-3.011436,-1.966301,1.116424,-2.431295,-3.609551,-1.850281,-3.990132,-3.198667,-2.958407,-3.483545,-1.518869,-1.655425,active-noncovalent
c1cn(cc(c1=O)[O-])C[C@@H](C(=O)[O-])[NH3+],Mimosine,500-44-7,experimental,WZNJWVWKTVETCG-YFKPBYRVSA-N,"InChI=1S/C8H10N2O4/c9-5(8(13)14)3-10-2-1-6(11)7(12)4-10/h1-2,4-5,12H,3,9H2,(H,13,14)/t5-/m0/s1",,C8H10N2O4,C04771,,440473,46505895,29063,CHEMBL245416,MMS,389405,50198715,DB01055,-8.187805,x0107,-7.245068,-8.187805,-6.323233,-6.239784,-6.069688,-6.031033,-4.736541,-4.678863,-5.346232,-4.96133,-6.550082,-6.207394,-5.904305,-7.053016,-5.876662,-5.714033,-5.810504,-5.093455,-6.230231,-6.57656,-5.131948,-6.035162,-5.834863,-4.126356,-4.997922,-6.579569,-5.377748,-6.690716,-4.256982,-4.53699,-5.92269,-4.150753,-5.5956,-2.29757,-5.034993,-3.497082,-4.318404,-5.924616,-3.182081,-6.838131,-1.885106,-5.809118,-5.733087,-7.03391,-3.804537,-3.046227,-2.250773,-4.307949,-4.178292,-3.442506,-5.297968,-4.292802,-3.812317,-3.16808,-3.791211,-3.278728,-3.256442,-5.230236,-3.907098,-4.762574,-3.565969,-1.515697,-3.250645,-4.112374,-4.024119,active-noncovalent
c1ccc(c(c1)NCCC[NH3+])N(=O)=O,N-(3-AMINOPROPYL)-2-NITROBENZENAMINE,,experimental,GVGDDEYVTBKACE-UHFFFAOYSA-N,"InChI=1S/C9H13N3O2/c10-6-3-7-11-8-4-1-2-5-9(8)12(13)14/h1-2,4-5,11H,3,6-7,10H2",,C9H13N3O2,,,3581192,99444762,,CHEMBL1234797,NP2,2817851,,DB08291,-8.187611,x0195,-7.158973,-5.623138,-5.206681,-6.58395,-5.61192,-7.750274,-6.153661,-5.644441,-6.284285,-4.471033,-8.187611,-6.434176,-7.852242,-4.902203,-7.14331,-5.776813,-6.69296,-6.046595,-5.408686,-5.90698,-6.342498,-6.722683,-5.645569,-4.72263,-6.032533,-5.926508,-5.597162,-5.452738,-2.382051,-4.699142,-6.065808,-5.708891,-5.395646,-2.795586,-6.533172,-5.03287,-5.452059,-4.981053,-6.759994,-5.534861,-1.478669,-5.83954,-6.443676,-4.261627,-3.406787,-4.035273,-3.592991,-2.559126,-3.860434,-3.440047,-4.743653,-3.359743,-2.311186,-2.72324,-2.96956,-1.440597,-2.373968,-2.393934,-2.259772,-3.3011,-2.521401,-2.666869,-2.689309,-2.608778,-2.15011,active-noncovalent
CC(C)c1c(c2cc(ccc2[nH]c1=O)F)OC#CC3CC3,4-[(CYCLOPROPYLETHYNYL)OXY]-6-FLUORO-3-ISOPROPYLQUINOLIN-2(1H)-ONE,,experimental,YVJFHKQYMKKIHK-UHFFFAOYSA-N,"InChI=1S/C17H16FNO2/c1-10(2)15-16(21-8-7-11-3-4-11)13-9-12(18)5-6-14(13)19-17(15)20/h5-6,9-11H,3-4H2,1-2H3,(H,19,20)",,C17H16FNO2,,,448725,99444335,,CHEMBL365845,GWB,395440,,DB07864,-8.186555,x0195,-7.533739,-6.545213,-5.711066,-6.070873,-5.77851,-5.917059,-6.960603,-6.957483,-5.092557,-7.132923,-8.186555,-6.583352,-4.9187,-3.943042,-6.174519,-7.107669,-5.581973,-7.515532,-5.053988,-5.905433,-6.616914,-5.89349,-5.910532,-6.582843,-7.39824,-5.277438,-4.688163,-3.576425,-0.512017,-3.13501,-5.168177,-7.701123,-5.453714,-5.361525,-4.298228,-5.57583,-4.774549,-4.676306,-4.896983,-3.204484,-0.966949,-3.968213,-4.281483,-3.492024,-4.499863,-4.57934,-1.501732,-3.23513,-2.116029,-3.132116,-7.249662,-4.232041,-2.604743,-3.280495,-2.719318,-2.396055,-2.363702,-4.021113,-3.29907,-3.688921,-3.200187,-1.19089,-2.939722,-2.768889,-0.637092,active-noncovalent
C([C@@H](C(=O)[O-])[NH3+])SS(=O)(=O)[O-],S-sulphocysteine,1637-71-4,experimental,NOKPBJYHPHHWAN-REOHCLBHSA-N,"InChI=1S/C3H7NO5S2/c4-2(3(5)6)1-10-11(7,8)9/h2H,1,4H2,(H,5,6)(H,7,8,9)/t2-/m0/s1",,C3H7NO5S2,C05824,,115015,46505164,27891,CHEMBL457665,CSU,102939,50269414,DB04370,-8.186016,x0397,-4.504083,-5.379014,-3.276315,-5.395863,-4.216841,-3.682846,-2.878106,-3.867877,-4.005821,-4.321452,-4.180878,-3.26579,-4.179034,-8.186016,-3.615747,-3.551822,-4.204132,-3.580292,-3.975806,-4.43525,-3.314914,-4.096999,-3.116261,-3.064722,-4.49712,-4.817149,-3.322472,-4.323454,-3.784013,-4.200479,-3.873305,-2.408906,-4.221404,-0.749881,-3.618032,-2.568557,-2.65344,-6.069466,-0.512846,-4.032038,0.164096,-4.44779,-3.921299,-4.756663,-4.023982,-3.570189,-2.232467,-4.202909,-4.323696,-3.319215,-3.488579,-3.511665,-3.450895,-3.000993,-3.221758,-1.688561,-2.579454,-5.017731,-2.962409,-4.354164,-5.31327,-2.228587,-5.072785,-5.37162,-2.943132,active-noncovalent
CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3C[C@@H](C5=CC(=O)C=C[C@@]54C)F)F)O)C)OC(O2)(C)C,Fluocinonide,356-12-7,approved; investigational,WJOHZNCJWYWUJD-IUGZLZTKSA-N,"InChI=1S/C26H32F2O7/c1-13(29)33-12-20(32)26-21(34-22(2,3)35-26)10-15-16-9-18(27)17-8-14(30)6-7-23(17,4)25(16,28)19(31)11-24(15,26)5/h6-8,15-16,18-19,21,31H,9-12H2,1-5H3/t15-,16-,18-,19-,21+,23-,24-,25-,26+/m0/s1",,C26H32F2O7,,D00325,9642,46504523,5109,CHEMBL1501,,9265,,DB01047,-8.184811,x1077,-2.481252,-3.697642,-6.615506,-2.39833,-8.184811,-3.194177,-5.956205,-0.367844,-0.536983,-4.260477,-5.379708,-8.044089,-0.309812,-1.526962,-2.155712,-2.302216,1.779909,-3.32517,2.804684,0.55022,-2.447619,0.380989,0.740886,-0.628257,-6.563739,-0.7769,-1.521904,0.812011,3.527617,2.353389,3.774876,-0.850612,-1.05808,-3.589352,-2.099852,-5.964392,-4.861428,1.549302,-3.274148,2.082507,2.640466,3.580256,1.71612,0.45286,-1.145678,0.361011,7.278145,0.884358,2.284572,0.621762,3.71857,0.074214,1.89044,1.2387,1.570407,2.905429,2.747949,1.841758,1.604125,2.252449,2.223363,3.118005,3.106685,1.808531,2.674855,active-noncovalent
c1cc2c(cc(c(c2nc1)O)Cl)Cl,Chloroxine,773-76-2,approved,WDFKMLRRRCGAKS-UHFFFAOYSA-N,"InChI=1S/C9H5Cl2NO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",,C9H5Cl2NO,,D03472,2722,46508620,59477,CHEMBL1200596,,2621,32187,DB01243,-8.184093,x0195,-6.170302,-5.303286,-5.966532,-5.567609,-5.557313,-6.84772,-6.141324,-6.12248,-6.602942,-4.204709,-8.184093,-6.506429,-6.255641,-5.859674,-6.976426,-6.745996,-6.843111,-6.742734,-7.136116,-7.589602,-6.206767,-6.202086,-6.692881,-5.812935,-5.684035,-5.858211,-4.719167,-4.813498,-6.027757,-4.445006,-5.708935,-6.147058,-6.357336,-2.892209,-5.643164,-5.710454,-4.143265,-5.618201,-4.92763,-4.392243,-6.607198,-5.551895,-5.051044,-5.068256,-3.911162,-4.054508,-0.823268,-4.157353,-5.259514,-3.483882,-5.582401,-4.930987,-3.202667,-3.061482,-3.688912,-1.56939,-4.354774,-3.93641,-4.359183,-4.565845,-3.952553,-2.398725,-4.231812,-3.775644,-2.250447,active-noncovalent
c1cc(cc(c1)n2nc3c(=O)[nH]c(nc3n2)N)C(=O)[O-],"3-(5-amino-7-hydroxy-(1,2,3)triazolo(4,5-d)pyrimidin-2-yl)benzoic acid",,experimental,KNLLRZNGRRRPEW-UHFFFAOYSA-N,"InChI=1S/C11H8N6O3/c12-11-13-8-7(9(18)14-11)15-17(16-8)6-3-1-2-5(4-6)10(19)20/h1-4H,(H,19,20)(H3,12,13,14,16,18)",,C11H8N6O3,,,448406,46508079,,CHEMBL265758,A45,395214,50143061,DB01906,-8.183857,x0749,-8.106103,-6.449973,-8.183857,-3.612275,-6.893559,-6.284614,-3.848728,-5.324644,-3.815105,-5.651192,-6.796165,-5.798242,-6.234823,-6.948966,-5.410454,-5.02666,-6.421702,-5.585105,-5.60466,-5.838932,-4.507188,-6.23897,-6.002112,-0.830461,-6.910504,-3.702564,-2.452599,-1.884107,-2.256322,-2.816468,-5.936889,-2.479105,-5.091717,-0.924448,-3.380044,-5.667049,-3.431746,-2.052863,-5.155454,-2.808477,-2.531734,-2.986662,-5.96649,-5.466795,-2.199529,-2.752868,2.836242,-2.183951,-3.187714,-2.540494,-4.889122,-0.747714,-1.391979,-1.241919,0.836839,-2.068998,-2.452369,-2.333388,-0.249332,-2.35108,-2.020601,0.87058,-1.470895,-2.536617,-2.977637,active-covalent
CCc1ccc2c(c1)N(c3ccccc3S2)C[C@@H](C)C[NH+](C)C,Etymemazine,,experimental; vet_approved,USKHCLAXJXCWMO-UHFFFAOYSA-N,"InChI=1S/C20H26N2S/c1-5-16-10-11-20-18(12-16)22(14-15(2)13-21(3)4)17-8-6-7-9-19(17)23-20/h6-12,15H,5,13-14H2,1-4H3",,C20H26N2S,,,,,135393,CHEMBL2008544,,64847,,DB11517,-8.183055,x0072,-7.305051,-5.85326,-6.883291,-5.71855,-7.532046,-7.587549,-8.183055,-5.379402,-5.621436,-4.576761,-7.695969,-7.787254,-5.004111,-3.246196,-6.3102,-5.813973,-4.682015,-6.421566,-4.946527,-4.44502,-6.815931,-5.555974,-2.45194,-5.350947,-6.990688,-4.898161,-3.112149,-3.088878,-0.46045,-2.981155,-3.950067,-6.315799,-4.025747,-4.197845,-4.766657,-7.013075,-6.328591,-4.005296,-4.236187,-4.78913,1.100836,-4.136549,-5.411775,-3.426805,-4.704352,-4.395944,2.258753,-2.512165,-4.620004,-3.511352,-4.485043,-2.886208,-2.597486,-2.11622,-1.061737,0.220108,-0.835628,-2.669516,-3.802059,-3.558586,-2.530201,-0.135236,-1.397725,-1.632984,-0.738246,active-noncovalent
[H]/N=C\1/C=C(C(=O)C=C1[O-])C[C@@H](C(=O)[O-])[NH3+],"3-(4-Hydroxy-3-Imino-6-Oxo-Cyclohexa-1,4-Dienyl)-Alanine",,experimental,FKLZKBKFGLLJJV-HPWAZMHGSA-N,"InChI=1S/C9H10N2O4/c10-5-1-4(2-6(11)9(14)15)7(12)3-8(5)13/h1,3,6,10,13H,2,11H2,(H,14,15)/b10-5-/t6-/m0/s1",,C9H10N2O4,,,17754209,46505253,,,TYY,16744243,,DB03631,-8.182240,x1418,-7.988515,-7.469218,-6.064641,-7.08602,-7.47265,-6.683425,-5.028005,-5.855688,-6.490664,-6.581146,-6.801117,-6.638409,-6.77774,-6.580402,-7.097352,-6.38179,-7.207593,-4.79062,-7.407445,-8.18224,-5.460073,-6.385751,-6.870953,-4.12691,-5.404172,-6.84904,-6.192593,-7.953371,-5.536793,-5.259241,-6.552214,-4.542892,-4.917981,-2.766998,-5.779662,-4.046672,-5.118319,-5.932015,-3.158283,-7.498575,-1.834778,-6.462933,-6.773823,-7.008195,-4.408564,-3.419978,-2.325565,-4.687714,-5.230175,-3.495091,-5.236487,-4.370734,-3.209775,-3.408641,-2.842023,-3.590522,-3.551217,-5.311128,-3.489915,-4.432036,-4.569556,-2.50149,-4.554101,-4.602675,-3.081089,active-covalent
c1cc(c(c(c1)Br)NC2=[NH+]CCN2)F,Romifidine,65896-16-4,vet_approved,KDPNLRQZHDJRFU-UHFFFAOYSA-N,"InChI=1S/C9H9BrFN3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",,C9H9BrFN3,,D08487,,,,CHEMBL2105424,,64975,,DB11543,-8.182166,x0195,-7.433806,-5.083382,-6.940637,-7.088521,-5.975279,-6.88363,-5.972194,-7.121934,-6.65244,-5.680988,-8.182166,-6.593357,-6.832771,-4.062368,-7.128195,-6.410592,-7.373594,-6.95776,-6.902643,-7.826823,-5.860553,-8.006804,-6.707843,-6.533925,-5.33802,-6.644485,-5.399439,-5.124835,-3.762833,-4.587531,-7.192941,-6.568294,-4.862757,-4.679183,-5.540836,-5.057258,-5.74014,-3.888046,-4.14146,-4.886601,-2.626003,-4.68435,-7.412555,-5.401918,-4.942011,-3.659281,-3.693494,-3.766046,-3.50626,-4.152672,-5.607549,-4.383869,-4.031176,-2.319477,-5.385881,-2.59146,-3.743812,-3.213188,-3.426308,-4.592551,-3.526422,-3.41995,-2.910451,-3.250911,-3.69037,active-noncovalent
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4([C@H](C=O)O)O)C)O)F,Fludrocortisone,127-31-1,approved; investigational,AAXVEMMRQDVLJB-BULBTXNYSA-N,"InChI=1S/C21H29FO5/c1-18-7-5-13(24)9-12(18)3-4-15-14-6-8-20(27,17(26)11-23)19(14,2)10-16(25)21(15,18)22/h9,14-16,23,25,27H,3-8,10-11H2,1-2H3/t14-,15-,16-,18-,19-,20-,21-/m0/s1",,C21H29FO5,C07004,D07967,31378,46508616,50885,CHEMBL1201388,ZK5,29111,,DB00687,-8.179886,x0678,-8.179886,-5.96018,-7.740263,-5.068288,-7.751238,-5.977788,-7.736859,-3.81089,-4.597077,-7.070043,-6.388293,-6.177932,-4.156865,-3.119962,-4.544656,-6.145812,-2.295655,-6.080299,-2.509585,-3.655514,-6.462026,-4.1159,-2.022324,-2.652878,-7.893752,-2.587128,-3.851536,-3.067566,0.808396,-0.577925,-2.171722,-3.335106,-3.631001,-4.213243,-5.18324,-6.490611,-6.846735,-1.677602,-2.387263,-2.024644,0.305601,-2.599789,-2.477522,-2.413625,-4.27302,-3.077685,3.378727,0.007092,-1.393785,-2.771651,0.101696,-1.374898,-0.943929,-0.09488,2.497639,-0.417715,-0.076026,-0.7306,-1.545404,-1.754493,0.259543,1.183304,0.765156,0.430402,0.017139,active-noncovalent
C[C@@H]([C@@H](c1ccccc1)O)[NH+](C)C,DL-Methylephedrine,1201-56-5,approved,FMCGSUUBYTWNDP-ONGXEEELSA-N,"InChI=1S/C11H17NO/c1-9(12(2)3)11(13)10-7-5-4-6-8-10/h4-9,11,13H,1-3H3/t9-,11-/m0/s1",,C11H17NO,,,,,113556,CHEMBL445001,,58315,,DB11278,-8.179488,x0161,-7.199508,-5.938081,-6.33133,-6.032787,-6.88758,-7.276625,-6.53839,-5.826098,-5.009479,-4.080861,-7.901921,-8.179488,-5.294945,-4.73805,-6.562823,-5.823456,-5.99094,-7.577201,-4.657797,-5.405149,-4.359363,-6.758091,-5.900054,-4.405903,-6.34632,-5.738591,-4.852101,-7.526351,-2.693447,-4.373152,-4.979419,-6.829131,-3.494187,-3.286571,-5.572726,-5.7192,-5.892264,-4.401419,-3.036741,-2.841231,-1.002945,-4.352003,-4.109277,-3.080962,-3.918284,-2.94406,-1.448129,-3.042495,-3.239936,-2.897842,-5.969124,-3.316168,-2.632479,-2.298048,-2.607483,-1.24941,-3.077771,-2.868614,-2.777196,-2.980675,-2.596793,-3.111523,-3.052016,-2.716577,-3.204251,active-noncovalent
c1cc(c(c2c1CCC[NH2+]C2)Cl)Cl,"8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine",,experimental,IADAQXMUWITWNG-UHFFFAOYSA-N,"InChI=1S/C10H11Cl2N/c11-9-4-3-7-2-1-5-13-6-8(7)10(9)12/h3-4,13H,1-2,5-6H2",,C10H11Cl2N,,,121938,46504496,,CHEMBL38681,LY1,108782,14061,DB04273,-8.179276,x0749,-6.961181,-5.587959,-8.179276,-5.14998,-6.494911,-7.709684,-7.15323,-6.144277,-6.353256,-4.422041,-7.909334,-6.496367,-6.176758,-3.78226,-6.874325,-7.083389,-5.432854,-5.872488,-5.893633,-6.209063,-5.358608,-6.665322,-6.83033,-5.605798,-7.079031,-4.709001,-4.988317,-5.732599,-4.838759,-4.449587,-5.21888,-7.175052,-4.417713,-4.816412,-6.142914,-6.31229,-5.663986,-3.996306,-3.837413,-4.717816,-0.71637,-5.007338,-4.752122,-4.235513,-5.423365,-3.563311,-1.416819,-4.013798,-3.518782,-3.430806,-5.677138,-4.245815,-4.063295,-2.761031,-3.658305,-2.382818,-4.39541,-3.942013,-3.967928,-4.220628,-4.072074,-1.337416,-3.249919,-3.272495,-2.651829,active-covalent
c1ccc(cc1)c2cnc[nH]2,4-Phenyl-1h-Imidazole,,experimental,XHLKOHSAWQPOFO-UHFFFAOYSA-N,"InChI=1S/C9H8N2/c1-2-4-8(5-3-1)9-6-10-7-11-9/h1-7H,(H,10,11)",,C9H8N2,,,69590,46505188,,CHEMBL14145,231,62794,24656,DB03254,-8.178530,x0678,-8.17853,-6.077533,-7.912477,-6.084925,-6.93977,-7.326834,-6.189314,-5.694366,-5.689989,-4.916329,-7.92538,-7.968749,-5.711492,-5.534255,-6.041092,-7.09527,-6.411619,-6.317743,-6.272107,-6.782333,-7.015446,-6.043176,-7.269945,-6.875133,-6.050346,-5.731283,-6.123146,-7.808262,-6.206792,-5.014964,-6.543573,-6.68504,-4.869011,-3.599518,-6.189258,-6.090727,-6.396003,-4.395041,-3.991294,-5.6149,-6.474857,-5.395495,-5.758113,-6.452467,-4.203786,-4.528952,-4.833165,-4.235456,-4.309057,-4.189141,-8.154174,-4.829226,-4.013771,-3.870828,-3.842136,-3.626607,-5.125236,-4.109876,-2.806331,-4.601898,-4.069541,-3.997418,-3.83757,-4.649333,-4.285092,active-noncovalent
c1cc(c(cc1N)O)C(=O)[O-],Aminosalicylic acid,65-49-6,approved,WUBBRNOQWQTFEX-UHFFFAOYSA-N,"InChI=1S/C7H7NO3/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3,9H,8H2,(H,10,11)",,C7H7NO3,C02518,D00162,4649,46505572,27565,CHEMBL1169,BHA,4488,48319,DB00233,-8.178270,x0678,-8.17827,-4.661925,-5.846992,-4.865746,-5.734642,-4.798734,-4.399551,-4.402942,-4.325525,-4.469016,-6.32743,-4.607815,-5.989496,-6.446043,-5.14146,-4.680415,-5.04063,-5.722179,-4.676428,-5.084251,-6.363464,-6.085986,-4.344063,-4.147213,-4.880548,-4.119235,-4.752078,-4.825735,-5.190722,-3.986098,-5.268993,-4.220257,-4.765373,-0.855807,-4.711248,-4.780667,-5.005756,-5.306225,-1.971894,-4.82519,1.837276,-4.60009,-4.034084,-4.684384,-3.21848,-4.176261,-1.171771,-4.578138,-5.58358,-3.091332,-4.957859,-3.714218,-3.795628,-5.016093,-3.268381,-1.629565,-5.1408,-5.713259,-3.450475,-4.751674,-5.880514,-0.980981,-5.759204,-5.68574,-2.292332,active-noncovalent
C[C@H](Cc1ccccc1)[N@@H+](C)CC=C,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,,experimental,BVYBGDRWIWQPOV-GFCCVEGCSA-N,"InChI=1S/C13H19N/c1-4-10-14(3)12(2)11-13-8-6-5-7-9-13/h4-9,12H,1,10-11H2,2-3H3/t12-/m1/s1",,C13H19N,,,5288103,46507528,,,DPK,4450337,,DB04677,-8.177457,x0072,-7.949854,-5.078754,-7.715421,-6.38514,-6.19415,-7.97512,-8.177457,-5.96098,-5.421523,-4.06129,-7.497654,-7.930974,-4.983087,-5.397198,-7.125553,-6.685212,-6.663055,-7.534833,-5.898746,-6.515904,-5.085261,-4.670319,-7.302732,-4.965691,-7.200097,-6.293761,-4.925439,-5.188881,-2.009392,-4.356352,-4.910614,-5.667438,-3.525142,-4.128475,-6.629374,-6.703277,-5.776662,-4.419885,-3.765139,-4.980394,-1.764613,-4.40209,-4.224014,-3.109495,-4.468026,-3.289428,-2.49307,-2.577326,-3.829365,-2.47788,-6.544371,-3.068076,-2.270409,-2.08052,-2.588454,-1.242068,-3.032118,-2.666573,-2.615659,-2.825531,-2.276751,-2.835828,-2.217575,-2.817134,-1.881955,active-noncovalent
C[C@@H]1C[N@](CC[NH2+]1)c2c(cc3c(c2OC)n(cc(c3=O)C(=O)[O-])C4CC4)F,Gatifloxacin,112811-59-3,approved; investigational,XUBOMFCQGDBHNK-UHFFFAOYSA-N,"InChI=1S/C19H22FN3O4/c1-10-8-22(6-5-21-10)16-14(20)7-12-15(18(16)27-2)23(11-3-4-11)9-13(17(12)24)19(25)26/h7,9-11,21H,3-6,8H2,1-2H3,(H,25,26)",,C19H22FN3O4,C07661,D08011,5379,46506159,5280,CHEMBL31,,5186,50117914,DB01044,-8.175415,x0749,-5.975512,-5.657005,-8.175415,-7.823914,-8.156517,-5.4784,-7.920194,-5.194306,-4.775178,-3.623943,-7.759443,-5.455395,-7.215316,-4.242705,-5.356104,-6.180037,-4.55633,-6.692388,-3.898953,-4.146762,-4.610836,-7.621829,-4.350315,-2.392162,-7.261942,-3.169927,-0.009663,-0.207196,-0.450236,-2.431386,-7.163867,-3.380284,-4.678856,-2.460869,-1.759596,-3.977001,-4.724054,-2.877614,-4.437351,-4.06403,-1.487931,-4.468953,-5.946792,-4.455876,-3.546989,-2.651052,5.790722,-2.02615,-1.960196,-3.328254,0.668214,-1.281653,-1.570044,-1.584269,0.899993,1.304458,0.203496,-3.705509,-2.512855,-4.070941,-3.388584,2.831846,-4.040114,-1.746799,-0.146738,active-covalent
