!Source	"The Drug Repurposing Hub, Broad Institute"										
!URL	http://www.broadinstitute.org/repurposing										
!File_date	3/24/2020										
!Table_name	sample information										
!API_available	We suggest using the available data API and/or custom web export function for additional annotation fields and database source information.										
!Disclaimer	For research use only. Do not use the Repurposing Hub to make clinical treatment decisions. BROAD DOES NOT GUARANTEE OR WARRANT THE ACCURACY OF THE DATA WITHIN THE REPURPOSING HUB.  RELIANCE ON THE REPURPOSING HUB IS AT THE USER'S SOLE RISK.										
!Restrictions	The Drug Repurposing Hub data is provided for non-commercial use only.										
!Citation	"Please cite usage as: Corsello SM, et al. Nature Medicine. 2017 Apr 7;23(4):405-408. doi: 10.1038/nm.4306."										
!Contact	repurposing@broadinstitute.org										
broad_id	pert_iname	qc_incompatible	purity	vendor	catalog_no	vendor_name	expected_mass	smiles	InChIKey	pubchem_cid	deprecated_broad_id
BRD-K86003836-001-10-5	flubendazole	0	97.49	MicroSource	1505043	FLUBENDAZOLE	313.086	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccc(F)cc1	CPEUVMUXAHMANV-UHFFFAOYSA-N	35802	BRD-K99928247-001-01-0
BRD-K86003836-001-13-9	flubendazole	0	97.46	MedChemEx	HY-B0294	Flubendazole	313.086	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccc(F)cc1	CPEUVMUXAHMANV-UHFFFAOYSA-N	35802	
BRD-K86003836-001-09-7	flubendazole	0	96.48	Selleck	S1837	Flubendazole	313.086	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccc(F)cc1	CPEUVMUXAHMANV-UHFFFAOYSA-N	35802	
BRD-K27871792-236-01-0	flucloxacillin	0	74.99	Sigma	MFCD01682108	"sodium (2S,5R,6R)-6-({[3-(2-chloro-6-fluorophenyl)-5-methyl-4-isoxazolyl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate"	453.056	Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(F)cccc1Cl	UIOFUWFRIANQPC-JKIFEVAISA-N	21319	
BRD-K27871792-001-01-8	flucloxacillin	0	78.07	Prestwick	Prestw-1011	Flucloxacillin sodium	453.056	Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(F)cccc1Cl	UIOFUWFRIANQPC-JKIFEVAISA-N	21319	BRD-A13650332-236-09-6
BRD-K05977355-001-19-0	fluconazole	0	97.95	MicroSource	1503975	FLUCONAZOLE	306.104	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	RFHAOTPXVQNOHP-UHFFFAOYSA-N	3365	
BRD-K05977355-001-23-2	fluconazole	0	95.83	Sigma	Y0000557	"2-(2,4-difluorophenyl)-1,3-di(1H-1,2,4-triazol-1-yl)-2-propanol"	306.104	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	RFHAOTPXVQNOHP-UHFFFAOYSA-N	3365	
BRD-K05977355-001-18-2	fluconazole	0	90.64	Selleck	S1331	Fluconazole	306.104	OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F	RFHAOTPXVQNOHP-UHFFFAOYSA-N	3365	
BRD-K82143716-001-30-9	flucytosine	0	100	MedChemEx	HY-B0139	Flucytosine	129.034	Nc1nc(=O)[nH]cc1F	XRECTZIEBJDKEO-UHFFFAOYSA-N	3366	
BRD-K82143716-001-20-7	flucytosine	0	92.98	MicroSource	1505429	FLUCYTOSINE	129.034	Nc1nc(=O)[nH]cc1F	XRECTZIEBJDKEO-UHFFFAOYSA-N	3366	
BRD-K82143716-001-19-9	flucytosine	0	100	Selleck	S1666	Flucytosine	129.034	Nc1nc(=O)[nH]cc1F	XRECTZIEBJDKEO-UHFFFAOYSA-N	3366	
BRD-K66788707-001-15-0	fludarabine	0	83.64	Tocris	3495	Fludarabine	285.087	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	HBUBKKRHXORPQB-FJFJXFQQSA-N	657237	
BRD-K66788707-001-14-3	fludarabine	0	98.32	Tocris	3495	Fludarabine	285.087	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	HBUBKKRHXORPQB-FJFJXFQQSA-N	657237	
BRD-K66788707-001-17-6	fludarabine	0	96.09	Selleck	S1491	Fludarabine (Fludara)	285.087	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O	HBUBKKRHXORPQB-FJFJXFQQSA-N	657237	BRD-K51927012-001-02-9
BRD-K71106091-001-06-1	fludarabine-phosphate	0	96.99	MicroSource	1505705	FLUDARABINE PHOSPHATE	365.054	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	GIUYCYHIANZCFB-FJFJXFQQSA-N	30751	
BRD-K71106091-001-09-5	fludarabine-phosphate	0	93.84	Selleck	S1229	Fludarabine Phosphate (Fludara)	365.054	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	GIUYCYHIANZCFB-FJFJXFQQSA-N	30751	
BRD-K71106091-001-05-3	fludarabine-phosphate	0	86.16	Selleck	S1229	Fludarabine Phosphate	365.054	Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	GIUYCYHIANZCFB-FJFJXFQQSA-N	30751	
BRD-K06408664-001-03-5	fludrocortisone-acetate	0	92.71	MicroSource	1500299	FLUDROCORTISONE ACETATE	422.21	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |t:15|	SYWHXTATXSMDSB-GSLJADNHSA-N	225609	BRD-A38749782-001-04-1
BRD-K06408664-001-04-9	fludrocortisone-acetate	0	86.36	MedChemEx	HY-B1203A	Fludrocortisone (acetate)	422.21	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |t:15|	SYWHXTATXSMDSB-GSLJADNHSA-N	225609	
BRD-K06408664-001-02-7	fludrocortisone-acetate	0	92.19	Sigma	MFCD00864160	"(11beta)-9-fluoro-11,17-dihydroxy-3,20-dioxopregn-4-en-21-yl acetate"	422.21	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C |t:15|	SYWHXTATXSMDSB-GSLJADNHSA-N	225609	
BRD-K00824317-001-18-9	fludroxycortide	0	91.88	MedChemEx	HY-B1013	Flurandrenolide	436.226	CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |t:11|	POPFMWWJOGLOIF-XWCQMRHXSA-N	15209	
BRD-K44067360-001-30-3	flufenamic-acid	0	99.37	MicroSource	1501015	FLUFENAMIC ACID	281.066	OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	LPEPZBJOKDYZAD-UHFFFAOYSA-N	3371	
BRD-K44067360-001-29-5	flufenamic-acid	0	97.61	Selleck	S4268	Flufenamic acid	281.066	OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F	LPEPZBJOKDYZAD-UHFFFAOYSA-N	3371	
BRD-K68870568-066-01-5	flumatinib	0	94.43	MedChemEx	HY-13905	Flumatinib (mesylate)	562.242	CN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2cnc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1	BJCJYEYYYGBROF-UHFFFAOYSA-N	46848036	
BRD-K68870568-066-02-9	flumatinib	0	97.8	MedChemEx	HY-13905	Flumatinib (mesylate)	562.242	CN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2cnc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1	BJCJYEYYYGBROF-UHFFFAOYSA-N	46848036	
BRD-K98769987-001-25-2	flumazenil	0	96.94	Tocris	1328	Flumazenil	303.102	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21	OFBIFZUFASYYRE-UHFFFAOYSA-N	3373	
BRD-K98769987-001-23-7	flumazenil	0	99.3	MicroSource	1505701	FlUMAZENIL	303.102	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21	OFBIFZUFASYYRE-UHFFFAOYSA-N	3373	
BRD-K98769987-001-26-9	flumazenil	0	96.93	Tocris	1328	Flumazenil	303.102	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21	OFBIFZUFASYYRE-UHFFFAOYSA-N	3373	
BRD-K98769987-001-21-1	flumazenil	0	98.36	Selleck	S1332	Flumazenil	303.102	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21	OFBIFZUFASYYRE-UHFFFAOYSA-N	3373	
BRD-K98769987-001-22-9	flumazenil	0	99.29	Tocris	1328	Flumazenil	303.102	CCOC(=O)c1ncn-2c1CN(C)C(=O)c1cc(F)ccc-21	OFBIFZUFASYYRE-UHFFFAOYSA-N	3373	
BRD-A44181516-001-01-8	flumecinol	0	97.8	Enamine	Z2301518221	1-phenyl-1-[3-(trifluoromethyl)phenyl]-1-propanol	280.107	"CC[C@@](O)(c1ccccc1)c1cccc(c1)C(F)(F)F |&1:2,r|"	DVASNQYQOZHAJN-OAHLLOKOSA-N	76961845	
BRD-A69777949-001-25-9	flumequine	0	97.02	MicroSource	1500992	FLUMEQUINE	261.08	"C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O |&1:1,r|"	DPSPPJIUMHPXMA-ZETCQYMHSA-N	6918894	
BRD-A69777949-001-27-9	flumequine	0	96.53	MedChemEx	HY-B0526	Flumequine	261.08	"C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O |&1:1,r|"	DPSPPJIUMHPXMA-ZETCQYMHSA-N	6918894	
BRD-A69777949-001-24-2	flumequine	0	98.1	Selleck	S3181	Flumequine	261.08	"C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O |&1:1,r|"	DPSPPJIUMHPXMA-ZETCQYMHSA-N	6918894	
BRD-K61496577-001-21-9	flumethasone	0	85.67	MedChemEx	HY-B1051	Flumethasone	410.19	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:12,t:8|"	WXURHACBFYSXBI-GQKYHHCASA-N	16490	
BRD-K61496577-001-20-2	flumethasone	0	97.76	MicroSource	1501196	FLUMETHASONE	410.19	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:12,t:8|"	WXURHACBFYSXBI-GQKYHHCASA-N	16490	BRD-A01346607-001-04-2
BRD-K61496577-001-19-4	flumethasone	0	95.06	Selleck	S4088	Flumethasone	410.19	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO |c:12,t:8|"	WXURHACBFYSXBI-GQKYHHCASA-N	16490	BRD-K09237689-001-01-0
BRD-K00025599-001-01-9	flumethasone-pivalate	0	94.44	Sigma	F0891-100MG		494.248	"C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C |c:12,t:8|"	JWRMHDSINXPDHB-OJAGFMMFSA-N	443980	
BRD-A43518428-001-02-7	flumexadol	0	29.46	Enamine	Z1318513963	2-[3-(trifluoromethyl)phenyl]morpholine	231.087	"FC(F)(F)c1cccc(c1)[C@H]1CNCCO1 |&1:10,r|"	GXPYCYWPUGKQIJ-SNVBAGLBSA-N	76971765	
BRD-A43518428-001-01-9	flumexadol	0	16.22	Enamine	Z397586650		231.087	"FC(F)(F)c1cccc(c1)[C@H]1CNCCO1 |&1:10,r|"	GXPYCYWPUGKQIJ-SNVBAGLBSA-N	76971765	
BRD-K29582677-300-11-4	flunarizine	0	96.48	Tocris	522	Flunarizine dihydrochloride	404.206	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	SMANXXCATUTDDT-QPJJXVBHSA-N	941361	
BRD-K29582677-300-08-0	flunarizine	0	97.61	Selleck	S2030	Flunarizine 2HCl	404.206	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	SMANXXCATUTDDT-QPJJXVBHSA-N	941361	
BRD-K29582677-300-10-6	flunarizine	0	97.81	MicroSource	1500993	FLUNARIZINE HYDROCHLORIDE	404.206	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	SMANXXCATUTDDT-QPJJXVBHSA-N	941361	
BRD-K29582677-300-09-8	flunarizine	0	97.68	Tocris	522	Flunarizine dihydrochloride	404.206	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	SMANXXCATUTDDT-QPJJXVBHSA-N	941361	
BRD-K49577446-001-12-9	flunisolide	0	91.32	MedChemEx	HY-B1121	Flunisolide	434.21	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |c:15,t:11|"	XSFJVAJPIHIPKU-XWCQMRHXSA-N	82153	
BRD-K99984802-100-13-5	flunixin-meglumin	0	99.53	MicroSource	1505113	FLUNIXIN MEGLUMINE	296.077	Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F	NOOCSNJCXJYGPE-UHFFFAOYSA-N	38081	
BRD-K99984802-100-14-9	flunixin-meglumin	0	96.82	MedChemEx	HY-B0386	Flunixin (meglumine)	296.077	Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F	NOOCSNJCXJYGPE-UHFFFAOYSA-N	38081	
BRD-K99984802-100-12-7	flunixin-meglumin	0	97.97	Selleck	S2108	Flunixin Meglumin	296.077	Cc1c(Nc2ncccc2C(O)=O)cccc1C(F)(F)F	NOOCSNJCXJYGPE-UHFFFAOYSA-N	38081	
BRD-K94353609-001-22-9	fluocinolone-acetonide	0	92.74	MedChemEx	HY-B0415	Fluocinolone (Acetonide)	452.201	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |c:15,t:11|"	FEBLZLNTKCEFIT-VSXGLTOVSA-N	6215	
BRD-K94353609-001-21-6	fluocinolone-acetonide	0	97.2	MicroSource	1500302	FLUOCINOLONE ACETONIDE	452.201	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |c:15,t:11|"	FEBLZLNTKCEFIT-VSXGLTOVSA-N	6215	BRD-A77824596-001-04-0
BRD-K94353609-001-20-8	fluocinolone-acetonide	0	92.88	Selleck	S2470	Fluocinolone Acetonide	452.201	"CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO |c:15,t:11|"	FEBLZLNTKCEFIT-VSXGLTOVSA-N	6215	BRD-K95627890-001-01-2
BRD-K57886322-001-18-9	fluocinonide	0	86.43	MedChemEx	HY-B0485	Fluocinonide	494.212	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |c:25,t:21|"	WJOHZNCJWYWUJD-IUGZLZTKSA-N	9642	
BRD-K57886322-001-16-6	fluocinonide	0	93.28	Selleck	S2608	Fluocinonide	494.212	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |c:25,t:21|"	WJOHZNCJWYWUJD-IUGZLZTKSA-N	9642	BRD-K68865937-001-01-6
BRD-K57886322-001-17-4	fluocinonide	0	91.13	Selleck	S2608	FLUOCINONIDE	494.212	"CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C |c:25,t:21|"	WJOHZNCJWYWUJD-IUGZLZTKSA-N	9642	
BRD-K21913543-001-02-4	fluorescein	0	95.86	MicroSource	1505396	FLUORESCEIN	332.068	Oc1ccc2c(Oc3cc(O)ccc3C22OC(=O)c3ccccc23)c1	GNBHRKFJIUUOQI-UHFFFAOYSA-N	16850	
BRD-K21913543-001-03-9	fluorescein	0	75.99	MedChemEx	HY-D0251	Fluorescein	332.068	Oc1ccc2c(Oc3cc(O)ccc3C22OC(=O)c3ccccc23)c1	GNBHRKFJIUUOQI-UHFFFAOYSA-N	16850	
BRD-K64862097-001-20-9	fluorometholone	0		WuXi	EW21509-4-P1	FLUOROMETHOLONE	376.205	"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12 |c:23,t:27|"	FAOZLTXFLGPHNG-KNAQIMQKSA-N	9878	
BRD-K02528732-001-01-6	fluorometholone-acetate	0	0	Selleck	S4228	Fluorometholone Acetate	418.216	"C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12 |c:26,t:30|"	YRFXGQHBPBMFHW-SBTZIJSASA-N	240767	
BRD-K02528732-001-03-2	fluorometholone-acetate	0	88.61	Selleck	S4228	Fluorometholone Acetate	418.216	"C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12 |c:26,t:30|"	YRFXGQHBPBMFHW-SBTZIJSASA-N	240767	
BRD-K02528732-001-02-4	fluorometholone-acetate	0	97.54	Selleck	S4228	Fluorometholone Acetate	418.216	"C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12 |c:26,t:30|"	YRFXGQHBPBMFHW-SBTZIJSASA-N	240767	
BRD-K51199656-003-01-4	fluoromethylcholine	0	100	MatrixSci	8941		122.098	C[N+](C)(CF)CCO	PBVFROWIWWGIFK-UHFFFAOYSA-N	404592	
BRD-A31159102-003-30-4	fluoxetine	0	98.86	MicroSource	1504173	FLUOXETINE HYDROCHLORIDE	309.134	CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	657320	
BRD-A31159102-003-28-8	fluoxetine	0	94.97	Selleck	S1333	Fluoxetine HCl	309.134	CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	657320	
BRD-A31159102-003-31-2	fluoxetine	0	92.65	Tocris	927	Fluoxetine hydrochloride	309.134	CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	657320	
BRD-A31159102-003-29-6	fluoxetine	0	97.29	Tocris	927	Fluoxetine hydrochloride	309.134	CNCCC(Oc1ccc(cc1)C(F)(F)F)c1ccccc1	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	657320	
BRD-K70487031-001-02-8	flupentixol	0	93.69	Enzo	AC750	cis-(Z)-Flupenthixol 2HCl	434.164	OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	NJMYODHXAKYRHW-DVZOWYKESA-N	5281881	
BRD-K55127134-300-11-2	fluphenazine	0	95.33	MicroSource	1500994	FLUPHENAZINE HYDROCHLORIDE	437.175	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	PLDUPXSUYLZYBN-UHFFFAOYSA-N	3372	
BRD-K27898013-001-01-4	fluphenazine-decanoate	0	59.41	AKSci	67470		591.311	CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1	VIQCGTZFEYDQMR-UHFFFAOYSA-N	3388	
BRD-K50720187-001-02-8	flupirtine	0	8.67	Tocris	2867	Flupirtine maleate	304.134	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	JUUFBMODXQKSTD-UHFFFAOYSA-N	53276	
BRD-K50720187-050-09-0	flupirtine	0	85.76	MedChemEx	HY-17001	Flupirtine (Maleate)	304.134	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	JUUFBMODXQKSTD-UHFFFAOYSA-N	53276	
BRD-K50720187-051-03-1	flupirtine	0	73.55	Selleck	S1334	Flupirtine maleate	304.134	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	JUUFBMODXQKSTD-UHFFFAOYSA-N	53276	
BRD-K50720187-050-08-2	flupirtine	0	36.42	MedChemEx	HY-17001	Flupirtine (Maleate)	304.134	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	JUUFBMODXQKSTD-UHFFFAOYSA-N	53276	
BRD-K50720187-051-02-3	flupirtine	0	0.63	Selleck	S1334	Flupirtine maleate	304.134	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	JUUFBMODXQKSTD-UHFFFAOYSA-N	53276	
BRD-K44091134-001-01-9	fluprazine	0	92.16	Enamine	Z432843176	N-(2-{4-[3-(trifluoromethyl)phenyl]-1-piperazinyl}ethyl)urea	316.151	NC(=O)NCCN1CCN(CC1)c1cccc(c1)C(F)(F)F	CHQKHXJPWDSTPY-UHFFFAOYSA-N	71153	
BRD-K00003239-001-01-9	fluralaner	0	99.1	MedChemEx	HY-16973	Fluralaner	555.055	"Cc1cc(ccc1C(=O)NCC(=O)NCC(F)(F)F)C1=NO[C@](C1)(c1cc(Cl)cc(Cl)c1)C(F)(F)F |&1:22,r,t:20|"	MLBZKOGAMRTSKP-HXUWFJFHSA-N	71300892	
BRD-A86044036-001-26-5	flurbiprofen-(+/-)	0	98.21	Tocris	1769	Flurbiprofen	244.09	"C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1 |&1:1,r|"	SYTBZMRGLBWNTM-SNVBAGLBSA-N	92337	
BRD-A86044036-001-30-9	flurbiprofen-(+/-)	0	92.79	Tocris	1769	Flurbiprofen	244.09	"C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1 |&1:1,r|"	SYTBZMRGLBWNTM-SNVBAGLBSA-N	92337	
BRD-A86044036-001-27-3	flurbiprofen-(+/-)	0	0	MicroSource	1500308	FLURBIPROFEN	244.09	"C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1 |&1:1,r|"	SYTBZMRGLBWNTM-SNVBAGLBSA-N	92337	
BRD-K69907333-001-07-2	flurbiprofen-(S)-(+)	0	0	Selleck	S1679	Flurbiprofen	244.09	C[C@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1	SYTBZMRGLBWNTM-JTQLQIEISA-N	72099	
BRD-K69907333-001-10-6	flurbiprofen-(S)-(+)	0	99.2	Selleck	S1679	(S)-(+)-Flurbiprofen	244.09	C[C@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1	SYTBZMRGLBWNTM-JTQLQIEISA-N	72099	
BRD-K00004724-001-01-9	flurbiprofen-axetil	0	50.9	CombiBlocks	QJ-7645	Flurbiprofen axetil	330.127	"C[C@H](OC(C)=O)OC(=O)[C@H](C)c1ccc(c(F)c1)-c1ccccc1 |&1:9,&2:1,r|"	ALIVXCSEERJYHU-TZMCWYRMSA-N	40468023	
BRD-K75410565-001-03-9	flurizan	0	96.34	Tocris	4495	Flurizan	244.09	C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1	SYTBZMRGLBWNTM-SNVBAGLBSA-N	92337	
BRD-K75410565-001-02-9	flurizan	0	95.1	Tocris	4495	Flurizan	244.09	C[C@@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1	SYTBZMRGLBWNTM-SNVBAGLBSA-N	92337	
BRD-K67445247-001-04-7	flurofamide	0	43.87	Tocris	478	Flurofamide	217.042	NP(N)(=O)NC(=O)c1ccc(F)cc1	QWZFVMCWPLMLTL-UHFFFAOYSA-N	51173	
BRD-K67445247-001-03-9	flurofamide	0	73.24	Tocris	478	N-(4-fluorobenzoyl)phosphoric triamide	217.042	NP(N)(=O)NC(=O)c1ccc(F)cc1	QWZFVMCWPLMLTL-UHFFFAOYSA-N	51173	
BRD-K67445247-001-02-1	flurofamide	0	40.15	Tocris	478	Flurofamide	217.042	NP(N)(=O)NC(=O)c1ccc(F)cc1	QWZFVMCWPLMLTL-UHFFFAOYSA-N	51173	
BRD-K14763542-001-02-3	flurothyl	1	0	MicroSource	1505430	FLUROTHYL	182.017	FC(F)(F)COCC(F)(F)F	KGPPDNUWZNWPSI-UHFFFAOYSA-N	9528	
BRD-K14763542-001-03-1	flurothyl	1	0	TCI	B1293	"1,1,1-trifluoro-2-(2,2,2-trifluoroethoxy)ethane"	182.017	FC(F)(F)COCC(F)(F)F	KGPPDNUWZNWPSI-UHFFFAOYSA-N	9528	
BRD-K56908511-001-01-2	fluroxene	1	0	MicroSource	1506162	FLUROXENE	126.029	FC(F)(F)COC=C	DLEGDLSLRSOURQ-UHFFFAOYSA-N	9844	
BRD-K56908511-001-02-0	fluroxene	1	0	MedChemEx	HY-B1163	Fluroxene	126.029	FC(F)(F)COC=C	DLEGDLSLRSOURQ-UHFFFAOYSA-N	9844	
BRD-K77947974-001-16-3	fluspirilene	0	95.2	Enzo	AC116	Fluspirilene	475.244	Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1	QOYHHIBFXOOADH-UHFFFAOYSA-N	3396	
BRD-K77947974-001-18-9	fluspirilene	0	96.22	Sigma	F100	Fluspirilene	475.244	Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1	QOYHHIBFXOOADH-UHFFFAOYSA-N	3396	
BRD-K28307902-001-23-3	flutamide	0	84.58	Tocris	4094	Flutamide	276.072	CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O	MKXKFYHWDHIYRV-UHFFFAOYSA-N	3397	
BRD-K28307902-001-21-7	flutamide	0	99.28	MicroSource	1500995	FLUTAMIDE	276.072	CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O	MKXKFYHWDHIYRV-UHFFFAOYSA-N	3397	
