SMILES,TITLE,Hybrid2,fragments,site
C[C@H]1C[C@@H](CN(C1)c2ccc3c(c2OC)n(cc(c3=O)C(=O)[O-])C4CC4)[NH3+],Nemonoxacin,-8.964596,x0072,active-noncovalent
C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)[O-])C(=O)N,Avibactam,-8.962753,x0397,active-noncovalent
Cc1c(cnc2c1c(nc(n2)N)N)/C=C\c3cc(ccc3OC)OC,Sri-9662,-8.961369,x0967,active-noncovalent
COc1cc(c2c(c1)O[C@@H](CC2=O)c3ccc(cc3)O)[O-],"(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one",-8.960837,x0749,active-covalent
C[C@@H](Cc1ccccc1)[N@@H+](C)Cc2ccccc2,Benzphetamine,-8.960630,x0946,active-noncovalent
CCn1cc(c(=O)c2c1cc(c(c2)F)N3CC[NH+](CC3)C)C(=O)[O-],Pefloxacin,-8.958783,x0749,active-covalent
CCCCc1c(n(n(c1=O)c2ccccc2)c3ccccc3)[O-],Phenylbutazone,-8.958724,x0678,active-noncovalent
c1cc(ccc1c2c[nH]cn2)Cl,4-(4-Chlorophenyl)Imidazole,-8.958656,x0749,active-covalent
Cc1ccc(c(c1)[C@H](CC[NH+](C(C)C)C(C)C)c2ccccc2)O,Tolterodine,-8.958519,x0195,active-noncovalent
COc1ccccc1c2ccc(o2)C(=O)[O-],5-(2-METHOXYPHENYL)-2-FUROIC ACID,-8.957792,x0749,active-covalent
Cn1c(cc(c1O)c2ccccc2)O,Phensuximide,-8.956554,x0195,active-noncovalent
CN1c2ccc(cc2[C@@H](N=C(C1=O)OC(=O)N(C)C)c3ccccc3)Cl,Camazepam,-8.956079,x0678,active-noncovalent
Cc1/c(=C/c2c3cc(ccc3[nH]c2O)Cl)/[nH]c(=C)c1C(=O)NC,"5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H",-8.955953,x0104,active-noncovalent
C(CC(=O)[O-])[C@H](C(=O)[O-])[NH3+],D-Glutamic Acid,-8.955894,x0397,active-noncovalent
c1ccc2c(c1)ccc3c2c4c(cc3)[C@H]([C@@H]([C@@H](C4)O)O)O,"(1S)-1,2,3,4-TETRAHYDRO-BENZO[C]PHENANTHRENE-2,3,4-TRIOL",-8.955287,x0195,active-noncovalent
C[NH2+]CC12CCC(c3c1cccc3)c4c2cccc4,Benzoctamine,-8.954339,x0072,active-noncovalent
C[N@H+]1CC[C@]23CCCC[C@H]2[C@H]1Cc4c3cc(cc4)O,Levorphanol,-8.953556,x1311,active-covalent
C[NH+](C)CCC[C@@]1(c2ccc(cc2CO1)C#N)c3ccc(cc3)F,Escitalopram,-8.952180,x0072,active-noncovalent
c1c2c(cc3c1[nH]c(n3)N)nc([nH]c2=O)N,"2,6-diamino-1,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",-8.951109,x0107,active-noncovalent
c1cc2c(cnc(c2O)C(=O)NCC(=O)[O-])c(c1)I,N-[(4-HYDROXY-8-IODOISOQUINOLIN-3-YL)CARBONYL]GLYCINE,-8.950841,x0195,active-noncovalent
CN(C)C(=O)N1CC(=C[C@H]1c2ccccc2)c3cc(ccc3F)F,"(2S)-4-(2,5-DIFLUOROPHENYL)-N,N-DIMETHYL-2-PHENYL-2,5-DIHYDRO-1H-PYRROLE-1-CARBO",-8.949821,x0434,active-noncovalent
CC(=O)Nc1cc2cccnc2c3c1cccn3,"N-1,10-phenanthrolin-5-ylacetamide",-8.949649,x0195,active-noncovalent
Cc1c(cnc2c1c(nc(n2)N)N)Cc3cc(ccc3OC)OC,Piritrexim,-8.947220,x0967,active-noncovalent
c1ccc2c(c1)ccc(n2)C(=O)[O-],Quinaldic Acid,-8.946893,x1382,active-covalent
c1cc2c(cc1N)c(nc(n2)N)N,"2,4,6-Triaminoquinazoline",-8.946316,x1077,active-noncovalent
CC[C@H]([C@@H](C(=O)[O-])NS(=O)(=O)c1ccc(cc1)C)C(=O)[O-],(3R)-3-ethyl-N-[(4-methylphenyl)sulfonyl]-L-aspartic acid,-8.945287,x0678,active-noncovalent
C[C@H]1[C@@H](OCC[N@@H+]1C)c2ccccc2,Phendimetrazine,-8.944763,x0161,active-noncovalent
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)I)OC)CC(=O)[O-],1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,-8.943621,x0831,active-covalent
c1cc2c(nc1)C[C@]34CC[N@H+](C3)CC[C@@H]4O2,Dianicline,-8.941437,x0195,active-noncovalent
C1=CC(C=C[C@H]1CC[C@H]([NH3+])C(=O)[O-])[NH3+],"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid",-8.940307,x0678,active-noncovalent
c1ccc(cc1)[C@](CC[NH+]2CCCCC2)(C3CCCCC3)O,Trihexyphenidyl,-8.939350,x0104,active-noncovalent
c1cc(cc(c1)CCSC(=[NH2+])N)CCSC(=[NH2+])N,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",-8.939226,x1392,active-covalent
CCn1cc(c(=O)c2c1cc(cc2)c3ccncc3)C(=O)[O-],Rosoxacin,-8.938631,x0195,active-noncovalent
c1cc2c(c(c1)F)c(c[nH]2)C[C@@H](C(=O)[O-])[NH3+],4-Fluorotryptophane,-8.937800,x0749,active-covalent
CC(=O)[C@H](CCc1ccccc1)[NH3+],HOMOPHENYLALANINYLMETHANE,-8.931318,x0161,active-noncovalent
Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C,Etoricoxib,-8.930543,x0678,active-noncovalent
Cc1cccc(c1/[NH+]=C\2/NCCCS2)C,Xylazine,-8.929581,x0434,active-noncovalent
c1ccc(cc1)N(c2ccccc2)C(=O)N[NH+]=C(N)N,"3-Carbamimidamido-1,1-diphenylurea",-8.929390,x0195,active-noncovalent
c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)N[C@@H](N2)[C@H]3C[C@@H]4C[C@H]3C=C4,Cyclothiazide,-8.927109,x0195,active-noncovalent
COc1ccc2c(c1OC)C[N@H+]3CCc4cc(c(cc4[C@@H]3C2)OC)OC,Tetrahydropalmatine,-8.922980,x0104,active-noncovalent
CC1(c2ccccc2[C@](S1)(CCC[NH2+]C)c3ccccc3)C,Talsupram,-8.921137,x0749,active-covalent
c1c2c3c4c(cc(c(=O)c4oc2O)[O-])c(oc3c(=O)c1[O-])O,Ellagic acid,-8.920332,x0749,active-covalent
c1ccn(c1)C(=O)c2c(cc(cc2O)O)O,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol",-8.918880,x0678,active-noncovalent
c1cc(cnc1)Cc2c[nH]c3c2nc([nH]c3=O)N,Peldesine,-8.918018,x0749,active-covalent
c1ccc(cc1)c2cc3cnc(nc3nc2N4CC=CC4)N,"7-(2,5-dihydropyrrol-1-yl)-6-phenyl-pyrido[6,5-d]pyrimidin-2-amine",-8.917163,x1385,active-covalent
C[NH+]1CCC(=C2c3ccccc3CCc4c2nccc4)CC1,Azatadine,-8.916715,x0195,active-noncovalent
Cc1cccc2c1C(=O)[C@@]3(CCN(C3=[NH+]2)c4ccccc4)O,"(3aS)-3a-hydroxy-5-methyl-1-phenyl-1,2,3,3a-tetrahydro-4H-pyrrolo[2,3-b]quinolin",-8.912935,x1093,active-noncovalent
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@]3(C)C(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,Medrogestone,-8.912298,x0749,active-covalent
c1cc(oc1)CNc2c3c([nH]cn3)ncn2,Kinetin,-8.910966,x0749,active-covalent
c1cc(c(cc1Cl)Cc2cc(ccc2O)Cl)O,Dichlorophen,-8.910726,x0161,active-noncovalent
c1c(c(c2cn[nH]c2[nH+]1)[N@]3CCO[C@H](C3)C[NH3+])Br,"1-[(2S)-4-(5-BROMO-1H-PYRAZOLO[3,4-B]PYRIDIN-4-YL)MORPHOLIN-2-YL]METHANAMINE",-8.910646,x0107,active-noncovalent
Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4ccc(c5)N(=O)=O)C,MKC-1,-8.910169,x0830,active-covalent
C[N@@]1CCn2c1nc3c2c(c(c(c3Br)Br)Br)Br,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",-8.909936,x0749,active-covalent
CC(=O)Oc1ccccc1C(=O)Nc2ncc(s2)N(=O)=O,Nitazoxanide,-8.909885,x0678,active-noncovalent
c1ccc(cc1)n2c(ccn2)NS(=O)(=O)c3ccc(cc3)N,Sulfaphenazole,-8.909131,x0749,active-covalent
c1cnc([nH]1)SCc2cc(cc3c2nc([nH]c3=O)N)N,"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One",-8.908922,x1093,active-noncovalent
Cc1c(sc(n1)Nc2ccccc2)C(=O)C,2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE,-8.907822,x0749,active-covalent
CS(=O)(=O)c1cc(cc2c1n(c3c2CC[C@@H]3CC(=O)[O-])Cc4ccc(cc4)Cl)F,Laropiprant,-8.907263,x0195,active-noncovalent
c1cc(cc(c1)O[C@H]2CO[C@H]3[C@@H]2OC[C@H]3Oc4ccc(cc4)C(=[NH2+])N)C(=[NH2+])N,"1,4:3,6-Dianhydro-2-O-(3-carbamimidoylphenyl)-5-O-(4-carbamimidoylphenyl)-D-gluc",-8.907069,x0395,active-noncovalent
C1CCCCCNC(=O)[C@H](CCCC1)[NH3+],3-AMINO-AZACYCLOTRIDECAN-2-ONE,-8.906254,x0104,active-noncovalent
Cn1c2cc(cnc2nc1N)c3ccccc3,"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",-8.905650,x0749,active-covalent
C[NH+](C)CCCOc1cc(=O)sc2c1cccc2,Thiocoumarin,-8.904337,x0104,active-noncovalent
C[N+]1([C@@H]2CC[C@H]1CC(C2)OC3c4ccccc4CCc5c3cccc5)C,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONI",-8.900844,x0072,active-noncovalent
CCn1c(c([nH]c1=O)c2ccccc2)[O-],Ethotoin,-8.900129,x0195,active-noncovalent
C[C@H]1C=C([C@@H]2[C@@H]([C@]1(CO[C@@H]2c3ccc(cc3)O)CO)C)C,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL",-8.899755,x0749,active-covalent
c1cc2ccc(cc2c(c1)Nc3ncccn3)C(=[NH2+])N,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,-8.899223,x0434,active-noncovalent
c1ccc-2c(c1)CCc3c2nnc(c3)N,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",-8.896029,x0195,active-noncovalent
c1cc(ccc1C(=O)[O-])OCCn2ccnc2,Dazoxiben,-8.894512,x0072,active-noncovalent
CC[C@@H](c1ccccc1)c2c(=O)c3c(oc2[O-])CCCCC3,"6,7,8,9-TETRAHYDRO-4-HYDROXY-3-(1-PHENYLPROPYL)CYCLOHEPTA[B]PYRAN-2-ONE",-8.892855,x0161,active-noncovalent
C[NH+](C)CC(=O)Nc1ccc2c(c1)c3ccccc3c(=O)[nH]2,"N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE",-8.891733,x0161,active-noncovalent
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)[NH2+]C)OC,Staurosporine,-8.891430,x0195,active-noncovalent
CCOCc1nc2c(n1CC(C)(C)O)c3ccccc3nc2N,Resiquimod,-8.891293,x1077,active-noncovalent
c1ccc2c(c1)nc(o2)c3cc(c(c(c3)Br)[O-])Br,"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL",-8.890933,x0749,active-covalent
CC(=O)/C=C/c1cn(c2c1cccc2)C,(3E)-4-(1-METHYL-1H-INDOL-3-YL)BUT-3-EN-2-ONE,-8.889580,x0195,active-noncovalent
CC1=C(C2=C(C3(CC3)[C@@](C(=O)C2=C1)(C)O)C)CO,Irofulven,-8.886318,x0195,active-noncovalent
CCN(c1cccc(c1)c2ccnc3n2ncc3C#N)C(=O)C,Zaleplon,-8.886124,x0195,active-noncovalent
C[NH+](C)CCO[C@@H](c1ccccc1)c2ccc(cc2)Br,Bromodiphenhydramine,-8.885732,x0195,active-noncovalent
c1ccc(c(c1)[C@]23c4cc(ccc4NC(=O)C[N@H+]2CCO3)Cl)Cl,Cloxazolam,-8.883878,x0830,active-covalent
c1cc(ccc1c2c(n(cn2)CC3CC3)c4ccncc4)F,4-(4-FLUOROPHENYL)-1-CYCLOROPROPYLMETHYL-5-(4-PYRIDYL)-IMIDAZOLE,-8.882900,x0195,active-noncovalent
c1ccc(cc1)Sc2cccc3c2c(nc(n3)N)N,"5-Phenylsulfanyl-2,4-Quinazolinediamine",-8.881219,x0107,active-noncovalent
C[NH+](C)CCOC(c1ccccc1)c2ccccc2,Diphenhydramine,-8.878661,x1093,active-noncovalent
C[NH+](C)CCOC(c1ccccc1)c2ccccc2,Dimenhydrinate,-8.878661,x1093,active-noncovalent
c1ccc(cc1)NC(=O)/C=C/c2c3c(cc(cc3Cl)Cl)[nH]c2C(=O)[O-],Gavestinel,-8.877934,x1093,active-noncovalent
c1ccc2c(c1)c(c[nH]2)C[C@H](C(=O)[O-])[NH3+],D-Tryptophan,-8.877129,x0749,active-covalent
c1ccc(c(c1)Cn2c(=O)c3ccccc3nc2N4CCC[C@H](C4)[NH3+])C#N,2-({2-[(3R)-3-AMINOPIPERIDIN-1-YL]-4-OXOQUINAZOLIN-3(4H)-YL}METHYL)BENZONITRILE,-8.875749,x1093,active-noncovalent
C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CC[NH+](CC4)C)F)C(=O)[O-],Levofloxacin,-8.874720,x1385,active-covalent
CCC(CC)n1ccc2c1ccc3c2c(nc(n3)N)N,"7-(1-ETHYL-PROPYL)-7H-PYRROLO-[3,2-F]QUINAZOLINE-1,3-DIAMINE",-8.874576,x0749,active-covalent
c1cc(ccc1[C@@H]2CC[NH2+]C[C@H]2COc3ccc4c(c3)OCO4)F,Paroxetine,-8.871614,x0072,active-noncovalent
c1ccc2c(c1)c(ccn2)c3c[nH]nc3c4ccccn4,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,-8.871042,x1077,active-noncovalent
CN1CC[NH+](CC1)CC(=O)N2c3ccccc3C(=O)Nc4c2nccc4,Pirenzepine,-8.870657,x0104,active-noncovalent
C[C@H]1C[NH2+]CC[N@@]1S(=O)(=O)c2cccc3c2ccnc3,5-(2-methylpiperazine-1-sulfonyl)isoquinoline,-8.869709,x0749,active-covalent
CCC(=O)O[C@](Cc1ccccc1)(c2ccccc2)[C@H](C)C[NH+](C)C,Dextropropoxyphene,-8.865889,x0678,active-noncovalent
c1ccc(cc1)C[C@@H](C(O)O)[NH3+],"(2S)-2-amino-3-phenylpropane-1,1-diol",-8.865764,x0195,active-noncovalent
c1cc2c(cc1S(=O)(=O)N)C[NH2+]CC2,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide",-8.865551,x0195,active-noncovalent
CC1(c2ccccc2[C@](O1)(CCC[NH2+]C)c3ccccc3)C,Talopram,-8.865288,x0195,active-noncovalent
CCC(=O)O[C@@](Cc1ccccc1)(c2ccccc2)[C@@H](C)C[NH+](C)C,Levopropoxyphene,-8.864452,x0678,active-noncovalent
B(c1cccc(c1)NC(=O)CI)(O)O,4-iodo-acetamido phenylboronic acid,-8.862325,x0195,active-noncovalent
c1cc(ccc1c2c3cc(ccc3no2)c4ccnc(n4)N)Cl,"4-[3-(4-chlorophenyl)-2,1-benzisoxazol-5-yl]pyrimidin-2-amine",-8.860837,x0195,active-noncovalent
C[C@](Cc1ccccc1)(c2ccccc2)NC(=O)C[NH3+],Remacemide,-8.859919,x0874,active-noncovalent
Cc1c2c(cc(c1F)[N@]3CC[NH2+][C@@H](C3)C)n(cc(c2=O)C(=O)[O-])C4CC4,Grepafloxacin,-8.857184,x0749,active-covalent
Cc1cc(c(c(c1)Br)O)c2cc3cc(ccc3[nH]2)C(=[NH2+])N,CRA_9076,-8.857115,x0678,active-noncovalent
COc1ccc2c(c1)c(c[nH]2)CCC(=O)[O-],3-(5-methoxy-1H-indol-3-yl)propanoic acid,-8.856071,x0749,active-covalent
c1ccc2c(c1)C3=[NH+]CCN3[C@@]2(c4ccc(cc4)Cl)O,Mazindol,-8.855818,x0195,active-noncovalent
C[C@@H]1CC[C@@H](N1c2ccc3c(c2)c(cc(=O)[nH]3)C(F)(F)F)[C@H](C(F)(F)F)O,LGD2941,-8.853800,x0749,active-covalent
CCN(CC)C(=O)N[C@@H]1C[N@H+]([C@@H]2Cc3c[nH]c4c3c(ccc4)C2=C1)C,Lisuride,-8.853628,x0104,active-noncovalent
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@@H]3[C@H]2C=CC4=CC(=O)CC[C@@]34C)C,Dydrogesterone,-8.851148,x0749,active-covalent
c1c(c(c(c(c1Cl)Cl)Cc2c(c(cc(c2Cl)Cl)Cl)O)O)Cl,Hexachlorophene,-8.850200,x0830,active-covalent
CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,Desogestrel,-8.845607,x0749,active-covalent
Cc1ccc(cc1)c2c3c(ncnc3n(n2)C(C)(C)C)N,"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",-8.840606,x0678,active-noncovalent
c1ccc(c(c1)c2cc3c(c4cc(ccc4[nH]3)NC=O)c5c2C(=O)NC5=O)Cl,"N-[4-(2-CHLOROPHENYL)-1,3-DIOXO-1,2,3,6-TETRAHYDROPYRROLO[3,4-C]CARBAZOL-9-YL]FO",-8.839449,x0749,active-covalent
c1ccc2c(c1)cccc2/C=C\3/C(=C(C(=O)O3)c4ccc(cc4)Cl)[O-],(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE,-8.839400,x0104,active-noncovalent
COc1ccc(c(c1)O)C(=O)c2ccccc2,Oxybenzone,-8.838999,x0749,active-covalent
c1ccc2c(c1)C(=O)N(C2=O)CCc3n[n-]nn3,"2-[2-(1H-tetrazol-5-yl)ethyl]-1H-isoindole-1,3(2H)-dione",-8.838402,x0678,active-noncovalent
c1cc(c(cc1c2c(c(=O)c3c(cc(cc3o2)O)[O-])[O-])O)O,Quercetin,-8.834005,x0749,active-covalent
Cc1cc2c(c(c1)OC(=O)C)C3=C(CC[C@@H](C3)C)C(O2)(C)C,Pirnabine,-8.833778,x0195,active-noncovalent
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccc(c(c5c4)C[NH+](C)C)O)O,Topotecan,-8.833655,x0161,active-noncovalent
c1cc(ccc1c2cc[nH]n2)N(=O)=O,3-(4-nitrophenyl)-1H-pyrazole,-8.832658,x0195,active-noncovalent
c1cc(ccc1c2c[nH]nc2)C3(CC[NH2+]CC3)c4ccc(cc4)Cl,4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE,-8.832039,x1077,active-noncovalent
Cc1ccc(cc1)Cn2cc(nc2)c3cccs3,4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole,-8.831050,x1093,active-noncovalent
Cc1cc2c(cc1C3(CC3)c4ccc(cn4)C(=O)[O-])C(CCC2(C)C)(C)C,"6-[1-(3,5,5,8,8-Pentamethyl-5,6,7,8-Tetrahydronaphthalen-2-Yl)Cyclopropyl]Pyridi",-8.830045,x0072,active-noncovalent
CN1CC[NH+](CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl,Prochlorperazine,-8.829357,x0195,active-noncovalent
C[C@H](Cc1ccccc1)[N@@H+](C)CC#C,Selegiline,-8.827469,x0161,active-noncovalent
c1cc2c(cc1N)c(=O)[nH]c(n2)N,"2,6-diaminoquinazolin-4-ol",-8.826744,x0678,active-noncovalent
CC[C@@]1(c2cc-3n(c(=O)c2COC1=O)Cc4c3nc5ccccc5c4CC[Si](C)(C)C)O,Cositecan,-8.826438,x0161,active-noncovalent
Cc1cccc(c1)[C@@]23c4ccccc4C(=O)N2CCS3,"(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE",-8.825463,x0195,active-noncovalent
CC(=O)OCC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Desoxycorticosterone acetate,-8.824808,x0749,active-covalent
C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34C[C@H]5C[C@@H](C3)CC(C5)(C4)O)[NH3+],Saxagliptin,-8.824578,x0749,active-covalent
CC[C@H](C(C[C@@H](C)[NH+](C)C)(c1ccccc1)c2ccccc2)O,Alphamethadol,-8.824572,x0195,active-noncovalent
C(CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-])C[NH3+],Alendronic acid,-8.822410,x0397,active-noncovalent
CCC[NH2+][C@H](C)C(=O)Nc1ccccc1C,Prilocaine,-8.821436,x0195,active-noncovalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3(CCCCC3)[NH3+])C(=O)[O-])C,Cyclacillin,-8.818027,x0678,active-noncovalent
c1cc(ccc1CCSC(=[NH2+])N)CCSC(=[NH2+])N,"S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",-8.816635,x0874,active-noncovalent
C[NH2+]Cc1ccc(o1)c2cccnc2,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,-8.816086,x0397,active-noncovalent
CC(C)c1cc(ccc1O)Sc2ccc(c(c2)C(C)C)O,4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol,-8.813923,x0749,active-covalent
C[NH+](C)CC[C@H](c1ccc(cc1)Cl)c2ccccn2,Chlorpheniramine,-8.807839,x0072,active-noncovalent
CC(C)c1cc(ccc1O)Oc2c(cc(cc2Cl)CC(=O)[O-])Cl,KB-141,-8.807411,x0195,active-noncovalent
Cc1ccc2c(c1C)CN(C[C@@H]2c3cccc(c3)O)C(=O)N(C)C,"(4R)-4-(3-HYDROXYPHENYL)-N,N,7,8-TETRAMETHYL-3,4-DIHYDROISOQUINOLINE-2(1H)-CARBO",-8.806817,x1418,active-covalent
Cc1cccc(c1C)Cc2c[nH]cn2,Detomidine,-8.805959,x0195,active-noncovalent
Cc1c(cccn1)OC[C@@H]2CCC[NH2+]2,Pozanicline,-8.804146,x0104,active-noncovalent
c1cc(ccc1CC(=O)NC[P@@H](=O)[O-])I,(P-Iodophenylacetylamino)Methylphosphinic Acid,-8.803741,x0749,active-covalent
CC[NH+](CC)CC(=O)Nc1c(cccc1C)C,Lidocaine,-8.802265,x0195,active-noncovalent
c1cc2c(cc1N(=O)=O)C[NH2+][C@H](C2)CO,"[(3R)-7-NITRO-1,2,3,4-TETRAHYDROISOQUINOLIN-3-YL]METHANOL",-8.801618,x0195,active-noncovalent
Cc1c(cccc1Cl)Nc2ccccc2C(=O)[O-],Tolfenamic acid,-8.798061,x0104,active-noncovalent
c1cc2c(c(c1)[O-])C(=O)c3c(cccc3[O-])C2,Anthralin,-8.798023,x0749,active-covalent
c1ccc(c(c1)c2ccc(o2)C(=O)[O-])C(F)(F)F,5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID,-8.797132,x0195,active-noncovalent
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,Fluoxymesterone,-8.796730,x1077,active-noncovalent
c1ccc2c(c1)CC(C2)[C@H](C(=O)[O-])[NH3+],Alpha-Amino-2-Indanacetic Acid,-8.794549,x0195,active-noncovalent
c1cc2c(cc1O)[C@@]34CCCC[C@]3([C@@H](C2)[N@H+](CC4)CC5CCC5)O,Butorphanol,-8.793920,x0072,active-noncovalent
CSc1nc([nH]n1)c2ccc(cc2)Cl,"3-(4-CHLOROPHENYL)-5-(METHYLTHIO)-4H-1,2,4-TRIAZOLE",-8.793152,x0678,active-noncovalent
c1cc(cc(c1)NC(=O)Nc2ccc(cc2)Oc3ccncc3)C(F)(F)F,1-[4-(PYRIDIN-4-YLOXY)PHENYL]-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA,-8.791049,x0161,active-noncovalent
CC1=C(C(=O)c2ccccc2C1=O)C,"2,3-DIMETHYL-1,4-NAPHTHOQUINONE",-8.788751,x0195,active-noncovalent
Cn1c(=O)cc(n(c1=O)Cc2ccccc2C#N)N3CCC[C@H](C3)[NH3+],Alogliptin,-8.787475,x1392,active-covalent
c1cc(ccc1[C@@H](CC(=O)[O-])C[NH3+])Cl,Arbaclofen,-8.787353,x0678,active-noncovalent
c1cc(ccc1[C@@H](CC(=O)[O-])C[NH3+])Cl,Baclofen,-8.787353,x0678,active-noncovalent
CC(=O)CCc1ccc2cc(ccc2c1)OC,Nabumetone,-8.786806,x0195,active-noncovalent
c1c(cncc1Br)C(=O)N,5-Bromonicotinamide,-8.786503,x0397,active-noncovalent
C[N@H+]1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c3ccccc3)C(=O)[O-],Benzoylecgonine,-8.786451,x0749,active-covalent
CC[C@@H](c1ccccc1)c2c(c3ccc(cc3oc2=O)OC)[O-],4-HYDROXY-7-METHOXY-3-(1-PHENYL-PROPYL)-CHROMEN-2-ONE,-8.786123,x0072,active-noncovalent
c1c(cc(cc1Cl)Cl)NC(=O)[C@H]2CC(=O)N(C2)C3CCCCC3,"(3S)-1-CYCLOHEXYL-N-(3,5-DICHLOROPHENYL)-5-OXOPYRROLIDINE-3-CARBOXAMIDE",-8.785215,x0749,active-covalent
Cc1c(ccc(c1Cl)C#N)/[NH+]=C\2/N3CC[C@@H]([C@H]3[C@@H](O2)C(F)(F)F)O,"2-chloro-4-{[(1R,3Z,7S,7aS)-7-hydroxy-1-(trifluoromethyl)tetrahydro-1H-pyrrolo[1",-8.784797,x0678,active-noncovalent
c1c[nH]c2c1[C@H](CCNC2=O)C3=NC(=[NH2+])NC3=O,Debromohymenialdisine,-8.784710,x0104,active-noncovalent
C[C@@H]1C[C@@H](CN(C1)C(=O)c2cc(ccc2N)Br)C,"4-bromo-2-{[(3R,5S)-3,5-dimethylpiperidin-1-yl]carbonyl}aniline",-8.781930,x0195,active-noncovalent
c1c2c([nH]c(=O)[nH]c2=O)n[nH]1,Oxypurinol,-8.781333,x0678,active-noncovalent
Cc1cccc(c1)n2cnc3c2ccc(c3)N,1-(3-METHYLPHENYL)-1H-BENZIMIDAZOL-5-AMINE,-8.780076,x0195,active-noncovalent
C[NH+]1CCN(CC1)C2=[NH+]c3ccccc3Oc4c2cc(cc4)Cl,Loxapine,-8.779706,x0874,active-noncovalent
CNC(=[NH+]Cc1ccccc1)NC,Bethanidine,-8.779254,x0678,active-noncovalent
c1ccc2c(c1)ccc(=O)[nH]2,2-OXOQUINOLINE,-8.778525,x0678,active-noncovalent
