SMILES,TITLE,pert_iname,vendor,catalog_no,vendor_name,Hybrid2,docked_fragment,Mpro-_dock,site
Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO,BRD-K95785345-300-14-8,thiamine,Selleck,S3211,Thiamine HCl (Vitamin B1),-9.952252,x0678,1.080231,active-noncovalent
Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO,BRD-K95785345-300-15-5,thiamine,MicroSource,1505464,THIAMINE,-9.952252,x0678,1.080231,active-noncovalent
c1cc2c(cc1N(=O)=O)[nH]c(n2)COCc3[nH]c4cc(ccc4n3)N(=O)=O,BRD-K72063794-003-01-0,VU591,Tocris,4197,VU 591 hydrochloride,-9.951073,x0104,5.800185,active-noncovalent
B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,BRD-K88510285-001-17-8,bortezomib,Selleck,S1013,bortezomib,-9.949553,x0107,2.447603,active-noncovalent
B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,BRD-K88510285-001-25-1,bortezomib,Selleck,S1013,Bortezomib,-9.949553,x0107,2.447603,active-noncovalent
B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,BRD-K88510285-001-18-6,bortezomib,MedChemEx,HY-10227,Bortezomib,-9.949553,x0107,2.447603,active-noncovalent
B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,BRD-K88510285-001-11-1,bortezomib,Selleck,S1013,Bortezomib (PS-341),-9.949553,x0107,2.447603,active-noncovalent
B([C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)c2cnccn2)(O)O,BRD-K88510285-001-22-8,bortezomib,Selleck,S1013,Bortezomib,-9.949553,x0107,2.447603,active-noncovalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-A34255068-001-32-9,rolipram,Selleck,S1430,Rolipram,-9.948129,x0749,0.540596,active-covalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-A34255068-001-38-6,rolipram,Tocris,905,Rolipram,-9.948129,x0749,0.540596,active-covalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-A34255068-001-33-7,rolipram,Tocris,905,Rolipram,-9.948129,x0749,0.540596,active-covalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-A34255068-001-34-5,rolipram,MicroSource,1505683,ROLIPRAM,-9.948129,x0749,0.540596,active-covalent
c1ccc(cc1)[C@H]2CCc3cc(ccc3[C@H]2c4ccc(cc4)OCC[NH+]5CCCC5)O,BRD-M93148412-001-01-8,lasofoxifene,MedChemEx,HY-A0038,Lasofoxifene (Tartrate),-9.945914,x0874,4.360757,active-noncovalent
c1ccc(cc1)[C@H]2CCc3cc(ccc3[C@H]2c4ccc(cc4)OCC[NH+]5CCCC5)O,BRD-M93148412-001-02-6,lasofoxifene,MedChemEx,HY-A0038,Lasofoxifene (Tartrate),-9.945914,x0874,4.360757,active-noncovalent
c1ccc(cc1)CC/[NH+]=C(/N)\[NH+]=C(N)N,BRD-K11399644-003-10-5,phenformin,MicroSource,1505983,PHENFORMIN HYDROCHLORIDE,-9.942698,x0104,-1.432677,active-noncovalent
c1ccc(cc1)CC/[NH+]=C(/N)\[NH+]=C(N)N,BRD-K11399644-003-09-7,phenformin,Selleck,S2542,Phenformin HCl,-9.942698,x0104,-1.432677,active-noncovalent
c1ccc(cc1)CC/[NH+]=C(/N)\[NH+]=C(N)N,BRD-K11399644-003-11-3,phenformin,MicroSource,1501059,PHENFORMIN HYDROCHLORIDE,-9.942698,x0104,-1.432677,active-noncovalent
c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N,BRD-K32273377-001-16-1,sulfadiazine,MicroSource,1500546,SULFADIAZINE,-9.942277,x0072,-0.305065,active-noncovalent
c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N,BRD-K32273377-001-15-3,sulfadiazine,Selleck,S1770,Sulfadiazine,-9.942277,x0072,-0.305065,active-noncovalent
c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N,BRD-K32273377-001-17-9,sulfadiazine,Enamine,Z104472626,,-9.942277,x0072,-0.305065,active-noncovalent
CC/C(=C(/CC)\c1ccc(cc1)O)/c2ccc(cc2)O,BRD-K45330754-001-22-5,diethylstilbestrol,MicroSource,1500244,DIETHYLSTILBESTROL,-9.939643,x0678,2.933954,active-noncovalent
CC/C(=C(/CC)\c1ccc(cc1)O)/c2ccc(cc2)O,BRD-K45330754-001-21-7,diethylstilbestrol,Selleck,S1859,Diethylstilbestrol,-9.939643,x0678,2.933954,active-noncovalent
CC[C@H](c1ccc(cc1)N2Cc3ccccc3C2=O)C(=O)[O-],BRD-A16296925-001-01-3,indobufen,AKSci,65627,,-9.939607,x0678,3.210015,active-noncovalent
c1ccc2c(c1)CCC[C@H]2Nc3[nH]c4ccccc4n3,BRD-K34624869-003-01-6,NS-8593,Tocris,4597,NS 8593 hydrochloride,-9.938129,x0195,-0.688584,active-noncovalent
c1cc(c(cc1I)F)Nc2c(cc(c(c2F)F)CN3C(=O)CCCO3)C(=O)NOCCO,BRD-K64538373-001-01-4,Ro-4987655,MedChemEx,HY-14719,RO4987655,-9.936168,x0749,5.605916,active-covalent
C1C2CC3CC1CC(C2)(C3)C[NH2+]CCCCC[NH3+],BRD-K80060353-303-03-9,IEM1754,Selleck,S2860,IEM 1754 dihydrobroMide,-9.934278,x0678,0.482094,active-noncovalent
C1C2CC3CC1CC(C2)(C3)C[NH2+]CCCCC[NH3+],BRD-K80060353-303-02-1,IEM1754,Selleck,S2860,IEM 1754 dihydrobroMide,-9.934278,x0678,0.482094,active-noncovalent
Cc1cccc(n1)C#Cc2ccccc2,BRD-K60690191-001-03-3,MPEP,Selleck,S2809,MPEP,-9.933843,x0749,0.322407,active-covalent
Cc1cccc(n1)C#Cc2ccccc2,BRD-K60690191-003-09-6,MPEP,Tocris,1212,MPEP hydrochloride,-9.933843,x0749,0.322407,active-covalent
Cc1cccc(n1)C#Cc2ccccc2,BRD-K60690191-003-11-2,MPEP,Tocris,1212,MPEP hydrochloride,-9.933843,x0749,0.322407,active-covalent
C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)N(C)C(=O)c9ccccc9)OC,BRD-K13646352-001-03-8,midostaurin,Enzo,EI370,PKC-412,-9.931092,x0161,7.42285,active-noncovalent
COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@H]3c4c(c5ccccc5[nH]4)CC[N@@H+]3C2)O,BRD-K77474816-003-14-1,rauwolscine,Tocris,891,Rauwolscine hydrochloride,-9.930837,x0104,2.613872,active-noncovalent
COC(=O)[C@@H]1[C@H](CC[C@H]2[C@@H]1C[C@H]3c4c(c5ccccc5[nH]4)CC[N@@H+]3C2)O,BRD-K77474816-003-13-3,rauwolscine,Tocris,891,Rauwolscine hydrochloride,-9.930837,x0104,2.613872,active-noncovalent
C[C@](Cc1ccccc1)(c2ccccc2)NC(=O)C[NH3+],BRD-A36074203-003-07-6,remacemide,Tocris,1622,Remacemide hydrochloride,-9.928029,x0749,-1.301259,active-covalent
CCOC(=O)c1ccc(cc1)OCCC2CCN(CC2)c3ccc(nn3)C,BRD-K22261391-001-01-2,pirodavir,MedChemEx,HY-13784,Pirodavir,-9.927286,x0161,7.959284,active-noncovalent
Cc1nnc2n1-c3ccc(cc3[C@@H](N=C2)c4ccccc4Cl)Cl,BRD-K76890464-001-02-3,triazolam,Enzo,AC3278,TRIAZOLAM (DEA license),-9.922110,x1077,0.257295,active-noncovalent
c1ccc(cc1)C#Cc2c(nc3cccnc3n2)OCC[NH+]4CCCC4,BRD-K38272302-001-02-7,GK921,MedChemEx,HY-12337,GK921,-9.921986,x0678,3.181008,active-noncovalent
c1ccc(cc1)C#Cc2c(nc3cccnc3n2)OCC[NH+]4CCCC4,BRD-K38272302-001-01-9,GK921,MedChemEx,HY-12337,GK921,-9.921986,x0678,3.181008,active-noncovalent
COP(=S)(OC)Oc1ccc(cc1)Sc2ccc(cc2)OP(=S)(OC)OC,BRD-K51805276-001-09-3,temefos,MicroSource,330062,TEMEFOS,-9.921123,x0161,5.95893,active-noncovalent
c1ccc(cc1)[C@@H]2OC[C@@H]3[C@@H](O2)[C@@H]([C@H]([C@@H](O3)O)O)O,BRD-A00376169-001-01-6,KBG,SantaCruz,sc-284473,,-9.920143,x0749,0.151672,active-covalent
CC[C@H](c1ccc(cc1)O)[C@@H](CC)c2ccc(cc2)O,BRD-K69253806-001-03-8,hexestrol,Selleck,S2473,Hexestrol (Bibenzyl),-9.918437,x0678,0.206733,active-noncovalent
CC[C@H](c1ccc(cc1)O)[C@@H](CC)c2ccc(cc2)O,BRD-K69253806-001-02-0,hexestrol,Selleck,S2473,Hexestrol,-9.918437,x0678,0.206733,active-noncovalent
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(c(c2)F)N3CCN(CC3)C(=O)CO,BRD-K47554101-001-01-2,eperezolid,MedChemEx,HY-10393,Eperezolid,-9.916245,x0104,6.055885,active-noncovalent
c1ccc(cc1)c2c(c2=O)c3ccccc3,BRD-K51730347-001-06-4,diphencyprone,Sigma,42910,"2,3-diphenyl-2-cyclopropen-1-one",-9.914463,x0749,-1.35449,active-covalent
c1ccc(cc1)c2c(c2=O)c3ccccc3,BRD-K51730347-001-05-6,diphencyprone,Vitas-M,STK289679,,-9.914463,x0749,-1.35449,active-covalent
Cc1cc(n(c(=O)c1/C(=N/c2ccccc2N)/C)[O-])[O-],BRD-K36274133-001-02-0,SUN-B-8155,Tocris,2550,SUN-B 8155,-9.914457,x0749,0.647757,active-covalent
Cc1cc(n(c(=O)c1/C(=N/c2ccccc2N)/C)[O-])[O-],BRD-K36274133-001-01-2,SUN-B-8155,Tocris,2550,SUN-B 8155,-9.914457,x0749,0.647757,active-covalent
C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],BRD-K32531356-001-01-9,ammonium-perfluorocaprylate,Enamine,Z104477538,,-9.914093,x0678,0.803803,active-noncovalent
Cn1c(=O)cc2c(c1c3cccc(c3)N(C)C)c(=O)n([nH]2)c4ccccc4Cl,BRD-K79710622-001-01-1,GKT137831,MedChemEx,HY-12298,GKT137831,-9.913996,x0195,3.724327,active-noncovalent
Cn1c(=O)cc2c(c1c3cccc(c3)N(C)C)c(=O)n([nH]2)c4ccccc4Cl,BRD-K79710622-001-02-9,GKT137831,Selleck,S7171,GKT137831,-9.913996,x0195,3.724327,active-noncovalent
Cn1c(=O)cc2c(c1c3cccc(c3)N(C)C)c(=O)n([nH]2)c4ccccc4Cl,BRD-K79710622-001-03-7,GKT137831,MedChemEx,HY-12298,GKT137831,-9.913996,x0195,3.724327,active-noncovalent
CCC[NH2+]C[C@@H](COc1ccccc1C(=O)CCc2ccccc2)O,BRD-A26334849-001-06-2,propafenone,Selleck,S2500,Propafenone HCl,-9.911856,x0195,1.56788,active-noncovalent
CCC[NH2+]C[C@@H](COc1ccccc1C(=O)CCc2ccccc2)O,BRD-A26334849-003-23-3,propafenone,MicroSource,1503935,PROPAFENONE HYDROCHLORIDE,-9.911856,x0195,1.56788,active-noncovalent
C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,BRD-A43598550-001-09-4,3-alpha-Hydroxy-5-beta-androstan-17-one,Prestwick,Prestw-697,3-alpha-Hydroxy-5-beta-androstan-17-one,-9.911406,x0749,0.491146,active-covalent
c1ccc(c(c1)/C=N/NC(=O)c2ccccc2O)O,BRD-K78496197-001-03-9,SCS,Tocris,2143,SCS,-9.911241,x0678,-0.5297,active-noncovalent
c1ccc(c(c1)/C=N/NC(=O)c2ccccc2O)O,BRD-K78496197-001-04-7,SCS,Tocris,2143,SCS,-9.911241,x0678,-0.5297,active-noncovalent
CC(C)C[C@@H](C(=O)[O-])NC(=O)OCC1c2ccccc2-c3c1cccc3,BRD-K15327298-001-05-5,fmoc-l-leucine,Sigma,MFCD00204311,(2S)-2-{[(9H-fluoren-9-ylmethoxy)carbonyl]amino}-4-methylpentanoic acid,-9.910428,x0678,1.239048,active-noncovalent
CCn1c(=O)cnc2c1N[C@@H](C=N2)c3ccc(nc3C)c4[nH]cnn4,BRD-K16755045-001-01-1,CC-115,MedChemEx,HY-16962,CC-115,-9.908921,x0072,1.620767,active-noncovalent
CCn1c(=O)cnc2c1N[C@@H](C=N2)c3ccc(nc3C)c4[nH]cnn4,BRD-K16755045-003-01-7,CC-115,MedChemEx,HY-16962A,CC-115 (hydrochloride),-9.908921,x0072,1.620767,active-noncovalent
CCn1c(=O)cnc2c1N[C@@H](C=N2)c3ccc(nc3C)c4[nH]cnn4,BRD-K16755045-003-02-5,CC-115,MedChemEx,HY-16962A,CC-115 (hydrochloride),-9.908921,x0072,1.620767,active-noncovalent
C[C@]12CCC(=O)C(=O)[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,BRD-A26503646-001-18-2,formestane,Selleck,S2208,Formestane,-9.908145,x0749,0.272214,active-covalent
C[C@]12CCC(=O)C(=O)[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C,BRD-A26503646-001-16-6,formestane,MicroSource,1504116,FORMESTANE,-9.908145,x0749,0.272214,active-covalent
c1ccnc(c1)C#CCCc2cn3cc(ccc3[nH+]2)F,BRD-K64838454-001-01-0,dipraglurant,MedChemEx,HY-14859,Dipraglurant,-9.907878,x1093,0.530245,active-noncovalent
c1ccc2c(c1)C[NH+](C2)CC3=[NH+]c4cccc5c4c(n[nH]c5=O)N3,BRD-K05444225-001-02-5,E7449,MedChemEx,HY-12418,E7449,-9.906825,x1093,-0.259516,active-noncovalent
c1ccc2c(c1)C[NH+](C2)CC3=[NH+]c4cccc5c4c(n[nH]c5=O)N3,BRD-K05444225-001-01-7,E7449,MedChemEx,HY-12418,E7449,-9.906825,x1093,-0.259516,active-noncovalent
c1ccc2c(c1)C[NH+](C2)CC3=[NH+]c4cccc5c4c(n[nH]c5=O)N3,BRD-K05444225-001-03-3,E7449,MedChemEx,HY-12418,E7449,-9.906825,x1093,-0.259516,active-noncovalent
Cc1ccc(c(c1)C)Sc2ccccc2N3CC[NH2+]CC3,BRD-K53963539-004-02-0,vortioxetine,Selleck,S8021,Vortioxetine (Lu AA21004) HBr,-9.906278,x0195,0.14336,active-noncovalent
Cc1ccc(c(c1)C)Sc2ccccc2N3CC[NH2+]CC3,BRD-K53963539-001-01-8,vortioxetine,MicroSource,1506319,VORTIOXETINE,-9.906278,x0195,0.14336,active-noncovalent
Cn1cc([nH+]c1c2ccc(cc2)OC[C@H](C[NH2+]CCOc3ccc(c(c3)C(=O)N)O)O)C(F)(F)F,BRD-A31575449-066-07-8,CGP-20712A,Sigma,C231,2-hydroxy-5-{2-[(2-hydroxy-3-{4-[1-methyl-4-(trifluoromethyl)-1H-imidazol-2-yl]phenoxy}propyl)amino]ethoxy}benzamide methanesulfonate,-9.904745,x0161,7.003531,active-noncovalent
C[NH+]1CCN(CC1)c2ccc(cc2)/C=C(\C#N)/c3ccccc3Br,BRD-K75748943-300-01-3,DG-172,Tocris,5566,DG 172 dihydrochloride,-9.902700,x0104,7.15419,active-noncovalent
CC(C)n1c2c(c(n1)c3cc4cc(ccc4[nH]3)O)c(ncn2)N,BRD-K87112191-001-05-2,PP242,Selleck,S2218,Torkinib (PP242),-9.901163,x0678,1.850717,active-noncovalent
CC(C)n1c2c(c(n1)c3cc4cc(ccc4[nH]3)O)c(ncn2)N,BRD-K87112191-001-06-0,PP242,Tocris,4257,PP 242,-9.901163,x0678,1.850717,active-noncovalent
CC(C)n1c2c(c(n1)c3cc4cc(ccc4[nH]3)O)c(ncn2)N,BRD-K87112191-001-04-5,PP242,Selleck,S2218,PP242,-9.901163,x0678,1.850717,active-noncovalent
Cc1n(c2c([n+]1Cc3cnccn3)C(=O)c4ccccc4C2=O)CCOC,BRD-K76703230-004-04-1,YM-155,Selleck,S1130,YM155 (Sepantronium Bromide),-9.900012,x0678,2.290166,active-noncovalent
Cc1n(c2c([n+]1Cc3cnccn3)C(=O)c4ccccc4C2=O)CCOC,BRD-K76703230-004-03-3,YM-155,MedChemEx,HY-10194,YM-155,-9.900012,x0678,2.290166,active-noncovalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,BRD-K39707084-001-05-8,lynestrenol,Sigma,MFCD00051135,(17beta)-17-ethynylestr-4-en-17-ol,-9.898431,x0749,1.245462,active-covalent
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34,BRD-K39707084-001-04-1,lynestrenol,Prestwick,Prestw-95,Lynestrenol,-9.898431,x0749,1.245462,active-covalent
CC(C)[NH2+]C[C@@H](COc1ccc(cc1)COCCOC(C)C)O,BRD-A89175223-051-14-8,bisoprolol,MicroSource,1505704,BISOPROLOL FUMARATE,-9.897141,x0161,3.366996,active-noncovalent
CC(C)[NH2+]C[C@@H](COc1ccc(cc1)COCCOC(C)C)O,BRD-A89175223-051-15-5,bisoprolol,Tocris,914,(?)-Bisoprolol hemifumarate,-9.897141,x0161,3.366996,active-noncovalent
CC(C)[NH2+]C[C@@H](COc1ccc(cc1)COCCOC(C)C)O,BRD-A89175223-051-16-3,bisoprolol,Selleck,S1206,Bisoprolol,-9.897141,x0161,3.366996,active-noncovalent
CC(C)[NH2+]C[C@@H](COc1ccc(cc1)COCCOC(C)C)O,BRD-A89175223-051-13-0,bisoprolol,Selleck,S1206,Bisoprolol fumarate,-9.897141,x0161,3.366996,active-noncovalent
c1ccc2c(c1)[C@]34CC[N@@H+]5[C@H]3C[C@@H]6[C@@H]7[C@@H]4N2C(=O)C[C@@H]7OCC=C6C5,BRD-A09094913-065-01-0,strychnine,MicroSource,1500651,STRYCHNINE SULFATE,-9.895838,x0195,0.955586,active-noncovalent
c1ccc(cc1)c2cc3c(c4cc(ccc4[nH]3)O)c5c2C(=O)NC5=O,BRD-K82823804-001-04-1,PD-407824,Tocris,2694,PD 407824,-9.895704,x0195,2.629105,active-noncovalent
c1ccc(cc1)c2cc3c(c4cc(ccc4[nH]3)O)c5c2C(=O)NC5=O,BRD-K82823804-001-05-8,PD-407824,Tocris,2694,PD 407824,-9.895704,x0195,2.629105,active-noncovalent
c1ccc(c(c1)c2ccc(cc2)c3csc4c3c(c(c(=O)[nH]4)C#N)[O-])O,BRD-K41918892-001-05-9,A-769662,Selleck,S2697,A-769662,-9.895056,x0678,3.423905,active-noncovalent
c1ccc(c(c1)c2ccc(cc2)c3csc4c3c(c(c(=O)[nH]4)C#N)[O-])O,BRD-K41918892-001-06-7,A-769662,Tocris,3336,A 769662,-9.895056,x0678,3.423905,active-noncovalent
COC(=O)c1ccccc1c2c3ccc(cc3[o+]c4c2ccc(c4)N)N,BRD-K47169076-003-01-6,rhodamine-123,Cayman,16672,"3,6-diamino-9-(2-(methoxycarbonyl)phenyl)xanthylium chloride",-9.888324,x0830,2.934008,active-covalent
C[NH2+]CCCC1c2ccccc2C=Cc3c1cccc3,BRD-K42098891-003-20-5,protriptyline,MicroSource,1505984,PROTRYPTYLINE HYDROCHLORIDE,-9.887832,x0072,-1.591211,active-noncovalent
c1cc(ccc1/C=C/C(=O)c2ccc(cc2O)O)O,BRD-K33583600-001-16-1,isoliquiritigenin,Selleck,S2404,Isoliquiritigenin,-9.885802,x0072,-0.672512,active-noncovalent
c1ccc(c(c1)C(=O)[O-])Nc2cccc(c2)C(F)(F)F,BRD-K44067360-001-29-5,flufenamic-acid,Selleck,S4268,Flufenamic acid,-9.884418,x1093,-0.135533,active-noncovalent
c1ccc(c(c1)C(=O)[O-])Nc2cccc(c2)C(F)(F)F,BRD-K44067360-001-30-3,flufenamic-acid,MicroSource,1501015,FLUFENAMIC ACID,-9.884418,x1093,-0.135533,active-noncovalent
Cn1c2ccccc2c3c1CC[NH2+]CC3,BRD-K16551401-003-03-4,PNU-22394,Tocris,2201,PNU 22394 hydrochloride,-9.883717,x0195,0.203032,active-noncovalent
CC(C)[NH2+]C[C@@H](c1ccc2ccccc2c1)O,BRD-A87715314-003-14-4,pronethalol,Tocris,829,Pronethalol hydrochloride,-9.883446,x0161,-1.033584,active-noncovalent
CC(C)[NH2+]C[C@@H](c1ccc2ccccc2c1)O,BRD-A87715314-003-15-1,pronethalol,MicroSource,1503628,PRONETALOL HYDROCHLORIDE,-9.883446,x0161,-1.033584,active-noncovalent
C/C(=[NH+]/Cc1cccc(c1)C[NH3+])/N,BRD-K30237152-300-02-5,1400W,Tocris,1415,1400W dihydrochloride,-9.883380,x0195,-1.751057,active-noncovalent
c1ccc2c(c1)CCN(C2)C(=[NH2+])N,BRD-K80419150-001-02-4,debrisoquin,PrincetonBio,OSSK_732122,"3,4-dihydro-2(1H)-isoquinolinecarboximidamide",-9.881007,x0195,0.879571,active-noncovalent
c1ccc2c(c1)CCN(C2)C(=[NH2+])N,BRD-K80419150-065-03-7,debrisoquin,MicroSource,1506066,DEBRISOQUIN SULFATE,-9.881007,x0195,0.879571,active-noncovalent
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C,BRD-K17368287-001-18-3,adrenosterone,MedChemEx,HY-17462,Adrenosterone,-9.878235,x0749,0.722504,active-covalent
CC(C)C(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@H]4[C@H]3CCC5=CC(=O)C=C[C@]45C)O)C)O[C@H](O2)C6CCCCC6,BRD-K35245662-001-01-2,ciclesonide,Enzo,AC3062,CICLESONIDE,-9.877670,x1077,9.18552,active-noncovalent
c1ccc2cc(ccc2c1)CC[N@H+]3CCC(=CC3)c4cccc(c4)C(F)(F)F,BRD-K88358234-003-04-8,xaliproden,Tocris,2491,Xaliproden hydrochloride,-9.877141,x0161,5.061941,active-noncovalent
c1ccc2cc(ccc2c1)CC[N@H+]3CCC(=CC3)c4cccc(c4)C(F)(F)F,BRD-K88358234-003-05-5,xaliproden,Tocris,2491,Xaliproden hydrochloride,-9.877141,x0161,5.061941,active-noncovalent
CCc1cc(c(cc1O)O)c2c(c([nH]n2)C)c3ccc4c(c3)OCCO4,BRD-K65503129-001-06-3,CCT018159,Tocris,2435,CCT 018159,-9.872569,x0195,0.24096,active-noncovalent
CCc1cc(c(cc1O)O)c2c(c([nH]n2)C)c3ccc4c(c3)OCCO4,BRD-K65503129-001-07-1,CCT018159,Tocris,2435,CCT 018159,-9.872569,x0195,0.24096,active-noncovalent
CCCC(CCC)C(=O)NCc1ccc2c(c1)cnn2c3ccccc3OC,BRD-K51265828-001-01-0,M-25,Tocris,4917,M 25,-9.869954,x0104,5.162117,active-noncovalent
Cc1cc(cc2c1O[C@](CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,BRD-K85776940-001-01-9,delta-Tocotrienol,AnalytiCon,NP-013307,,-9.866880,x0967,3.52042,active-noncovalent
C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-],BRD-A64610707-001-05-1,pranoprofen,Selleck,S1960,Pranoprofen,-9.864224,x0749,0.978196,active-covalent
C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-],BRD-A64610707-001-03-6,pranoprofen,Selleck,S1960,Pranoprofen,-9.864224,x0749,0.978196,active-covalent
C[C@@H](c1ccc2c(c1)Cc3cccnc3O2)C(=O)[O-],BRD-A64610707-001-04-4,pranoprofen,MicroSource,1502324,PRANOPROFEN,-9.864224,x0749,0.978196,active-covalent
c1cc(ccc1CNC(=[NH2+])SCCCc2cnc[nH]2)Cl,BRD-K71430621-303-02-3,clobenpropit,Tocris,752,Clobenpropit dihydrobromide,-9.861518,x0678,-1.126214,active-noncovalent
C[N@@H+]1CC[N@]2c3ccccc3Cc4ccccc4[C@@H]2C1,BRD-A19661776-003-27-6,mianserin,MicroSource,2300292,MIANSERIN HYDROCHLORIDE,-9.861363,x0072,-1.136326,active-noncovalent
C[N@@H+]1CC[N@]2c3ccccc3Cc4ccccc4[C@@H]2C1,BRD-A19661776-003-28-4,mianserin,Selleck,S1382,Mianserin hydrochloride,-9.861363,x0072,-1.136326,active-noncovalent
C[N@@H+]1CC[N@]2c3ccccc3Cc4ccccc4[C@@H]2C1,BRD-A19661776-003-25-0,mianserin,Selleck,S1382,Mianserin HCl,-9.861363,x0072,-1.136326,active-noncovalent
C[N@@H+]1CC[N@]2c3ccccc3Cc4ccccc4[C@@H]2C1,BRD-A19661776-003-26-8,mianserin,Tocris,997,Mianserin hydrochloride,-9.861363,x0072,-1.136326,active-noncovalent
C[C@@H](Cn1c2c3cc(ccc3ncc2n(c1=O)C)c4cc(cnc4)C(C)(C)O)OC,BRD-K82967180-001-01-6,LY3023414,MedChemEx,HY-12513,LY3023414,-9.854416,x0195,4.989073,active-noncovalent
CCC[N@H+]1CCO[C@@H]2[C@@H]1COc3c2cc(cc3)O,BRD-K38797369-003-01-1,PD-128907,Selleck,S2168,PD128907 HCl,-9.853157,x0195,-0.212959,active-noncovalent
Cc1ccc2c(c1)n3c(c[nH+]c3c(n2)NCC[NH3+])C,BRD-K13566078-001-02-3,BMS-345541,Selleck,S8044,BMS-345541,-9.849402,x0195,0.277643,active-noncovalent
Cc1ccc2c(c1)n3c(c[nH+]c3c(n2)NCC[NH3+])C,BRD-K13566078-003-06-0,BMS-345541,Tocris,4806,BMS 345541,-9.849402,x0195,0.277643,active-noncovalent
c1ccc2cc3c(cc2c1)c(=O)n(cn3)N,BRD-K31329721-001-08-2,centazolone,Enamine,Z56813658,3-aminobenzo[g]quinazolin-4(3H)-one,-9.845895,x0195,-0.900024,active-noncovalent
c1ccc2c(c1)CCN(CC2)c3cc(nc(n3)c4cccnc4)NCCC(=O)[O-],BRD-K82484347-001-02-0,GSK-J2,Tocris,4688,GSK J2,-9.844858,x0107,4.182329,active-noncovalent
c1ccc2c(c1)CCN(CC2)c3cc(nc(n3)c4cccnc4)NCCC(=O)[O-],BRD-K82484347-001-01-2,GSK-J2,MedChemEx,HY-15648A,GSK-J2,-9.844858,x0107,4.182329,active-noncovalent
CCCCC(=O)O[C@@]1(CC[C@H]2[C@@]1(C[C@@H]([C@@H]3[C@@H]2CCC4=CC(=O)CC[C@]34C)O)C)[C@H](C=O)O,BRD-A25143711-001-02-2,hydrocortisone-valerate,MicroSource,1505438,HYDROCORTISONE VALERATE,-9.843996,x1077,4.159354,active-noncovalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-K65856711-001-03-6,rolipram-S(+),Selleck,S2127,S- (+)-Rolipram,-9.842790,x0749,0.215192,active-covalent
COc1ccc(cc1OC2CCCC2)[C@@H]3CC(=O)NC3,BRD-K65856711-001-04-4,rolipram-S(+),Tocris,1350,(S)-(+)-Rolipram,-9.842790,x0749,0.215192,active-covalent
CCCn1c2c(c(=O)n(c1=O)CCC)[nH]c(n2)C3CCCC3,BRD-K01824921-001-18-5,DPCPX,Tocris,439,DPCPX,-9.842395,x0678,0.38062,active-noncovalent
c1ccc(cc1)[C@@H]2C[NH2+]CCc3c2cc(c(c3Cl)O)O,BRD-A09828896-004-11-0,SKF-81297,Tocris,1447,SKF 81297 hydrobromide,-9.841992,x1392,-1.794581,active-covalent
