SMILES,TITLE,Hybrid2,docked_fragment,site
C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C,BRD-K77175907-001-06-4,-9.685010,x0104,active-noncovalent
c1cc(cc(c1)I)C[NH+]=C(N)N,BRD-K43860855-065-10-1,-9.684940,x0195,active-noncovalent
c1cc(cc(c1)I)C[NH+]=C(N)N,BRD-K43860855-065-11-9,-9.684940,x0195,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)O,BRD-K54262262-001-12-4,-9.683814,x0072,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)O,BRD-K54262262-001-10-8,-9.683814,x0072,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)O,BRD-K54262262-001-11-6,-9.683814,x0072,active-noncovalent
c1ccc(cc1)COc2ccc(cc2)O,BRD-K54262262-001-09-0,-9.683814,x0072,active-noncovalent
C[C@H](c1ccnc2n1ncn2)Oc3ccc(cc3)Cl,BRD-A65793993-001-01-6,-9.683633,x0749,active-covalent
CCCNC(=O)N1[C@H](c2cc3c(cc2C(=N1)c4ccc(cc4)N)OCO3)C,BRD-A77218119-001-03-5,-9.681863,x0708,active-covalent
CCCNC(=O)N1[C@H](c2cc3c(cc2C(=N1)c4ccc(cc4)N)OCO3)C,BRD-A77218119-001-04-3,-9.681863,x0708,active-covalent
CCCCc1[nH+]cc(n1Cc2ccc(cc2)C(=O)[O-])/C=C(\Cc3cccs3)/C(=O)[O-],BRD-K67977190-066-02-3,-9.675870,x0678,active-noncovalent
CCCCc1[nH+]cc(n1Cc2ccc(cc2)C(=O)[O-])/C=C(\Cc3cccs3)/C(=O)[O-],BRD-K67977190-066-03-1,-9.675870,x0678,active-noncovalent
c1ccc(cc1)[C@H](C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H]([C@@H](CS3)Cl)C(=O)[O-])[NH3+],BRD-K20338176-001-16-9,-9.675651,x0830,active-covalent
c1ccc(cc1)[C@H](C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H]([C@@H](CS3)Cl)C(=O)[O-])[NH3+],BRD-K20338176-001-17-7,-9.675651,x0830,active-covalent
c1ccc(cc1)[C@H](C(=O)/N=C/2\[C@@H]3N(C2=O)[C@H]([C@@H](CS3)Cl)C(=O)[O-])[NH3+],BRD-K20338176-001-18-5,-9.675651,x0830,active-covalent
c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCC[NH+]4CCN(CC4)CCO,BRD-K55127134-300-11-2,-9.674680,x0161,active-noncovalent
c1ccc2c(c1)Nc3ccccc3S2,BRD-K59597909-001-20-0,-9.673660,x0749,active-covalent
c1ccc2c(c1)Nc3ccccc3S2,BRD-K59597909-001-17-6,-9.673660,x0749,active-covalent
c1ccc2c(c1)Nc3ccccc3S2,BRD-K59597909-001-19-2,-9.673660,x0749,active-covalent
c1ccc(cc1)c2c(oc(n2)CCC(=O)[O-])c3ccccc3,BRD-K25394294-001-13-1,-9.672239,x0678,active-noncovalent
c1ccc(cc1)c2c(oc(n2)CCC(=O)[O-])c3ccccc3,BRD-K25394294-001-14-9,-9.672239,x0678,active-noncovalent
c1cc(ccc1c2csc(n2)Nc3ccc(cc3)O)Cl,BRD-K20755323-001-07-5,-9.671947,x1093,active-noncovalent
c1cc(ccc1c2csc(n2)Nc3ccc(cc3)O)Cl,BRD-K20755323-001-06-7,-9.671947,x1093,active-noncovalent
c1cc(ccc1c2csc(n2)Nc3ccc(cc3)O)Cl,BRD-K20755323-001-05-9,-9.671947,x1093,active-noncovalent
COc1ccccc1N2CC[NH+](CC2)CCCCN3C(=O)c4ccccc4C3=O,BRD-K69195780-004-08-4,-9.671356,x0874,active-noncovalent
COc1ccc2c(c1)c(c[nH]2)C3=CC[NH2+]CC3,BRD-K00234327-036-05-1,-9.670182,x0195,active-noncovalent
COc1ccc2c(c1)c(c[nH]2)C3=CC[NH2+]CC3,BRD-K00234327-001-03-0,-9.670182,x0195,active-noncovalent
COc1ccc2c(c1)c(c[nH]2)C3=CC[NH2+]CC3,BRD-K00234327-001-04-8,-9.670182,x0195,active-noncovalent
COc1cc(ccc1O)[C@@H]2[C@H](Oc3ccc(cc3O2)[C@@H]4[C@H](C(=O)c5c(cc(cc5O4)O)[O-])O)CO,BRD-K80353138-001-12-1,-9.670175,x0104,active-noncovalent
COc1cc(ccc1O)[C@@H]2[C@H](Oc3ccc(cc3O2)[C@@H]4[C@H](C(=O)c5c(cc(cc5O4)O)[O-])O)CO,BRD-K80353138-001-16-2,-9.670175,x0104,active-noncovalent
COc1cc(ccc1O)[C@@H]2[C@H](Oc3ccc(cc3O2)[C@@H]4[C@H](C(=O)c5c(cc(cc5O4)O)[O-])O)CO,BRD-K80353138-001-13-9,-9.670175,x0104,active-noncovalent
c1ccc(cc1)N2CC[NH+](CC2)C[C@@H](CO)O,BRD-K83551379-001-02-6,-9.670128,x0749,active-covalent
c1ccc(cc1)N2CC[NH+](CC2)C[C@@H](CO)O,BRD-A29349577-001-24-8,-9.670128,x0749,active-covalent
c1ccc(cc1)N2CC[NH+](CC2)C[C@@H](CO)O,BRD-A29349577-001-22-2,-9.670128,x0749,active-covalent
c1ccc(cc1)N2CC[NH+](CC2)C[C@@H](CO)O,BRD-K83551379-001-01-8,-9.670128,x0749,active-covalent
c1ccc(cc1)N2CC[NH+](CC2)C[C@@H](CO)O,BRD-A29349577-001-23-0,-9.670128,x0749,active-covalent
COc1ccc2c(ccnc2c1)NC(=O)Nc3cccc(n3)C(F)(F)F,BRD-K70329400-001-02-5,-9.668767,x0104,active-noncovalent
c1cc2c(cc1C[NH+]3CCOCC3)[nH]c(n2)c4c(c[nH]n4)NC(=O)NC5CC5,BRD-K24576554-001-04-8,-9.668016,x0161,active-noncovalent
Cc1cccc(c1NC(=O)CN2CCCC2=O)C,BRD-K65678996-001-05-5,-9.661541,x0678,active-noncovalent
Cc1cccc(c1NC(=O)CN2CCCC2=O)C,BRD-K65678996-001-04-8,-9.661541,x0678,active-noncovalent
Cc1cccc(c1NC(=O)CN2CCCC2=O)C,BRD-K65678996-001-09-7,-9.661541,x0678,active-noncovalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-33-2,-9.660164,x0749,active-covalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-29-0,-9.660164,x0749,active-covalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-27-4,-9.660164,x0749,active-covalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-31-6,-9.660164,x0749,active-covalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-32-4,-9.660164,x0749,active-covalent
c1ccc(cc1)C2=C(c3ccccc3C2=O)[O-],BRD-K70592963-001-28-2,-9.660164,x0749,active-covalent
COc1cc(cc(c1O)CSc2nc3ccccc3s2)/C=C(\C#N)/C(=O)N,BRD-K87919739-001-07-5,-9.659269,x0749,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)/[NH+]=C/N3CCCCCC3)C(=O)[O-])C,BRD-K41051431-001-02-4,-9.659259,x0831,active-covalent
CCC[N@@H+]1CCC[C@@H](C1)c2cccc(c2)O,BRD-K02908048-003-06-4,-9.658097,x0195,active-noncovalent
CCOC(=O)COc1ccc2c(c1)C[C@H](CC2)[NH2+]C[C@@H](c3cccc(c3)Cl)O,BRD-K24610819-003-01-8,-9.657269,x0161,active-noncovalent
CCOC(=O)COc1ccc2c(c1)C[C@H](CC2)[NH2+]C[C@@H](c3cccc(c3)Cl)O,BRD-K24610819-003-02-6,-9.657269,x0161,active-noncovalent
c1cc(ccc1CC/C(=C\F)/C[NH3+])F,BRD-K52598503-003-02-9,-9.656326,x0749,active-covalent
c1cc(ccc1CC/C(=C\F)/C[NH3+])F,BRD-K52598503-003-01-1,-9.656326,x0749,active-covalent
c1cc(ccc1/C=C\2/C(=O)NC(=[NH2+])S2)O,BRD-K55420858-001-02-8,-9.653940,x0678,active-noncovalent
c1ccc(cc1)COC(=O)c2ccccc2,BRD-K52072429-001-12-9,-9.652701,x0749,active-covalent
c1ccc(cc1)COC(=O)c2ccccc2,BRD-K52072429-001-10-3,-9.652701,x0749,active-covalent
c1ccc(cc1)COC(=O)c2ccccc2,BRD-K52072429-001-11-1,-9.652701,x0749,active-covalent
c1ccc2c(c1)cc(s2)c3ccnc(n3)Nc4ccc(cc4)C(=O)N5CCC(CC5)[NH+]6CCCC6,BRD-K14618467-003-02-6,-9.651804,x0161,active-noncovalent
c1ccc2c(c1)cc(s2)c3ccnc(n3)Nc4ccc(cc4)C(=O)N5CCC(CC5)[NH+]6CCCC6,BRD-K14618467-001-04-6,-9.651804,x0161,active-noncovalent
c1ccc2c(c1)cc(s2)c3ccnc(n3)Nc4ccc(cc4)C(=O)N5CCC(CC5)[NH+]6CCCC6,BRD-K14618467-003-03-4,-9.651804,x0161,active-noncovalent
CCOc1ccc2c(c1)c(c3ccc(cc3[nH+]2)N)N,BRD-K24715592-406-02-1,-9.650339,x0749,active-covalent
CCOc1ccc2c(c1)c(c3ccc(cc3[nH+]2)N)N,BRD-K24715592-043-02-2,-9.650339,x0749,active-covalent
CCOc1ccc2c(c1)c(c3ccc(cc3[nH+]2)N)N,BRD-K24715592-406-01-3,-9.650339,x0749,active-covalent
C=CCc1ccc(c(c1)c2ccc(c(c2)CC=C)O)O,BRD-K98493452-001-14-9,-9.649654,x0195,active-noncovalent
Cc1ccc(cc1)N(CC2=[NH+]CCN2)c3cccc(c3)O,BRD-K90333595-066-16-1,-9.647328,x0195,active-noncovalent
Cc1ccc(cc1)N(CC2=[NH+]CCN2)c3cccc(c3)O,BRD-K90333595-003-22-2,-9.647328,x0195,active-noncovalent
Cc1ccc(cc1)N(CC2=[NH+]CCN2)c3cccc(c3)O,BRD-K90333595-066-17-9,-9.647328,x0195,active-noncovalent
Cc1ccc(cc1)N(CC2=[NH+]CCN2)c3cccc(c3)O,BRD-K90333595-003-21-4,-9.647328,x0195,active-noncovalent
c1c(nc[nH]1)C[C@H](C(=O)[O-])[NH3+],BRD-K36449075-001-01-0,-9.647011,x0397,active-noncovalent
CC[C@@H]([C@@H](c1ccc(c(c1)O)O)O)[NH3+],BRD-A68509429-003-03-9,-9.646006,x0195,active-noncovalent
c1ccc(cc1)NNC(=O)c2ccncc2,BRD-K99149715-001-01-6,-9.645025,x0749,active-covalent
c1ccc(cc1)NNC(=O)c2ccncc2,BRD-K99149715-001-02-4,-9.645025,x0749,active-covalent
c1ccc(cc1)NNC(=O)c2ccncc2,BRD-K99149715-001-03-2,-9.645025,x0749,active-covalent
c1ccc2c(c1)CCN(CC2)c3cc(nc(n3)c4ccccn4)NCCC(=O)[O-],BRD-K32847255-001-01-1,-9.643823,x1077,active-noncovalent
c1ccc2c(c1)CCN(CC2)c3cc(nc(n3)c4ccccn4)NCCC(=O)[O-],BRD-K32847255-001-02-9,-9.643823,x1077,active-noncovalent
C[N@H+]1CCC[C@@H]1c2cccnc2,BRD-A93695607-322-01-7,-9.642485,x0678,active-noncovalent
C[N@H+]1CCC[C@@H]1c2cccnc2,BRD-A93695607-322-02-5,-9.642485,x0678,active-noncovalent
c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)[O-])O)C(=O)[O-],BRD-K82118441-001-03-7,-9.639339,x0830,active-covalent
CC(C)Oc1cc(ccc1C2=[NH+][C@@H]([C@@H](N2C(=O)N3CCNC(=O)C3)c4ccc(cc4)Cl)c5ccc(cc5)Cl)OC,BRD-K73255294-001-02-8,-9.638498,x1077,active-noncovalent
Cc1c2cc(ccc2n[nH]1)c3cc(cnc3)OC[C@H](Cc4ccccc4)[NH3+],BRD-K78177893-001-02-4,-9.633895,x0107,active-noncovalent
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,BRD-K89997465-003-43-0,-9.633637,x0161,active-noncovalent
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,BRD-K89997465-003-44-8,-9.633637,x0161,active-noncovalent
C[NH+](C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,BRD-K89997465-001-10-3,-9.633637,x0161,active-noncovalent
CCOc1ccccc1/N=N/c2c([nH]n(c2=O)c3nc(cs3)c4ccccc4)C,BRD-K07442505-001-03-6,-9.632661,x0104,active-noncovalent
c1cc(ccc1C#N)N2CCN(CC2)C(=O)COc3ccc4c(c3)c(c[nH]4)CC[NH3+],BRD-K31092604-003-03-5,-9.632194,x0104,active-noncovalent
C[C@]12c3ccccc3C[C@H]([NH2+]1)c4c2cccc4,BRD-K23163214-051-01-9,-9.631378,x0072,active-noncovalent
C[C@]12c3ccccc3C[C@H]([NH2+]1)c4c2cccc4,BRD-K23163214-050-15-1,-9.631378,x0072,active-noncovalent
C[C@H](c1ccccc1)Nc2c3cc([nH]c3ncn2)c4ccc(cc4)O,BRD-K10115470-001-01-8,-9.631264,x0946,active-noncovalent
CN([C@H](C[NH+]1CCCC1)c2ccccc2)C(=O)Cc3ccc(c(c3)Cl)Cl,BRD-K73290745-003-02-6,-9.630332,x1093,active-noncovalent
CN([C@H](C[NH+]1CCCC1)c2ccccc2)C(=O)Cc3ccc(c(c3)Cl)Cl,BRD-K73290745-003-03-4,-9.630332,x1093,active-noncovalent
CC1(C(=O)N(C(=O)N1CCCCO)c2ccc(c(c2)C(F)(F)F)C#N)C,BRD-K62762455-001-01-3,-9.630137,x0749,active-covalent
c1ccc(cc1)S(=O)(=O)c2cc3cccc(c3nc2)N4CC[NH2+]CC4,BRD-K78941306-001-02-4,-9.629297,x0195,active-noncovalent
c1ccc(cc1)S(=O)(=O)c2cc3cccc(c3nc2)N4CC[NH2+]CC4,BRD-K78941306-001-03-2,-9.629297,x0195,active-noncovalent
Cc1ccc(c(c1)OC[C@H](C[NH2+]C(C)C)O)Cl,BRD-A95802703-001-01-0,-9.622923,x0195,active-noncovalent
c1ccc2c(c1)cc3ccccc3c2C(=O)N4CCC(CC4)[N@@H+]5CCC[C@H](C5)C(=O)N6CCOCC6,BRD-K26921335-003-01-2,-9.622921,x0161,active-noncovalent
CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,BRD-K78352627-001-02-6,-9.619976,x0161,active-noncovalent
CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C,BRD-K78352627-001-01-8,-9.619976,x0161,active-noncovalent
COc1cc2c(cc1OC)N3[C@@H]4[C@]25CC[N@@H+]6[C@H]5C[C@@H]7[C@H]4[C@H](CC3=O)OCC=C7C6,BRD-A41995253-330-02-2,-9.618737,x0195,active-noncovalent
COc1cc2c(cc1OC)N3[C@@H]4[C@]25CC[N@@H+]6[C@H]5C[C@@H]7[C@H]4[C@H](CC3=O)OCC=C7C6,BRD-A41995253-330-01-4,-9.618737,x0195,active-noncovalent
COc1cc2c(cc1OC)N3[C@@H]4[C@]25CC[N@@H+]6[C@H]5C[C@@H]7[C@H]4[C@H](CC3=O)OCC=C7C6,BRD-A41995253-001-04-5,-9.618737,x0195,active-noncovalent
B1(c2ccc(cc2CO1)Oc3ccc(cc3)C#N)O,BRD-K43230258-001-01-4,-9.617744,x1093,active-noncovalent
Cc1ccc2c(c1)C(=O)[C@@]3(CCN(C3=[NH+]2)c4ccccc4)O,BRD-K61295575-001-03-6,-9.617001,x0195,active-noncovalent
COc1cc2c(cc1OC)C(=O)[C@H](C2)CC3CC[NH+](CC3)Cc4ccccc4,BRD-A49160188-003-11-9,-9.616495,x0104,active-noncovalent
COc1cc2c(cc1OC)C(=O)[C@H](C2)CC3CC[NH+](CC3)Cc4ccccc4,BRD-A49160188-003-12-7,-9.616495,x0104,active-noncovalent
C[C@]12CC[C@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,BRD-K12329651-001-18-8,-9.616280,x0749,active-covalent
C[C@]12CC[C@H]3[C@H]([C@H]1CC[C@]2(C)O)CC[C@@H]4[C@]3(CC(=C(C4)O)C=O)C,BRD-A93291428-001-02-0,-9.616058,x1077,active-noncovalent
c1ccc(cc1)C(c2ccccc2)(C3CC[NH2+]CC3)O,BRD-K97061094-001-21-4,-9.615924,x1418,active-covalent
c1ccc(cc1)C(c2ccccc2)(C3CC[NH2+]CC3)O,BRD-K97061094-001-20-6,-9.615924,x1418,active-covalent
C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C3C[C@H](C[C@@H](C3)O)O)C,BRD-K60585088-001-01-5,-9.615711,x0104,active-noncovalent
c1ccc(cc1)c2cc([nH]c(=O)c2C#N)c3cc(ccc3O)Br,BRD-K08902330-001-01-3,-9.615360,x0195,active-noncovalent
CC(C)n1c2c(c(n1)C#Cc3ccccc3)c(ncn2)N,BRD-K63253858-001-01-5,-9.614809,x0678,active-noncovalent
c1cc(cc(c1)N2CC[NH+](CC2)CCNC(=O)N)C(F)(F)F,BRD-K44091134-001-01-9,-9.612432,x0161,active-noncovalent
CN1c2ccc(cc2[C@@H](N=CC1=O)c3ccccc3)Cl,BRD-K16508793-001-05-9,-9.608867,x1077,active-noncovalent
c1cc(ccc1n2cc(c(=O)c3c2cc(c(c3)F)N4CC[NH2+]CC4)C(=O)[O-])F,BRD-K08525451-003-05-2,-9.608677,x0434,active-noncovalent
c1cc(ccc1n2cc(c(=O)c3c2cc(c(c3)F)N4CC[NH2+]CC4)C(=O)[O-])F,BRD-K08525451-003-06-0,-9.608677,x0434,active-noncovalent
Cc1c(cccc1C(F)(F)F)Cn2c(nc3c2cc(cc3C(=O)[O-])N4CCOCC4)C,BRD-K49215523-001-04-2,-9.607597,x0195,active-noncovalent
Cc1c(cccc1C(F)(F)F)Cn2c(nc3c2cc(cc3C(=O)[O-])N4CCOCC4)C,BRD-K49215523-001-05-9,-9.607597,x0195,active-noncovalent
c1ccnc(c1)NCc2ccc(cc2)CNc3ccccn3,BRD-K25359048-001-02-6,-9.606249,x0107,active-noncovalent
Cc1c(c2ccccn2c1C(=O)c3ccc(c(c3)C(=O)[O-])N)OC,BRD-K65890018-236-01-1,-9.605569,x0967,active-noncovalent
c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)[O-])O)C(=O)[O-])O,BRD-K57853941-304-02-5,-9.605501,x0749,active-covalent
c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)[O-])O)C(=O)[O-])O,BRD-K57853941-304-03-3,-9.605501,x0749,active-covalent
CC1(CCC(c2c1cc3c(c2)N(c4ccccc4C(=N3)c5ccc(cc5)C(=O)[O-])C)(C)C)C,BRD-K06593056-001-04-8,-9.604280,x0104,active-noncovalent
CC1(CCC(c2c1cc3c(c2)N(c4ccccc4C(=N3)c5ccc(cc5)C(=O)[O-])C)(C)C)C,BRD-K06593056-001-05-5,-9.604280,x0104,active-noncovalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-21-5,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-24-9,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-341-05-6,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-341-07-2,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-23-1,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-22-3,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-19-9,-9.604071,x0831,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](c3ccccc3)[NH3+])C(=O)[O-])C,BRD-K68432770-236-20-7,-9.604071,x0831,active-covalent
c1cc(ccc1Nc2nccc(n2)N3CCCc4c3ccc(c4)O)S(=O)(=O)NCC5CC5,BRD-K94659840-001-01-7,-9.601891,x0161,active-noncovalent
C[C@@H](c1cccc(c1)Br)/N=N/C(=O)[C@H]2[C@@H](CNC2=O)c3ccccc3,BRD-K81548480-001-01-2,-9.600739,x0831,active-covalent
C[C@@H](c1cccc(c1)Br)/N=N/C(=O)[C@H]2[C@@H](CNC2=O)c3ccccc3,BRD-K81548480-001-02-0,-9.600739,x0831,active-covalent
COc1ccc2c(ccnc2c1)OCc3nnc4n3nc(cc4)c5ccccc5,BRD-K32285926-001-02-1,-9.600263,x0195,active-noncovalent
[H]/N=C\1/[C@H]([C@@H](c2c(nn(c2O1)C)C)c3ccc(cc3)C(F)(F)F)C#N,BRD-A40257118-001-02-0,-9.599390,x0749,active-covalent
[H]/N=C\1/[C@H]([C@@H](c2c(nn(c2O1)C)C)c3ccc(cc3)C(F)(F)F)C#N,BRD-A40257118-001-01-2,-9.599390,x0749,active-covalent
CC(C)c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4cccs4,BRD-K48188942-001-03-7,-9.597235,x0831,active-covalent
c1ccc(cc1)CCNc2nc(cs2)c3ccccc3,BRD-K60798049-001-03-8,-9.592484,x0434,active-noncovalent
CCCCCCN(CCCCCC)C(=O)Cc1c2ccccc2[nH]c1c3ccc(cc3)F,BRD-K09778810-001-10-6,-9.589483,x0161,active-noncovalent
CCCCCCN(CCCCCC)C(=O)Cc1c2ccccc2[nH]c1c3ccc(cc3)F,BRD-K09778810-001-11-4,-9.589483,x0161,active-noncovalent
C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)OC,BRD-K44408410-001-21-8,-9.589324,x0749,active-covalent
C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)OC,BRD-K44408410-001-17-6,-9.589324,x0749,active-covalent
C[C@]12CC[C@@H]3c4cc(c(cc4CC[C@H]3[C@@H]1CC[C@@H]2O)O)OC,BRD-K44408410-001-22-6,-9.589324,x0749,active-covalent
Cc1nnc2n1nc(cc2)c3cccc(c3)C(F)(F)F,BRD-K00662280-001-10-2,-9.588747,x0749,active-covalent
Cc1nnc2n1nc(cc2)c3cccc(c3)C(F)(F)F,BRD-K00662280-001-09-4,-9.588747,x0749,active-covalent
CC(C)c1ccc(cc1)N(Cc2ccc(cc2)N(C)C)C(=O)[C@@H]3CCCc4c3cc(cc4)OC,BRD-A00559310-003-02-9,-9.588084,x0434,active-noncovalent
CC(C)c1ccc(cc1)N(Cc2ccc(cc2)N(C)C)C(=O)[C@@H]3CCCc4c3cc(cc4)OC,BRD-A00559310-003-01-1,-9.588084,x0434,active-noncovalent
C[NH+](C)Cc1cccc(c1)/N=C(/c2ccccc2)\c3c4ccc(cc4[nH]c3O)C(=O)N,BRD-K20290250-001-02-1,-9.587477,x0830,active-covalent
C[NH+](C)Cc1cccc(c1)/N=C(/c2ccccc2)\c3c4ccc(cc4[nH]c3O)C(=O)N,BRD-K20290250-001-01-3,-9.587477,x0830,active-covalent
c1cc2c(cc1C(=O)[O-])CC[C@H]3C2=NN([C@H]3C4CCCC4)c5ccc(c(c5)Cl)C#N,BRD-K51041191-001-01-4,-9.584240,x0072,active-noncovalent
c1ccc2c(c1)c(c(nc2Cl)C(=O)NCC(=O)[O-])O,BRD-K56807945-001-01-2,-9.583687,x0830,active-covalent
c1cc2c(cc1O)[C@@]34CCCC[C@]3([C@@H](C2)[N@H+](CC4)CC5CCC5)O,BRD-K42417338-045-01-9,-9.583044,x0072,active-noncovalent
Cc1c(c2c(c(c1O)C)CC[C@](O2)(C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C)C,BRD-A82892199-001-04-1,-9.583036,x0161,active-noncovalent
C[C@]12CC[C@H]3[C@@H]([C@H]1CC[C@]2(C#C)O)CCC4=C3CCC(=O)C4,BRD-A00758722-001-04-9,-9.583004,x0749,active-covalent
COc1cc2c(cc1OC)n(cn2)c3cc(c(s3)C(=O)N)OCc4ccccc4C(F)(F)F,BRD-K90382497-001-10-7,-9.581621,x0161,active-noncovalent
COc1cc2c(cc1OC)n(cn2)c3cc(c(s3)C(=O)N)OCc4ccccc4C(F)(F)F,BRD-K90382497-001-13-1,-9.581621,x0161,active-noncovalent
c1cc2c(c(c1)[O-])C(=O)c3c(cc(cc3[O-])CO)C2=O,BRD-K04851519-001-06-8,-9.581317,x0749,active-covalent
Cc1ccc2c(c1)C(=O)[C@@]3(CCN(C3=[NH+]2)c4ccccc4)O,BRD-A75817871-001-06-7,-9.580956,x0195,active-noncovalent
c1ccc2c(c1)c3c([nH]2)-c4nc5ccccc5c(=O)n4CC3,BRD-K94723713-001-10-6,-9.580831,x0678,active-noncovalent
Cn1c(=O)c(c(nc1NC[C@H](Cc2ccccc2)[NH3+])c3ccncc3)c4ccc5ccccc5c4,BRD-K86673452-001-02-5,-9.579217,x0104,active-noncovalent
Cn1c(=O)c(c(nc1NC[C@H](Cc2ccccc2)[NH3+])c3ccncc3)c4ccc5ccccc5c4,BRD-K86673452-001-01-7,-9.579217,x0104,active-noncovalent
COc1ccc(cc1OC2CCCC2)[C@H]3CC(=O)NC3,BRD-K75516118-001-04-1,-9.575525,x0749,active-covalent
COc1ccc(cc1OC2CCCC2)[C@H]3CC(=O)NC3,BRD-K75516118-001-03-3,-9.575525,x0749,active-covalent
C1CCC(CC1)/[NH+]=C(\NC23CC4CC(C2)CC(C4)C3)/N5CCOCC5,BRD-K12769093-003-01-3,-9.572372,x0678,active-noncovalent
C1CCC(CC1)/[NH+]=C(\NC23CC4CC(C2)CC(C4)C3)/N5CCOCC5,BRD-K12769093-003-02-1,-9.572372,x0678,active-noncovalent
Cc\1c(c(=C)[nH]/c1=C\c2c3ccc(cc3[nH]c2O)c4ccccc4)CCC(=O)[O-],BRD-K91106808-001-02-0,-9.570639,x0161,active-noncovalent
c1(n[n-]nn1)[C@H](C(=O)[O-])[NH3+],BRD-A14757586-001-03-2,-9.570541,x0397,active-noncovalent
Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,BRD-K50859149-001-19-5,-9.569996,x0678,active-noncovalent
Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,BRD-K50859149-001-17-9,-9.569996,x0678,active-noncovalent
Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C,BRD-K50859149-001-18-7,-9.569996,x0678,active-noncovalent
Cn1c(=O)cc(n(c1=O)Cc2cc(ccc2C#N)F)N3CCC[C@@H](C3)[NH3+],BRD-A88369366-001-01-7,-9.569387,x0434,active-noncovalent
CC[N@@+]1(CCC[C@H](C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,BRD-A53561827-004-23-1,-9.568846,x0195,active-noncovalent
CC[N@@+]1(CCC[C@H](C1)OC(=O)C(c2ccccc2)(c3ccccc3)O)C,BRD-A53561827-004-22-3,-9.568846,x0195,active-noncovalent
