CatalogID,BB_SMILES,scaffold_SMILES,product_SMILES
EN300-124496,CC1(N)CCC(F)(F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CCC(F)(F)CC2)c1
EN300-147474,NC1CC[S+]([O-])C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC[S+]([O-])C2)c1
EN300-145121,Nc1cccc(C(F)F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(C(F)F)c2)c1
EN300-150585,NCc1ccno1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2ccno2)c1
EN300-150667,NC1CS(=O)(=O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CS(=O)(=O)C2)c1
EN300-149340,NC(CO)CF,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(CO)CF)c1
EN300-233625,COCC(F)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COCC(F)CNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-171752,NC1CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC2)c1
EN300-175160,NCC(O)C(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(O)C(F)F)c1
EN300-175892,NCc1cc[nH]n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cc[nH]n2)c1
EN300-178618,NC1CCCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCOC2)c1
EN300-176052,NCc1cc[nH]n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cc[nH]n2)c1
EN300-182114,NC1CCC2(CC1)CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3(CC2)CC3)c1
EN300-188125,CN1CC(C)(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CN(C)C2)c1
EN300-189763,NC1CCC1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC2(F)F)c1
EN300-190503,CN1CC(CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CN(C)C2)c1
EN300-190780,NCCOC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCOC(F)F)c1
EN300-190873,CC(C)(N)C(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)(C)C(F)F)c1
EN300-191814,Cc1csc(N)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1csc(Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1
EN300-192482,N[C@@H]1[C@H]2COC[C@H]21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2[C@H]3COC[C@H]32)c1
EN300-193138,NC1CCC2CC12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3CC32)c1
EN300-190690,NCC1(C(F)F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C(F)F)CC2)c1
EN300-192483,N[C@@H]1[C@H]2COC[C@H]21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2[C@H]3COC[C@H]32)c1
EN300-201994,NC1(C(F)F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(F)F)CC2)c1
EN300-234104,NC12CCC(CC1)CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CCC(CC2)CC3)c1
EN300-196048,N#CC1(CN)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C#N)CC2)c1
EN300-201048,NCC1(C(F)(F)F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C(F)(F)F)CC2)c1
EN300-190781,NCCOC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCOC(F)F)c1
EN300-195396,NCC1(F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(F)CCC2)c1
EN300-195603,NCC1(F)CCCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(F)CCCCC2)c1
EN300-196047,N#CC1(CN)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C#N)CC2)c1
EN300-196215,N[C@@H]1C[C@H]1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H]2C2CC2)c1
EN300-194473,NCCF,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCF)c1
EN300-133414,NCC(F)(F)C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(F)(F)C2CCC2)c1
EN300-196216,N[C@@H]1C[C@H]1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H]2C2CC2)c1
EN300-196927,NCC1(C(F)F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C(F)F)CCC2)c1
EN300-196962,N[C@@H]1C[C@H]1CO,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H]2CO)c1
EN300-201046,N[C@@H]1CCC[C@H]1OC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CCC[C@H]2OC(F)F)c1
EN300-201790,NC1CCC(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(F)C2)c1
EN300-201993,NC1(C(F)F)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(F)F)CC2)c1
EN300-200827,NCCC1(F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2(F)CCC2)c1
EN300-30165,NC1CN2CCC1CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CN3CCC2CC3)c1
EN300-205924,NC1CCC(OC(F)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(OC(F)F)C2)c1
EN300-206065,NC1CC(OC(F)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(OC(F)F)C2)c1
EN300-191088,CC(C)(CN)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C(F)(F)F)c1
EN300-204120,NC1CC(C(F)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(C(F)F)C2)c1
EN300-206571,CO[C@H]1C[C@@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CO[C@H]1C[C@@H](Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-212244,CC(N)C(C)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)C(C)(F)F)c1
EN300-253359,NCC1CC12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC23CC3)c1
EN300-208867,NC(CF)CF,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(CF)CF)c1
EN300-206572,CO[C@H]1C[C@@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CO[C@H]1C[C@@H](Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-212003,N[C@@H]1CC[C@H]1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CC[C@H]2O)c1
EN300-212829,CC(C)(C#N)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C#N)c1
EN300-213174,NCC1(CF)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(CF)CC2)c1
EN300-211424,CC(F)(F)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(F)F)c1
EN300-176589,NC(CF)CF,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(CF)CF)c1
EN300-184699,NCC1(C(F)(F)F)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C(F)(F)F)CCC2)c1
EN300-214040,CC(N)CF,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)CF)c1
EN300-214188,Cn1nncc1CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cnnn2C)c1
EN300-214556,CCOC(=O)CC1CCC2(CCNCC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCOC(=O)CC1CCC2(CC1)CCN(c1cc(Cl)cc(CC(=O)Nc3cnccc3C)c1)CC2
EN300-212004,N[C@@H]1CC[C@H]1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CC[C@H]2O)c1
EN300-213175,NCC1(CF)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(CF)CC2)c1
EN300-216067,NCC(F)(F)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(F)(F)CN)c1
EN300-195708,N[C@@H]1COC[C@H]1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2COC[C@H]2O)c1
EN300-218385,N[C@@H]1COC[C@H]1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2COC[C@H]2O)c1
EN300-218386,N[C@@H]1COC[C@H]1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2COC[C@H]2O)c1
EN300-227188,CC(C)(CO)CCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC(C)(C)CO)c1
EN300-194088,NCC1CC(F)(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC(F)(F)C2)c1
EN300-251966,NCc1cccc(S(F)(F)(F)(F)F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cccc(S(F)(F)(F)(F)F)c2)c1
EN300-225574,NCC1(CF)CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(CF)CCOCC2)c1
EN300-226318,CC(F)(F)CCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC(C)(F)F)c1
EN300-225235,CN1CC(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CN(C)C2)c1
EN300-225693,CC1(O)CC(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(C)(O)C2)c1
EN300-225951,CC1(F)CC(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(C)(F)C2)c1
EN300-223035,NC(CCO)C(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(CCO)C(F)F)c1
EN300-226384,CO[C@@H]1CC[C@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CO[C@@H]1CC[C@H]1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-226385,CO[C@@H]1CC[C@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CO[C@@H]1CC[C@H]1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-225616,NC1(CF)CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(CF)CCOCC2)c1
EN300-248519,NC1CC2(CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(CC3)C2)c1
EN300-249748,NC[C@@H]1C[C@H]1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@H]2C2CC2)c1
EN300-250098,NCCC1CC(F)(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2CC(F)(F)C2)c1
EN300-251521,NC1(CF)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(CF)CCC2)c1
EN300-253426,CC1(C)CCC(C)(C)C1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C(C)(C)CCC2(C)C)c1
EN300-245112,NC1(CF)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(CF)CCC2)c1
EN300-257209,N[C@@H]1C[C@H]1C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H]2C2CCC2)c1
EN300-257898,NC1CC12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC23CC3)c1
EN300-257922,CS(C)(=O)=NC(=O)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(=O)N=S(C)(C)=O)c1
EN300-258753,CC1(C)[C@@H](N)CS1(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CS(=O)(=O)C2(C)C)c1
EN300-258804,CC1(C)SC[C@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CSC2(C)C)c1
EN300-259919,CC1(C)OB(CN)OC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCB2OC(C)(C)C(C)(C)O2)c1
EN300-633992,NCc1ccccc1C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2ccccc2C2CCC2)c1
EN300-1242106,NCC1CC12CCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC23CCC3)c1
EN300-1264663,Cn1ccnc1C(N)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(c2nccn2C)C(F)(F)F)c1
EN300-120864,NC1CCC(C(F)(F)F)NC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC(C(F)(F)F)NC2)c1
EN300-313597,NCC(C1CCC1)C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C2CCC2)C2CCC2)c1
EN300-314307,COc1ccc(C(N)C2CC2)cn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COc1ccc(C(Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C2CC2)cn1
EN300-367532,CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1C[C@@H](N)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@@H]3CC[C@H](C2)N3C(=O)OC(C)(C)C)c1
EN300-1461647,NC1CCCC12CCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC23CCC3)c1
EN300-314323,Cn1ccnc1C(N)c1nccn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(c2nccn2C)c2nccn2C)c1
EN300-1234985,NCC(F)(F)c1ccccn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(F)(F)c2ccccn2)c1
EN300-345687,Nc1ccn(CCF)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccn(CCF)n2)c1
EN300-1223412,NCC1CC2(CCOCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CCOCC3)C2)c1
EN300-1461644,NC1CCCC12CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC23CCCC3)c1
EN300-363585,NC1(c2ccccc2)CC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccccc3)CC3(CCC3)C2)c1
EN300-381042,NC1(c2ncccn2)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ncccn3)CCC2)c1
EN300-2990324,Nc1cccc(N2CCC2)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(N3CCC3)c2)c1
EN300-1929086,CC(F)(F)c1cc(N)no1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cc(C(C)(F)F)on2)c1
EN300-367021,NC1CC12CCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC23CCC3)c1
EN300-1177753,CC(N)C1CC(F)(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)C2CC(F)(F)C2)c1
EN300-307488,NCc1cn(C(F)F)c2ccccc12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2cn(C(F)F)c3ccccc23)c1
EN300-1247482,CCc1conc1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCc1conc1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-395468,NCCC1CCC2(CCC2)O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2CCC3(CCC3)O2)c1
EN300-344955,Nc1ncc(F)cn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ncc(F)cn2)c1
EN300-703002,CCC#CCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCC#CCNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-6735714,NC1CCCC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC3(CCC3)C2)c1
EN300-2941583,CC(F)c1cccc(N)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cccc(C(C)F)c2)c1
EN300-1654411,NC1CCC2(CCC2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3(CCC3)CC2)c1
EN300-360908,Cc1cc(CN)cc(F)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1cc(CNc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc(F)n1
EN300-179772,NC1CCC12CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC23CCCC3)c1
EN300-307766,CS(=N)(=O)c1ccccc1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccccc2S(C)(=N)=O)c1
EN300-1931782,CC(F)(F)CCCCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCCCC(C)(F)F)c1
EN300-345479,CC(C)(F)c1cc(N)no1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cc(C(C)(C)F)on2)c1
EN300-295114,NC1CCC2C(C1)C2(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3C(C2)C3(F)F)c1
EN300-4264867,Nc1ccc(CCF)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccc(CCF)cc2)c1
EN300-1587825,NCCN1CC2(COC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCN2CC3(COC3)C2)c1
EN300-1307871,COC1(OC)CC(CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC1(OC)CC(CNc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-1653447,NCC1CC2CCC(C1)O2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3CCC(C2)O3)c1
EN300-781099,NCC1CCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCO2)c1
EN300-331593,N[C@H]1C[C@@H](CO)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@@H](CO)C2)c1
EN300-119051,N[C@H]1CCNC1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CCNC2=O)c1
EN300-6497225,CP(C)(=O)CCCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCCP(C)(C)=O)c1
EN300-117234,Nc1cc(F)nc(F)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2cc(F)nc(F)c2)c1
